:ID,:LABEL,case_id,linked_claim_id,case_type,status,priority,created_date,assigned_investigator,assigned_unit,linked_entities_count,claim_amount,ring_cluster_id,ring_member,ai_model_used,ai_fraud_score,rag_confidence_score,ai_summary,llm_verdict,rubric_score,manual_override_triggered,override_reasons,human_verdict,human_verdict_date,evidence_collected,days_open,estimated_fraud_loss,recovery_initiated,recovery_amount_usd,closed_loop_detected,explanation_trace_id,rag_evidence_nodes,notes
CASE-330119,InvestigationCase,CASE-330119,CLM-330119,High Value,Open,P3 - Medium,1/15/2015,Inv. Derek Moss,SIU-Central,0,2640.0,,No,FraudGNN-v2.1,0.603,36.0,"Incident on 1/15/2015 in Columbus, WV.
Type: Vehicle Theft | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $2640",LOW_RECOVERY_POTENTIAL,34,Yes,Injury No Police Report,Cleared,15/9/2015,Dashcam|Repair Estimate|Cell Data|CCTV,325,0.0,No,0.0,No,TRACE-8460A441E71D,CLM-330119|ADJ-4319,
CASE-927354,InvestigationCase,CASE-927354,CLM-927354,High Value,Closed - Cleared,P3 - Medium,2/17/2015,Inv. Derek Moss,SIU-Central,3,6000.0,,No,FraudGNN-v2.1,0.636,36.0,"Incident on 2/17/2015 in Springfield, NY.
Type: Parked Car | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $6000",INVESTIGATE_FURTHER,59,Yes,Injury No Police Report,Pending,16/7/2015,Bank Records|Dashcam|CCTV|Medical Records|Cell Data,303,0.0,Yes,0.0,No,TRACE-BB3739EB77F7,CLM-927354|ADJ-9275,
CASE-231508,InvestigationCase,CASE-231508,CLM-231508,Fraud Ring,Open,P1 - Critical,2/17/2015,Inv. Marcus Webb,SIU-Central,7,55200.0,RING-020,Yes,HINormer-Auto,0.762,45.0,"Incident on 2/17/2015 in Northbend, WV.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: ?
Total Claim: $55200",VIABLE_RECOVERY_CASE,66,Yes,High Value >$50K|Fraud Ring Cluster,Pending,,Bank Records|Medical Records,30,48007.98,No,0.0,No,TRACE-656BDFAAD8EB,CLM-231508|ADJ-4867,
CASE-305758,InvestigationCase,CASE-305758,CLM-305758,High Value,Open,P1 - Critical,1/17/2015,Inv. Priya Nair,SIU-Central,2,64680.0,,No,GraphSAGE-Fraud,0.684,45.0,"Incident on 1/17/2015 in Springfield, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 0 | Police Report: ?
Total Claim: $64680",INVESTIGATE_FURTHER,58,Yes,High Value >$50K,Pending,,Cell Data|Dashcam|Medical Records|CCTV,297,0.0,No,0.0,No,TRACE-7B1D7B1C460B,CLM-305758|ADJ-2571,
CASE-950542,InvestigationCase,CASE-950542,CLM-950542,High Value,Escalated to SIU,P2 - High,2/25/2015,Inv. Priya Nair,SIU-Southeast,0,59200.0,,No,GraphSAGE-Fraud,0.656,18.0,"Incident on 2/25/2015 in Northbrook, WV.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $59200",VIABLE_RECOVERY_CASE,63,Yes,High Value >$50K,Pending,8/8/2015,Medical Records|Cell Data|Bank Records|Repair Estimate|CCTV,249,0.0,No,34249.03,No,TRACE-6BFCE48E7624,CLM-950542|ADJ-8069,
CASE-291544,InvestigationCase,CASE-291544,CLM-291544,High Value,Under Review,P3 - Medium,1/6/2015,Inv. Marcus Webb,SIU-West,3,4700.0,,No,HINormer-Auto,0.696,54.0,"Incident on 1/6/2015 in Arlington, NC.
Type: Vehicle Theft | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $4700",VIABLE_RECOVERY_CASE,62,Yes,Injury No Police Report,Pending,,Medical Records|Cell Data,180,0.0,No,0.0,No,TRACE-6546F4C23FD4,CLM-291544|ADJ-3165,
CASE-388616,InvestigationCase,CASE-388616,CLM-388616,High Value,Open,P1 - Critical,2/26/2015,Inv. Priya Nair,SIU-West,2,69400.0,,No,RuleBased-v4,0.724,36.0,"Incident on 2/26/2015 in Columbus, NY.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $69400",VIABLE_RECOVERY_CASE,79,Yes,High Value >$50K,Cleared,,Bank Records|Witness Statement,269,0.0,Yes,0.0,No,TRACE-BB55152C3ADC,CLM-388616|ADJ-4910,
CASE-577992,InvestigationCase,CASE-577992,CLM-577992,High Value,Closed - Fraud Confirmed,P2 - High,2/11/2015,Inv. Derek Moss,SIU-Midwest,2,40500.0,,No,GraphSAGE-Fraud,0.696,18.0,"Incident on 2/11/2015 in Northbrook, NY.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $40500",VIABLE_RECOVERY_CASE,60,No,,Pending,11/2/2015,Medical Records|Cell Data|Bank Records|Police Report|CCTV,326,0.0,Yes,8317.0,No,TRACE-97CAB916BDFE,CLM-577992|ADJ-4085,
CASE-342830,InvestigationCase,CASE-342830,CLM-342830,High Value,Under Review,P2 - High,2/13/2015,Inv. Priya Nair,SIU-Central,2,60000.0,,No,HINormer-Auto,0.711,63.0,"Incident on 2/13/2015 in Riverwood, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 1 | Police Report: NO
Total Claim: $60000",VIABLE_RECOVERY_CASE,66,Yes,High Value >$50K|Injury No Police Report,Cleared,15/1/2015,Police Report|CCTV|Medical Records|Repair Estimate,257,0.0,No,0.0,No,TRACE-91812D6BE462,CLM-342830|ADJ-6424,
CASE-491170,InvestigationCase,CASE-491170,CLM-491170,High Value,Closed - Cleared,P1 - Critical,1/10/2015,Inv. Derek Moss,SIU-Northeast,3,67320.0,,No,HINormer-Auto,0.781,54.0,"Incident on 1/10/2015 in Riverwood, WV.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $67320",STRONG_RECOVERY_CASE,82,Yes,High Value >$50K|Injury No Police Report,Cleared,,Medical Records|Dashcam,150,0.0,No,12882.58,No,TRACE-8F18C3879DE5,CLM-491170|ADJ-6322,
CASE-175553,InvestigationCase,CASE-175553,CLM-175553,High Value,Closed - Cleared,P1 - Critical,1/24/2015,Inv. Marcus Webb,SIU-Southeast,1,75690.0,,No,FraudGNN-v2.1,0.949,90.0,"Incident on 1/24/2015 in Riverwood, VA.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 1 | Police Report: YES
Total Claim: $75690",STRONG_RECOVERY_CASE,90,Yes,High Value >$50K,Pending,,Bank Records|Repair Estimate,299,0.0,Yes,39289.39,No,TRACE-FB406494E23B,CLM-175553|ADJ-7404,
CASE-439341,InvestigationCase,CASE-439341,CLM-439341,Fraud Ring,Under Review,P1 - Critical,2/15/2015,Inv. Marcus Webb,SIU-Southeast,4,64300.0,RING-008,Yes,FraudGNN-v2.1,0.829,63.0,"Incident on 2/15/2015 in Northbend, VA.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 2 | Police Report: ?
Total Claim: $64300",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K|Fraud Ring Cluster,Fraud Confirmed,8/8/2015,Medical Records|Bank Records|Cell Data|Repair Estimate,133,53337.46,Yes,19812.9,No,TRACE-BA1B13DF467C,CLM-439341|ADJ-9049,
CASE-221186,InvestigationCase,CASE-221186,CLM-221186,High Value,Escalated to SIU,P1 - Critical,1/9/2015,Inv. Priya Nair,SIU-Midwest,3,64400.0,,No,GraphSAGE-Fraud,0.849,54.0,"Incident on 1/9/2015 in Columbus, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 0 | Police Report: YES
Total Claim: $64400",VIABLE_RECOVERY_CASE,79,Yes,High Value >$50K,Cleared,,Medical Records|CCTV|Witness Statement|Repair Estimate|Dashcam,129,0.0,No,17937.06,No,TRACE-5434281C4E9D,CLM-221186|ADJ-2962,
CASE-868031,InvestigationCase,CASE-868031,CLM-868031,High Value,Pending Evidence,P1 - Critical,1/31/2015,Inv. Angela Ruiz,SIU-Northeast,0,97080.0,,No,FraudGNN-v2.1,0.756,63.0,"Incident on 1/31/2015 in Northbend, WV.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 2 | Police Report: ?
Total Claim: $97080",VIABLE_RECOVERY_CASE,79,Yes,High Value >$50K|Injury No Police Report,Pending,20/1/2015,Cell Data|Witness Statement,79,0.0,No,0.0,No,TRACE-D9D6B043F610,CLM-868031|ADJ-4524,
CASE-744557,InvestigationCase,CASE-744557,CLM-744557,High Value,Open,P2 - High,1/30/2015,Inv. Marcus Webb,SIU-Southeast,2,30700.0,,No,HINormer-Auto,0.777,45.0,"Incident on 1/30/2015 in Northbend, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 2 | Police Report: NO
Total Claim: $30700",VIABLE_RECOVERY_CASE,63,No,,Pending,26/7/2015,Cell Data|CCTV|Witness Statement|Police Report,17,0.0,No,6024.77,No,TRACE-4C00014130EA,CLM-744557|ADJ-9288,
CASE-159536,InvestigationCase,CASE-159536,CLM-159536,High Value,Closed - Fraud Confirmed,P2 - High,2/27/2015,Inv. Angela Ruiz,SIU-Southeast,3,33480.0,,No,GraphSAGE-Fraud,0.789,45.0,"Incident on 2/27/2015 in Springfield, PA.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $33480",VIABLE_RECOVERY_CASE,69,No,,Pending,,CCTV|Cell Data|Dashcam|Bank Records,89,0.0,Yes,0.0,No,TRACE-910B45C3841A,CLM-159536|ADJ-2416,
CASE-727109,InvestigationCase,CASE-727109,CLM-727109,High Value,Closed - Fraud Confirmed,P1 - Critical,2/5/2015,Inv. Sarah Chen,SIU-Midwest,0,65430.0,,No,RuleBased-v4,0.756,54.0,"Incident on 2/5/2015 in Northbend, WV.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 2
Witnesses: 1 | Police Report: YES
Total Claim: $65430",VIABLE_RECOVERY_CASE,76,Yes,High Value >$50K,Cleared,21/3/2015,Dashcam|Repair Estimate|CCTV|Police Report,203,0.0,Yes,0.0,No,TRACE-1A5D2DD77C3A,CLM-727109|ADJ-2053,
CASE-155604,InvestigationCase,CASE-155604,CLM-155604,Fraud - Individual,Under Review,P2 - High,1/30/2015,Inv. Priya Nair,SIU-Northeast,3,42680.0,,No,RuleBased-v4,0.85,90.0,"Incident on 1/30/2015 in Northbend, NC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 1 | Police Report: YES
Total Claim: $42680",STRONG_RECOVERY_CASE,85,No,,Pending,14/10/2015,Repair Estimate|CCTV|Dashcam|Bank Records,317,29238.32,No,10789.37,Yes,TRACE-5A8981457C73,CLM-155604|ADJ-5641,
CASE-608443,InvestigationCase,CASE-608443,CLM-608443,High Value,Open,P1 - Critical,1/3/2015,Inv. Derek Moss,SIU-Midwest,0,87780.0,,No,GraphSAGE-Fraud,0.657,36.0,"Incident on 1/3/2015 in Springfield, WV.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $87780",VIABLE_RECOVERY_CASE,64,Yes,High Value >$50K,Cleared,,Witness Statement|Police Report,267,0.0,No,23076.76,No,TRACE-92C83125466F,CLM-608443|ADJ-9624,
CASE-117862,InvestigationCase,CASE-117862,CLM-117862,High Value,Escalated to SIU,P1 - Critical,3/1/2015,Inv. Priya Nair,SIU-Midwest,1,72800.0,,No,FraudGNN-v2.1,0.946,72.0,"Incident on 3/1/2015 in Riverwood, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 4
Witnesses: 2 | Police Report: YES
Total Claim: $72800",STRONG_RECOVERY_CASE,95,Yes,High Value >$50K,Cleared,4/11/2015,Dashcam|Police Report,282,0.0,No,19487.58,No,TRACE-3AFD55633219,CLM-117862|ADJ-1031,
CASE-991553,InvestigationCase,CASE-991553,CLM-991553,Fraud Ring,Escalated to SIU,P1 - Critical,2/13/2015,Inv. Marcus Webb,SIU-Midwest,8,71190.0,RING-011,Yes,GraphSAGE-Fraud,0.799,36.0,"Incident on 2/13/2015 in Hillsdale, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 0 | Police Report: ?
Total Claim: $71190",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,Cleared,12/11/2015,Police Report|Medical Records|Cell Data|Witness Statement,256,37464.8,No,0.0,No,TRACE-8083EC3A6CE1,CLM-991553|ADJ-6879,
CASE-378587,InvestigationCase,CASE-378587,CLM-378587,High Value,Open,P1 - Critical,1/23/2015,Inv. Derek Moss,SIU-Midwest,0,62640.0,,No,GraphSAGE-Fraud,0.817,36.0,"Incident on 1/23/2015 in Columbus, NY.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $62640",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K,Cleared,13/9/2015,Witness Statement|Medical Records,318,0.0,No,0.0,No,TRACE-9BA9182F2367,CLM-378587|ADJ-3535,
CASE-420948,InvestigationCase,CASE-420948,CLM-420948,High Value,Under Review,P1 - Critical,2/19/2015,Inv. Priya Nair,SIU-West,3,69630.0,,No,RuleBased-v4,0.875,81.0,"Incident on 2/19/2015 in Northbrook, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 1 | Police Report: ?
Total Claim: $69630",STRONG_RECOVERY_CASE,82,Yes,High Value >$50K|Injury No Police Report,Cleared,7/3/2015,CCTV|Witness Statement|Police Report|Dashcam|Medical Records,287,0.0,Yes,32985.72,No,TRACE-6AB9F2F17D03,CLM-420948|ADJ-6656,
CASE-457188,InvestigationCase,CASE-457188,CLM-457188,Fraud Ring,Escalated to SIU,P1 - Critical,2/8/2015,Inv. Angela Ruiz,SIU-West,8,76010.0,RING-014,Yes,RuleBased-v4,0.784,63.0,"Incident on 2/8/2015 in Hillsdale, NY.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 0 | Police Report: ?
Total Claim: $76010",VIABLE_RECOVERY_CASE,74,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,Inconclusive,11/4/2015,Repair Estimate|Medical Records|CCTV|Cell Data,51,46880.25,Yes,25544.26,No,TRACE-F19F216C63E9,CLM-457188|ADJ-2685,
CASE-118236,InvestigationCase,CASE-118236,CLM-118236,High Value,Escalated to SIU,P2 - High,2/4/2015,Inv. Marcus Webb,SIU-Midwest,2,44220.0,,No,FraudGNN-v2.1,0.636,27.0,"Incident on 2/4/2015 in Northbrook, WV.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: YES
Total Claim: $44220",INVESTIGATE_FURTHER,48,No,,Pending,20/6/2015,Cell Data|CCTV,322,0.0,No,0.0,No,TRACE-E06984EA59A5,CLM-118236|ADJ-5820,
CASE-987524,InvestigationCase,CASE-987524,CLM-987524,High Value,Under Review,P2 - High,2/22/2015,Inv. Sarah Chen,SIU-Central,0,57200.0,,No,FraudGNN-v2.1,0.811,45.0,"Incident on 2/22/2015 in Northbrook, NY.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 3 | Police Report: NO
Total Claim: $57200",VIABLE_RECOVERY_CASE,68,Yes,High Value >$50K,Cleared,,Medical Records|Dashcam|CCTV|Repair Estimate|Bank Records,115,0.0,No,0.0,No,TRACE-FEAD8E3AD6CE,CLM-987524|ADJ-7939,
CASE-524215,InvestigationCase,CASE-524215,CLM-524215,High Value,Closed - Cleared,P1 - Critical,1/6/2015,Inv. Angela Ruiz,SIU-West,2,75790.0,,No,GraphSAGE-Fraud,0.741,45.0,"Incident on 1/6/2015 in Hillsdale, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: YES
Total Claim: $75790",VIABLE_RECOVERY_CASE,79,Yes,High Value >$50K,Cleared,,Bank Records|CCTV|Police Report|Dashcam,27,0.0,No,0.0,No,TRACE-E28C55926BB8,CLM-524215|ADJ-8947,
CASE-913464,InvestigationCase,CASE-913464,CLM-913464,High Value,Open,P2 - High,1/19/2015,Inv. Marcus Webb,SIU-Central,0,32670.0,,No,HINormer-Auto,0.74,45.0,"Incident on 1/19/2015 in Riverwood, WV.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 1 | Police Report: NO
Total Claim: $32670",VIABLE_RECOVERY_CASE,66,No,,Pending,16/4/2015,Repair Estimate|Police Report|Bank Records|Witness Statement,347,0.0,No,4057.65,No,TRACE-30D9280DEE60,CLM-913464|ADJ-2594,
CASE-398484,InvestigationCase,CASE-398484,CLM-398484,High Value,Closed - Fraud Confirmed,P3 - Medium,1/24/2015,Inv. Priya Nair,SIU-Southeast,0,3870.0,,No,GraphSAGE-Fraud,0.695,36.0,"Incident on 1/24/2015 in Arlington, VA.
Type: Vehicle Theft | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $3870",LOW_RECOVERY_POTENTIAL,39,Yes,Injury No Police Report,Pending,12/12/2015,Cell Data|Dashcam|Repair Estimate,323,0.0,No,0.0,No,TRACE-05A96969A070,CLM-398484|ADJ-2018,
CASE-752504,InvestigationCase,CASE-752504,CLM-752504,Fraud Ring,Open,P1 - Critical,1/27/2015,Inv. Priya Nair,SIU-Central,7,91520.0,RING-018,Yes,GraphSAGE-Fraud,0.686,27.0,"Incident on 1/27/2015 in Columbus, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 3 | Police Report: YES
Total Claim: $91520",VIABLE_RECOVERY_CASE,70,Yes,High Value >$50K|Fraud Ring Cluster,Pending,,CCTV|Medical Records,226,75017.63,No,0.0,No,TRACE-51EC3A2AF706,CLM-752504|ADJ-8915,
CASE-449263,InvestigationCase,CASE-449263,CLM-449263,Fraud - Individual,Escalated to SIU,P1 - Critical,1/13/2015,Inv. Angela Ruiz,SIU-Southeast,3,74690.0,,No,FraudGNN-v2.1,0.938,63.0,"Incident on 1/13/2015 in Northbrook, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 3 | Police Report: YES
Total Claim: $74690",STRONG_RECOVERY_CASE,92,Yes,High Value >$50K,Cleared,,Cell Data|Witness Statement|Police Report,229,60324.79,Yes,0.0,Yes,TRACE-1368FD7E3888,CLM-449263|ADJ-8691,
CASE-686522,InvestigationCase,CASE-686522,CLM-686522,Fraud Ring,Open,P1 - Critical,2/4/2015,Inv. Sarah Chen,SIU-West,2,55000.0,RING-018,Yes,HINormer-Auto,0.783,18.0,"Incident on 2/4/2015 in Arlington, SC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $55000",VIABLE_RECOVERY_CASE,65,Yes,High Value >$50K|Fraud Ring Cluster,Pending,18/11/2015,CCTV|Police Report|Cell Data|Bank Records,321,30076.7,No,0.0,No,TRACE-866E1DF5FFB9,CLM-686522|ADJ-7513,
CASE-670142,InvestigationCase,CASE-670142,CLM-670142,Fraud - Individual,Open,P2 - High,1/4/2015,Inv. Priya Nair,SIU-Central,2,59400.0,,No,FraudGNN-v2.1,0.782,63.0,"Incident on 1/4/2015 in Springfield, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 4
Witnesses: 2 | Police Report: NO
Total Claim: $59400",STRONG_RECOVERY_CASE,82,Yes,High Value >$50K,Pending,21/10/2015,Witness Statement|Bank Records|Cell Data|Medical Records,301,44727.76,Yes,0.0,No,TRACE-FF79E8402AFB,CLM-670142|ADJ-8482,
CASE-607687,InvestigationCase,CASE-607687,CLM-607687,High Value,Open,P2 - High,1/14/2015,Inv. Priya Nair,SIU-Midwest,3,55260.0,,No,HINormer-Auto,0.693,63.0,"Incident on 1/14/2015 in Columbus, PA.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 1 | Police Report: ?
Total Claim: $55260",VIABLE_RECOVERY_CASE,66,Yes,High Value >$50K|Injury No Police Report,Cleared,2/8/2015,Bank Records|Cell Data|Medical Records,230,0.0,No,6376.53,No,TRACE-DF9A30F20C88,CLM-607687|ADJ-3934,
CASE-967713,InvestigationCase,CASE-967713,CLM-967713,High Value,Escalated to SIU,P2 - High,1/27/2015,Inv. Sarah Chen,SIU-Southeast,1,51400.0,,No,FraudGNN-v2.1,0.894,72.0,"Incident on 1/27/2015 in Springfield, NC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 1 | Police Report: YES
Total Claim: $51400",VIABLE_RECOVERY_CASE,79,Yes,High Value >$50K,Cleared,,Police Report|Medical Records,352,0.0,No,0.0,No,TRACE-179C44555E2C,CLM-967713|ADJ-4679,
CASE-291902,InvestigationCase,CASE-291902,CLM-291902,High Value,Closed - Cleared,P2 - High,2/12/2015,Inv. Derek Moss,SIU-Northeast,3,48780.0,,No,RuleBased-v4,0.764,81.0,"Incident on 2/12/2015 in Columbus, NY.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 3 | Police Report: ?
Total Claim: $48780",STRONG_RECOVERY_CASE,80,Yes,Injury No Police Report,Pending,16/12/2015,Bank Records|Police Report|CCTV,220,0.0,Yes,11310.56,No,TRACE-9BF5FCC71E22,CLM-291902|ADJ-9158,
CASE-149839,InvestigationCase,CASE-149839,CLM-149839,High Value,Closed - Cleared,P2 - High,2/3/2015,Inv. Priya Nair,SIU-West,0,52380.0,,No,HINormer-Auto,0.737,63.0,"Incident on 2/3/2015 in Riverwood, VA.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: ?
Total Claim: $52380",VIABLE_RECOVERY_CASE,72,Yes,High Value >$50K|Injury No Police Report,Pending,9/2/2015,Police Report|Medical Records,184,0.0,Yes,27097.95,No,TRACE-0A14552F7E12,CLM-149839|ADJ-6081,
CASE-840225,InvestigationCase,CASE-840225,CLM-840225,Fraud Ring,Under Review,P1 - Critical,1/26/2015,Inv. Priya Nair,SIU-Midwest,7,74360.0,RING-016,Yes,HINormer-Auto,0.902,72.0,"Incident on 1/26/2015 in Hillsdale, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 4
Witnesses: 3 | Police Report: YES
Total Claim: $74360",STRONG_RECOVERY_CASE,92,Yes,High Value >$50K|Fraud Ring Cluster,Fraud Confirmed,,Police Report|Dashcam|Bank Records|CCTV|Cell Data,218,40214.68,Yes,18695.26,No,TRACE-88F404EDEC9A,CLM-840225|ADJ-5802,
CASE-643226,InvestigationCase,CASE-643226,CLM-643226,High Value,Closed - Fraud Confirmed,P2 - High,1/9/2015,Inv. Angela Ruiz,SIU-Midwest,2,53400.0,,No,GraphSAGE-Fraud,0.52,18.0,"Incident on 1/9/2015 in Northbrook, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: ?
Total Claim: $53400",LOW_RECOVERY_POTENTIAL,30,Yes,High Value >$50K|Injury No Police Report,Pending,17/12/2015,Dashcam|Police Report|Cell Data,194,0.0,No,0.0,No,TRACE-8105E52E2E80,CLM-643226|ADJ-4582,
CASE-535879,InvestigationCase,CASE-535879,CLM-535879,High Value,Under Review,P1 - Critical,2/17/2015,Inv. Angela Ruiz,SIU-Central,1,71800.0,,No,RuleBased-v4,0.788,45.0,"Incident on 2/17/2015 in Hillsdale, VA.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $71800",VIABLE_RECOVERY_CASE,79,Yes,High Value >$50K,Pending,11/9/2015,Medical Records|Repair Estimate|Bank Records|Cell Data,23,0.0,No,9701.64,No,TRACE-B99F0ACA5DBF,CLM-535879|ADJ-8801,
CASE-746630,InvestigationCase,CASE-746630,CLM-746630,Fraud Ring,Under Review,P1 - Critical,1/16/2015,Inv. Marcus Webb,SIU-Central,4,68240.0,RING-014,Yes,HINormer-Auto,0.641,0.0,"Incident on 1/16/2015 in Northbrook, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 0 | Police Report: ?
Total Claim: $68240",LOW_RECOVERY_POTENTIAL,30,Yes,High Value >$50K|Low AI Confidence + Fraud Flag|Fraud Ring Cluster,Cleared,,Cell Data|CCTV|Dashcam|Witness Statement|Medical Records,179,47038.54,No,0.0,Yes,TRACE-240AB9C79C88,CLM-746630|ADJ-6225,
CASE-598308,InvestigationCase,CASE-598308,CLM-598308,Fraud - Individual,Escalated to SIU,P1 - Critical,1/12/2015,Inv. Priya Nair,SIU-West,6,61050.0,,No,RuleBased-v4,0.734,45.0,"Incident on 1/12/2015 in Arlington, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 0 | Police Report: ?
Total Claim: $61050",INVESTIGATE_FURTHER,58,Yes,High Value >$50K|Injury No Police Report,Pending,,Medical Records|Repair Estimate|Dashcam,85,42255.23,No,0.0,No,TRACE-0B280D9258C4,CLM-598308|ADJ-8765,
CASE-724752,InvestigationCase,CASE-724752,CLM-724752,High Value,Under Review,P2 - High,1/22/2015,Inv. Angela Ruiz,SIU-Southeast,1,46860.0,,No,GraphSAGE-Fraud,0.649,27.0,"Incident on 1/22/2015 in Columbus, NY.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 0 | Police Report: ?
Total Claim: $46860",INVESTIGATE_FURTHER,47,No,,Pending,24/2/2015,CCTV|Medical Records|Police Report|Witness Statement,241,0.0,Yes,0.0,No,TRACE-A0DFCD0756AF,CLM-724752|ADJ-9599,
CASE-110122,InvestigationCase,CASE-110122,CLM-110122,High Value,Open,P1 - Critical,1/31/2015,Inv. Angela Ruiz,SIU-Southeast,2,78500.0,,No,HINormer-Auto,0.691,45.0,"Incident on 1/31/2015 in Arlington, NC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 0 | Police Report: NO
Total Claim: $78500",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K,Cleared,,Repair Estimate|Medical Records,271,0.0,No,0.0,No,TRACE-C59923821621,CLM-110122|ADJ-3926,
