:START_ID,:END_ID,:TYPE,entity_type,ring_suspicion,pagerank,weight,connection_strength,first_seen_date,last_seen_date,event_time
NF-CUST-IN-9508-9304,CUST-IN-9508-9304,DESCRIBES_ENTITY,Customer,0.275,0.2998,0.2998,0.2906,09/01/2015,09/01/2015,09/01/2015
NF-CUST-OH-7885-8848,CUST-OH-7885-8848,DESCRIBES_ENTITY,Customer,0.238,0.3361,0.3361,0.3184,01/01/2015,05/01/2015,01/01/2015
NF-CUST-IN-6274-5646,CUST-IN-6274-5646,DESCRIBES_ENTITY,Customer,0.013,0.2345,0.2345,0.2216,07/01/2015,08/01/2015,07/01/2015
NF-CUST-OH-4988-5035,CUST-OH-4988-5035,DESCRIBES_ENTITY,Customer,0.176,0.3682,0.3682,0.3259,01/01/2015,04/01/2015,01/01/2015
NF-CUST-IL-5502-6225,CUST-IL-5502-6225,DESCRIBES_ENTITY,Customer,0.429,0.8445,0.8445,0.7459,07/01/2015,01/01/2015,07/01/2015
NF-CUST-IL-3283-4293,CUST-IL-3283-4293,DESCRIBES_ENTITY,Customer,0.279,0.3847,0.3847,0.3793,01/01/2015,09/01/2015,01/01/2015
NF-CUST-IL-5401-8102,CUST-IL-5401-8102,DESCRIBES_ENTITY,Customer,0.205,0.277,0.277,0.2415,06/01/2015,02/01/2015,06/01/2015
NF-CUST-IL-3859-7974,CUST-IL-3859-7974,DESCRIBES_ENTITY,Customer,0.651,0.7953,0.7953,0.6709,01/01/2015,07/01/2015,01/01/2015
NF-CUST-IN-6186-1878,CUST-IN-6186-1878,DESCRIBES_ENTITY,Customer,0.347,0.3411,0.3411,0.3138,07/01/2015,01/01/2015,07/01/2015
NF-CUST-IL-5509-9741,CUST-IL-5509-9741,DESCRIBES_ENTITY,Customer,0.056,0.0342,0.0342,0.0342,05/01/2015,04/01/2015,05/01/2015
NF-CUST-IL-9981-2292,CUST-IL-9981-2292,DESCRIBES_ENTITY,Customer,0.815,0.4836,0.4836,0.4373,01/01/2015,06/01/2015,01/01/2015
NF-CUST-IN-6639-4667,CUST-IN-6639-4667,DESCRIBES_ENTITY,Customer,0.322,0.2181,0.2181,0.1753,06/01/2015,01/01/2015,06/01/2015
NF-CUST-IN-7568-9845,CUST-IN-7568-9845,DESCRIBES_ENTITY,Customer,0.034,0.2825,0.2825,0.2375,02/01/2015,04/01/2015,02/01/2015
NF-CUST-OH-3371-3505,CUST-OH-3371-3505,DESCRIBES_ENTITY,Customer,0.465,0.5939,0.5939,0.5068,02/01/2015,05/01/2015,02/01/2015
NF-CUST-IN-9198-8508,CUST-IN-9198-8508,DESCRIBES_ENTITY,Customer,0.148,0.1566,0.1566,0.1388,09/01/2015,03/01/2015,09/01/2015
NF-CUST-IN-3156-2360,CUST-IN-3156-2360,DESCRIBES_ENTITY,Customer,0.272,0.1018,0.1018,0.0936,04/01/2015,01/01/2015,04/01/2015
NF-CUST-IN-1134-2522,CUST-IN-1134-2522,DESCRIBES_ENTITY,Customer,0.092,0.0781,0.0781,0.0672,03/01/2015,07/01/2015,03/01/2015
NF-CUST-OH-5564-8847,CUST-OH-5564-8847,DESCRIBES_ENTITY,Customer,0.288,0.325,0.325,0.2841,09/01/2015,03/01/2015,09/01/2015
NF-CUST-IN-2502-6948,CUST-IN-2502-6948,DESCRIBES_ENTITY,Customer,0.199,0.3459,0.3459,0.2951,05/01/2015,09/01/2015,05/01/2015
NF-CUST-IN-4037-5707,CUST-IN-4037-5707,DESCRIBES_ENTITY,Customer,0.814,0.7249,0.7249,0.7022,01/01/2015,06/01/2015,01/01/2015
NF-CUST-IN-3960-2436,CUST-IN-3960-2436,DESCRIBES_ENTITY,Customer,0.13,0.1668,0.1668,0.1335,02/01/2015,09/01/2015,02/01/2015
NF-CUST-IL-9769-2803,CUST-IL-9769-2803,DESCRIBES_ENTITY,Customer,0.346,0.1688,0.1688,0.1483,05/01/2015,01/01/2015,05/01/2015
NF-CUST-OH-5094-6073,CUST-OH-5094-6073,DESCRIBES_ENTITY,Customer,0.306,0.0574,0.0574,0.0569,05/01/2015,05/01/2015,05/01/2015
NF-CUST-OH-4852-7572,CUST-OH-4852-7572,DESCRIBES_ENTITY,Customer,0.144,0.3586,0.3586,0.3293,01/01/2015,03/01/2015,01/01/2015
NF-CUST-OH-3618-8248,CUST-OH-3618-8248,DESCRIBES_ENTITY,Customer,0.141,0.1312,0.1312,0.1128,08/01/2015,05/01/2015,08/01/2015
NF-CUST-OH-6036-5837,CUST-OH-6036-5837,DESCRIBES_ENTITY,Customer,0.838,0.5292,0.5292,0.4594,01/01/2015,09/01/2015,01/01/2015
NF-CUST-OH-7834-3212,CUST-OH-7834-3212,DESCRIBES_ENTITY,Customer,0.807,0.8101,0.8101,0.6743,05/01/2015,06/01/2015,05/01/2015
NF-CUST-IN-4390-4931,CUST-IN-4390-4931,DESCRIBES_ENTITY,Customer,0.328,0.3449,0.3449,0.2889,04/01/2015,02/01/2015,04/01/2015
NF-CUST-OH-5026-7294,CUST-OH-5026-7294,DESCRIBES_ENTITY,Customer,0.006,0.1986,0.1986,0.182,09/01/2015,02/01/2015,09/01/2015
NF-CUST-OH-3785-8754,CUST-OH-3785-8754,DESCRIBES_ENTITY,Customer,0.594,0.8772,0.8772,0.7027,04/01/2015,07/01/2015,04/01/2015
NF-CUST-IN-7947-4096,CUST-IN-7947-4096,DESCRIBES_ENTITY,Customer,0.125,0.1929,0.1929,0.1785,06/01/2015,09/01/2015,06/01/2015
NF-CUST-OH-6419-7685,CUST-OH-6419-7685,DESCRIBES_ENTITY,Customer,0.724,0.4418,0.4418,0.4023,04/01/2015,09/01/2015,04/01/2015
NF-CUST-IL-1135-2016,CUST-IL-1135-2016,DESCRIBES_ENTITY,Customer,0.038,0.1813,0.1813,0.1477,02/01/2015,04/01/2015,02/01/2015
NF-CUST-IL-4256-3109,CUST-IL-4256-3109,DESCRIBES_ENTITY,Customer,0.074,0.0404,0.0404,0.0376,08/01/2015,03/01/2015,08/01/2015
NF-CUST-OH-5422-9695,CUST-OH-5422-9695,DESCRIBES_ENTITY,Customer,0.226,0.357,0.357,0.3453,04/01/2015,02/01/2015,04/01/2015
NF-CUST-OH-5128-6310,CUST-OH-5128-6310,DESCRIBES_ENTITY,Customer,0.224,0.0707,0.0707,0.0635,03/01/2015,02/01/2015,03/01/2015
NF-CUST-IL-6330-8823,CUST-IL-6330-8823,DESCRIBES_ENTITY,Customer,0.091,0.2338,0.2338,0.1923,05/01/2015,05/01/2015,05/01/2015
NF-CUST-IL-4642-4370,CUST-IL-4642-4370,DESCRIBES_ENTITY,Customer,0.166,0.2386,0.2386,0.1999,07/01/2015,04/01/2015,07/01/2015
NF-CUST-IN-2901-4973,CUST-IN-2901-4973,DESCRIBES_ENTITY,Customer,0.064,0.2164,0.2164,0.1966,02/01/2015,07/01/2015,02/01/2015
NF-CUST-IL-6381-6710,CUST-IL-6381-6710,DESCRIBES_ENTITY,Customer,0.696,0.571,0.571,0.4784,06/01/2015,08/01/2015,06/01/2015
NF-CUST-IN-9114-9913,CUST-IN-9114-9913,DESCRIBES_ENTITY,Customer,0.232,0.065,0.065,0.0522,06/01/2015,09/01/2015,06/01/2015
NF-CUST-IL-1061-2831,CUST-IL-1061-2831,DESCRIBES_ENTITY,Customer,0.331,0.0925,0.0925,0.077,03/01/2015,06/01/2015,03/01/2015
NF-CUST-OH-3117-9903,CUST-OH-3117-9903,DESCRIBES_ENTITY,Customer,0.324,0.054,0.054,0.0507,03/01/2015,09/01/2015,03/01/2015
NF-CUST-IL-5283-8329,CUST-IL-5283-8329,DESCRIBES_ENTITY,Customer,0.676,0.688,0.688,0.6619,05/01/2015,08/01/2015,05/01/2015
NF-CUST-IN-2284-2335,CUST-IN-2284-2335,DESCRIBES_ENTITY,Customer,0.003,0.0268,0.0268,0.0266,02/01/2015,04/01/2015,02/01/2015
NF-CUST-IN-2091-8748,CUST-IN-2091-8748,DESCRIBES_ENTITY,Customer,0.406,0.4465,0.4465,0.4132,02/01/2015,04/01/2015,02/01/2015
NF-CUST-OH-4979-4507,CUST-OH-4979-4507,DESCRIBES_ENTITY,Customer,0.2,0.0952,0.0952,0.0827,04/01/2015,05/01/2015,04/01/2015
NF-CUST-IN-7358-3132,CUST-IN-7358-3132,DESCRIBES_ENTITY,Customer,0.329,0.3322,0.3322,0.3246,05/01/2015,07/01/2015,05/01/2015
NF-CUST-IL-7107-2797,CUST-IL-7107-2797,DESCRIBES_ENTITY,Customer,0.256,0.2509,0.2509,0.209,02/01/2015,07/01/2015,02/01/2015
NF-CUST-IL-2768-4683,CUST-IL-2768-4683,DESCRIBES_ENTITY,Customer,0.581,0.5454,0.5454,0.4585,05/01/2015,08/01/2015,05/01/2015
NF-CUST-IL-5075-4810,CUST-IL-5075-4810,DESCRIBES_ENTITY,Customer,0.181,0.0252,0.0252,0.0223,09/01/2015,07/01/2015,09/01/2015
NF-CUST-OH-4856-2805,CUST-OH-4856-2805,DESCRIBES_ENTITY,Customer,0.007,0.1822,0.1822,0.1502,02/01/2015,07/01/2015,02/01/2015
NF-CUST-OH-7963-9582,CUST-OH-7963-9582,DESCRIBES_ENTITY,Customer,0.841,0.8627,0.8627,0.8167,03/01/2015,09/01/2015,03/01/2015
NF-CUST-IN-1711-8953,CUST-IN-1711-8953,DESCRIBES_ENTITY,Customer,0.062,0.1222,0.1222,0.0996,07/01/2015,03/01/2015,07/01/2015
NF-CUST-IL-1100-3180,CUST-IL-1100-3180,DESCRIBES_ENTITY,Customer,0.41,0.7462,0.7462,0.7196,09/01/2015,04/01/2015,09/01/2015
NF-CUST-IN-7147-1405,CUST-IN-7147-1405,DESCRIBES_ENTITY,Customer,0.299,0.3352,0.3352,0.2728,03/01/2015,01/01/2015,03/01/2015
NF-CUST-OH-1439-1401,CUST-OH-1439-1401,DESCRIBES_ENTITY,Customer,0.006,0.2133,0.2133,0.1752,07/01/2015,01/01/2015,07/01/2015
NF-CUST-OH-9968-9105,CUST-OH-9968-9105,DESCRIBES_ENTITY,Customer,0.177,0.1083,0.1083,0.1051,06/01/2015,08/01/2015,06/01/2015
NF-CUST-OH-2848-7381,CUST-OH-2848-7381,DESCRIBES_ENTITY,Customer,0.03,0.3234,0.3234,0.3197,09/01/2015,04/01/2015,09/01/2015
NF-CUST-IN-8308-7545,CUST-IN-8308-7545,DESCRIBES_ENTITY,Customer,0.169,0.152,0.152,0.145,04/01/2015,08/01/2015,04/01/2015
NF-CUST-OH-2702-2758,CUST-OH-2702-2758,DESCRIBES_ENTITY,Customer,0.231,0.1684,0.1684,0.1659,06/01/2015,01/01/2015,06/01/2015
NF-CUST-IL-4079-3061,CUST-IL-4079-3061,DESCRIBES_ENTITY,Customer,0.12,0.3338,0.3338,0.3175,03/01/2015,04/01/2015,03/01/2015
NF-CUST-IN-8323-6744,CUST-IN-8323-6744,DESCRIBES_ENTITY,Customer,0.2,0.1415,0.1415,0.1413,08/01/2015,09/01/2015,08/01/2015
NF-CUST-IL-9272-3160,CUST-IL-9272-3160,DESCRIBES_ENTITY,Customer,0.287,0.3223,0.3223,0.2856,04/01/2015,08/01/2015,04/01/2015
NF-CUST-IL-6553-2672,CUST-IL-6553-2672,DESCRIBES_ENTITY,Customer,0.108,0.1008,0.1008,0.0861,09/01/2015,08/01/2015,09/01/2015
NF-CUST-IN-8310-6925,CUST-IN-8310-6925,DESCRIBES_ENTITY,Customer,0.095,0.1329,0.1329,0.1079,04/01/2015,05/01/2015,04/01/2015
NF-CUST-IL-4327-9049,CUST-IL-4327-9049,DESCRIBES_ENTITY,Customer,0.007,0.098,0.098,0.0865,07/01/2015,07/01/2015,07/01/2015
NF-CUST-IL-8938-4220,CUST-IL-8938-4220,DESCRIBES_ENTITY,Customer,0.132,0.0853,0.0853,0.0739,09/01/2015,05/01/2015,09/01/2015
NF-CUST-IN-5949-4061,CUST-IN-5949-4061,DESCRIBES_ENTITY,Customer,0.724,0.5715,0.5715,0.519,09/01/2015,04/01/2015,09/01/2015
NF-CUST-IL-9795-9455,CUST-IL-9795-9455,DESCRIBES_ENTITY,Customer,0.195,0.3246,0.3246,0.3104,06/01/2015,09/01/2015,06/01/2015
NF-CUST-OH-1918-3058,CUST-OH-1918-3058,DESCRIBES_ENTITY,Customer,0.085,0.3428,0.3428,0.299,07/01/2015,06/01/2015,07/01/2015
NF-CUST-IL-8314-3099,CUST-IL-8314-3099,DESCRIBES_ENTITY,Customer,0.324,0.3602,0.3602,0.3538,01/01/2015,01/01/2015,01/01/2015
NF-CUST-OH-7143-7671,CUST-OH-7143-7671,DESCRIBES_ENTITY,Customer,0.777,0.7181,0.7181,0.648,07/01/2015,09/01/2015,07/01/2015
NF-CUST-OH-3262-6310,CUST-OH-3262-6310,DESCRIBES_ENTITY,Customer,0.006,0.3114,0.3114,0.2685,05/01/2015,09/01/2015,05/01/2015
NF-CUST-OH-9445-5154,CUST-OH-9445-5154,DESCRIBES_ENTITY,Customer,0.334,0.2608,0.2608,0.2241,06/01/2015,03/01/2015,06/01/2015
NF-CUST-IL-7791-4698,CUST-IL-7791-4698,DESCRIBES_ENTITY,Customer,0.83,0.514,0.514,0.462,07/01/2015,06/01/2015,07/01/2015
NF-CUST-OH-8561-6894,CUST-OH-8561-6894,DESCRIBES_ENTITY,Customer,0.309,0.3333,0.3333,0.2992,09/01/2015,08/01/2015,09/01/2015
NF-CUST-IN-4733-6641,CUST-IN-4733-6641,DESCRIBES_ENTITY,Customer,0.05,0.1901,0.1901,0.1655,05/01/2015,01/01/2015,05/01/2015
NF-CUST-IL-5216-4416,CUST-IL-5216-4416,DESCRIBES_ENTITY,Customer,0.089,0.1769,0.1769,0.1499,08/01/2015,05/01/2015,08/01/2015
NF-CUST-IN-1365-2505,CUST-IN-1365-2505,DESCRIBES_ENTITY,Customer,0.029,0.0573,0.0573,0.0472,01/01/2015,05/01/2015,01/01/2015
NF-CUST-IN-7308-3591,CUST-IN-7308-3591,DESCRIBES_ENTITY,Customer,0.518,0.4739,0.4739,0.4535,04/01/2015,06/01/2015,04/01/2015
NF-CUST-IL-9126-8659,CUST-IL-9126-8659,DESCRIBES_ENTITY,Customer,0.658,0.6607,0.6607,0.5685,02/01/2015,06/01/2015,02/01/2015
NF-CUST-IN-4699-9195,CUST-IN-4699-9195,DESCRIBES_ENTITY,Customer,0.246,0.103,0.103,0.0919,06/01/2015,05/01/2015,06/01/2015
NF-CUST-OH-9523-8454,CUST-OH-9523-8454,DESCRIBES_ENTITY,Customer,0.025,0.2385,0.2385,0.2048,08/01/2015,03/01/2015,08/01/2015
NF-CUST-OH-3226-5397,CUST-OH-3226-5397,DESCRIBES_ENTITY,Customer,0.114,0.3979,0.3979,0.3492,07/01/2015,09/01/2015,07/01/2015
NF-CUST-OH-8902-9336,CUST-OH-8902-9336,DESCRIBES_ENTITY,Customer,0.833,0.8508,0.8508,0.7117,06/01/2015,04/01/2015,06/01/2015
NF-CUST-IL-4315-6675,CUST-IL-4315-6675,DESCRIBES_ENTITY,Customer,0.169,0.3296,0.3296,0.3285,02/01/2015,06/01/2015,02/01/2015
NF-CUST-OH-1559-1226,CUST-OH-1559-1226,DESCRIBES_ENTITY,Customer,0.896,0.758,0.758,0.6538,03/01/2015,09/01/2015,03/01/2015
NF-CUST-OH-1101-5869,CUST-OH-1101-5869,DESCRIBES_ENTITY,Customer,0.167,0.3721,0.3721,0.3279,04/01/2015,09/01/2015,04/01/2015
NF-CUST-IL-8085-8939,CUST-IL-8085-8939,DESCRIBES_ENTITY,Customer,0.148,0.1331,0.1331,0.1311,05/01/2015,08/01/2015,05/01/2015
NF-CUST-OH-4090-2522,CUST-OH-4090-2522,DESCRIBES_ENTITY,Customer,0.693,0.4532,0.4532,0.3828,05/01/2015,05/01/2015,05/01/2015
NF-CUST-IL-8247-6992,CUST-IL-8247-6992,DESCRIBES_ENTITY,Customer,0.039,0.0801,0.0801,0.0794,05/01/2015,03/01/2015,05/01/2015
NF-CUST-OH-6060-8630,CUST-OH-6060-8630,DESCRIBES_ENTITY,Customer,0.187,0.3992,0.3992,0.3531,04/01/2015,02/01/2015,04/01/2015
NF-CUST-OH-6368-7941,CUST-OH-6368-7941,DESCRIBES_ENTITY,Customer,0.232,0.296,0.296,0.2857,01/01/2015,01/01/2015,01/01/2015
NF-CUST-IL-1118-4772,CUST-IL-1118-4772,DESCRIBES_ENTITY,Customer,0.261,0.3903,0.3903,0.3816,08/01/2015,05/01/2015,08/01/2015
NF-CUST-IL-4398-9303,CUST-IL-4398-9303,DESCRIBES_ENTITY,Customer,0.692,0.6582,0.6582,0.5272,09/01/2015,04/01/2015,09/01/2015
NF-CUST-IL-4635-5714,CUST-IL-4635-5714,DESCRIBES_ENTITY,Customer,0.103,0.2107,0.2107,0.2028,05/01/2015,09/01/2015,05/01/2015
NF-CUST-OH-5778-1025,CUST-OH-5778-1025,DESCRIBES_ENTITY,Customer,0.138,0.0916,0.0916,0.0766,06/01/2015,01/01/2015,06/01/2015
NF-CUST-IN-6073-1704,CUST-IN-6073-1704,DESCRIBES_ENTITY,Customer,0.225,0.0247,0.0247,0.0214,08/01/2015,06/01/2015,08/01/2015
NF-CUST-IL-6827-7916,CUST-IL-6827-7916,DESCRIBES_ENTITY,Customer,0.105,0.3216,0.3216,0.3133,09/01/2015,05/01/2015,09/01/2015
NF-CUST-OH-7573-7043,CUST-OH-7573-7043,DESCRIBES_ENTITY,Customer,0.193,0.0337,0.0337,0.0319,05/01/2015,08/01/2015,05/01/2015
NF-CUST-IL-3074-3779,CUST-IL-3074-3779,DESCRIBES_ENTITY,Customer,0.669,0.7709,0.7709,0.631,05/01/2015,05/01/2015,05/01/2015
NF-CUST-IL-5262-1069,CUST-IL-5262-1069,DESCRIBES_ENTITY,Customer,0.709,0.7714,0.7714,0.7144,01/01/2015,09/01/2015,01/01/2015
NF-CUST-IN-6588-6447,CUST-IN-6588-6447,DESCRIBES_ENTITY,Customer,0.156,0.1291,0.1291,0.1203,03/01/2015,09/01/2015,03/01/2015
NF-CUST-OH-9133-3712,CUST-OH-9133-3712,DESCRIBES_ENTITY,Customer,0.412,0.7551,0.7551,0.7551,04/01/2015,04/01/2015,04/01/2015
NF-CUST-OH-4884-2410,CUST-OH-4884-2410,DESCRIBES_ENTITY,Customer,0.009,0.3676,0.3676,0.3018,01/01/2015,01/01/2015,01/01/2015
NF-CUST-IN-4800-2809,CUST-IN-4800-2809,DESCRIBES_ENTITY,Customer,0.146,0.0415,0.0415,0.0403,08/01/2015,02/01/2015,08/01/2015
NF-CUST-OH-2631-8050,CUST-OH-2631-8050,DESCRIBES_ENTITY,Customer,0.196,0.2783,0.2783,0.2323,08/01/2015,09/01/2015,08/01/2015
NF-CUST-OH-2984-1410,CUST-OH-2984-1410,DESCRIBES_ENTITY,Customer,0.015,0.1439,0.1439,0.1305,02/01/2015,07/01/2015,02/01/2015
NF-CUST-IL-2619-6126,CUST-IL-2619-6126,DESCRIBES_ENTITY,Customer,0.589,0.8883,0.8883,0.723,05/01/2015,01/01/2015,05/01/2015
NF-CUST-OH-6744-2565,CUST-OH-6744-2565,DESCRIBES_ENTITY,Customer,0.236,0.2269,0.2269,0.1828,07/01/2015,09/01/2015,07/01/2015
NF-CUST-IL-2234-8560,CUST-IL-2234-8560,DESCRIBES_ENTITY,Customer,0.28,0.2955,0.2955,0.2778,06/01/2015,01/01/2015,06/01/2015
NF-CUST-IN-9914-4101,CUST-IN-9914-4101,DESCRIBES_ENTITY,Customer,0.071,0.2123,0.2123,0.173,01/01/2015,08/01/2015,01/01/2015
NF-CUST-OH-8042-3486,CUST-OH-8042-3486,DESCRIBES_ENTITY,Customer,0.008,0.161,0.161,0.1338,03/01/2015,06/01/2015,03/01/2015
NF-CUST-OH-4830-9430,CUST-OH-4830-9430,DESCRIBES_ENTITY,Customer,0.084,0.3882,0.3882,0.3172,09/01/2015,04/01/2015,09/01/2015
NF-CUST-IL-1008-9157,CUST-IL-1008-9157,DESCRIBES_ENTITY,Customer,0.121,0.1474,0.1474,0.1184,07/01/2015,04/01/2015,07/01/2015
NF-CUST-OH-9418-6080,CUST-OH-9418-6080,DESCRIBES_ENTITY,Customer,0.262,0.2973,0.2973,0.2914,01/01/2015,09/01/2015,01/01/2015
NF-CUST-OH-5934-8010,CUST-OH-5934-8010,DESCRIBES_ENTITY,Customer,0.498,0.886,0.886,0.8011,02/01/2015,06/01/2015,02/01/2015
NF-CUST-IL-4374-2428,CUST-IL-4374-2428,DESCRIBES_ENTITY,Customer,0.699,0.8641,0.8641,0.7371,02/01/2015,07/01/2015,02/01/2015
NF-CUST-OH-9421-1667,CUST-OH-9421-1667,DESCRIBES_ENTITY,Customer,0.108,0.2738,0.2738,0.2737,09/01/2015,08/01/2015,09/01/2015
NF-CUST-IN-7949-5655,CUST-IN-7949-5655,DESCRIBES_ENTITY,Customer,0.197,0.0758,0.0758,0.0701,04/01/2015,07/01/2015,04/01/2015
NF-CUST-OH-1824-8333,CUST-OH-1824-8333,DESCRIBES_ENTITY,Customer,0.143,0.0405,0.0405,0.0358,08/01/2015,01/01/2015,08/01/2015
NF-CUST-IN-7309-3103,CUST-IN-7309-3103,DESCRIBES_ENTITY,Customer,0.002,0.1201,0.1201,0.0973,07/01/2015,01/01/2015,07/01/2015
NF-CUST-IL-6877-2802,CUST-IL-6877-2802,DESCRIBES_ENTITY,Customer,0.026,0.1292,0.1292,0.112,02/01/2015,05/01/2015,02/01/2015
NF-CUST-IN-7576-9974,CUST-IN-7576-9974,DESCRIBES_ENTITY,Customer,0.036,0.3205,0.3205,0.2654,01/01/2015,03/01/2015,01/01/2015
NF-CUST-IL-9988-9170,CUST-IL-9988-9170,DESCRIBES_ENTITY,Customer,0.06,0.3395,0.3395,0.3379,09/01/2015,08/01/2015,09/01/2015
NF-CUST-OH-9449-8584,CUST-OH-9449-8584,DESCRIBES_ENTITY,Customer,0.148,0.2255,0.2255,0.1902,02/01/2015,01/01/2015,02/01/2015
NF-CUST-IL-3864-5263,CUST-IL-3864-5263,DESCRIBES_ENTITY,Customer,0.209,0.0124,0.0124,0.0114,09/01/2015,09/01/2015,09/01/2015
NF-CUST-OH-1082-7959,CUST-OH-1082-7959,DESCRIBES_ENTITY,Customer,0.203,0.1724,0.1724,0.1537,09/01/2015,04/01/2015,09/01/2015
NF-CUST-IN-2051-2050,CUST-IN-2051-2050,DESCRIBES_ENTITY,Customer,0.02,0.0362,0.0362,0.0343,02/01/2015,07/01/2015,02/01/2015
NF-CUST-IL-7493-3885,CUST-IL-7493-3885,DESCRIBES_ENTITY,Customer,0.26,0.1145,0.1145,0.1078,04/01/2015,06/01/2015,04/01/2015
NF-CUST-OH-7743-2970,CUST-OH-7743-2970,DESCRIBES_ENTITY,Customer,0.024,0.2093,0.2093,0.1863,08/01/2015,05/01/2015,08/01/2015
NF-CUST-IN-6984-7207,CUST-IN-6984-7207,DESCRIBES_ENTITY,Customer,0.196,0.1033,0.1033,0.1023,09/01/2015,09/01/2015,09/01/2015
NF-CUST-IL-7199-2746,CUST-IL-7199-2746,DESCRIBES_ENTITY,Customer,0.038,0.2862,0.2862,0.2591,01/01/2015,05/01/2015,01/01/2015
NF-CUST-OH-3093-3806,CUST-OH-3093-3806,DESCRIBES_ENTITY,Customer,0.337,0.2453,0.2453,0.2319,02/01/2015,04/01/2015,02/01/2015
NF-CUST-OH-4440-5780,CUST-OH-4440-5780,DESCRIBES_ENTITY,Customer,0.41,0.7878,0.7878,0.6614,02/01/2015,04/01/2015,02/01/2015
NF-CUST-IN-4314-6257,CUST-IN-4314-6257,DESCRIBES_ENTITY,Customer,0.681,0.4668,0.4668,0.4473,01/01/2015,09/01/2015,01/01/2015
NF-CUST-OH-7976-2729,CUST-OH-7976-2729,DESCRIBES_ENTITY,Customer,0.298,0.0914,0.0914,0.0802,05/01/2015,01/01/2015,05/01/2015
NF-CUST-IN-2848-8693,CUST-IN-2848-8693,DESCRIBES_ENTITY,Customer,0.204,0.1819,0.1819,0.1768,08/01/2015,06/01/2015,08/01/2015
NF-CUST-IL-2381-2327,CUST-IL-2381-2327,DESCRIBES_ENTITY,Customer,0.141,0.11,0.11,0.094,01/01/2015,04/01/2015,01/01/2015
NF-CUST-IN-8857-2413,CUST-IN-8857-2413,DESCRIBES_ENTITY,Customer,0.287,0.3729,0.3729,0.3361,09/01/2015,07/01/2015,09/01/2015
NF-CUST-OH-2874-6371,CUST-OH-2874-6371,DESCRIBES_ENTITY,Customer,0.1,0.3397,0.3397,0.3132,05/01/2015,04/01/2015,05/01/2015
NF-CUST-IL-4960-1573,CUST-IL-4960-1573,DESCRIBES_ENTITY,Customer,0.221,0.3386,0.3386,0.2884,05/01/2015,05/01/2015,05/01/2015
NF-CUST-IL-2060-3065,CUST-IL-2060-3065,DESCRIBES_ENTITY,Customer,0.539,0.8665,0.8665,0.8387,05/01/2015,08/01/2015,05/01/2015
NF-CUST-IN-1530-8377,CUST-IN-1530-8377,DESCRIBES_ENTITY,Customer,0.179,0.2696,0.2696,0.2678,05/01/2015,02/01/2015,05/01/2015
NF-CUST-OH-4694-2656,CUST-OH-4694-2656,DESCRIBES_ENTITY,Customer,0.1,0.2003,0.2003,0.1942,06/01/2015,07/01/2015,06/01/2015
NF-CUST-OH-6549-7091,CUST-OH-6549-7091,DESCRIBES_ENTITY,Customer,0.338,0.1185,0.1185,0.0997,04/01/2015,08/01/2015,04/01/2015
NF-CUST-OH-9434-7330,CUST-OH-9434-7330,DESCRIBES_ENTITY,Customer,0.207,0.0217,0.0217,0.0183,03/01/2015,09/01/2015,03/01/2015
NF-CUST-OH-6418-4569,CUST-OH-6418-4569,DESCRIBES_ENTITY,Customer,0.23,0.3388,0.3388,0.2717,06/01/2015,01/01/2015,06/01/2015
NF-CUST-OH-7945-3166,CUST-OH-7945-3166,DESCRIBES_ENTITY,Customer,0.29,0.0905,0.0905,0.0764,07/01/2015,05/01/2015,07/01/2015
NF-CUST-IN-3578-1371,CUST-IN-3578-1371,DESCRIBES_ENTITY,Customer,0.239,0.37,0.37,0.2965,08/01/2015,08/01/2015,08/01/2015
NF-CUST-OH-5360-4725,CUST-OH-5360-4725,DESCRIBES_ENTITY,Customer,0.742,0.5374,0.5374,0.479,03/01/2015,09/01/2015,03/01/2015
NF-CUST-IL-8733-7991,CUST-IL-8733-7991,DESCRIBES_ENTITY,Customer,0.766,0.7222,0.7222,0.6328,02/01/2015,01/01/2015,02/01/2015
NF-CUST-OH-7902-7104,CUST-OH-7902-7104,DESCRIBES_ENTITY,Customer,0.731,0.7665,0.7665,0.6753,02/01/2015,06/01/2015,02/01/2015
NF-CUST-IL-5874-4804,CUST-IL-5874-4804,DESCRIBES_ENTITY,Customer,0.12,0.1739,0.1739,0.1698,06/01/2015,05/01/2015,06/01/2015
NF-CUST-IL-6390-2456,CUST-IL-6390-2456,DESCRIBES_ENTITY,Customer,0.878,0.4873,0.4873,0.4128,02/01/2015,05/01/2015,02/01/2015
NF-CUST-IL-2178-7057,CUST-IL-2178-7057,DESCRIBES_ENTITY,Customer,0.584,0.7984,0.7984,0.798,02/01/2015,06/01/2015,02/01/2015
NF-CUST-IN-5890-8877,CUST-IN-5890-8877,DESCRIBES_ENTITY,Customer,0.446,0.4812,0.4812,0.402,01/01/2015,03/01/2015,01/01/2015
NF-CUST-IN-4588-5095,CUST-IN-4588-5095,DESCRIBES_ENTITY,Customer,0.333,0.1467,0.1467,0.1246,05/01/2015,03/01/2015,05/01/2015
NF-CUST-OH-6262-7395,CUST-OH-6262-7395,DESCRIBES_ENTITY,Customer,0.721,0.6699,0.6699,0.6224,06/01/2015,06/01/2015,06/01/2015
