:START_ID,:END_ID,:TYPE,vehicle_role,damage_severity,vehicle_claim_amount,total_loss,vehicle_towed,weight,connection_strength,first_seen_date,last_seen_date,event_time
CLM-355085,VEH-AU7PTRGFBK90964NB,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,63180.0,No,No,1.0,0.8852,04/01/2015,06/01/2015,04/01/2015
CLM-830729,VEH-5M50V3N68GY0LGZPM,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,42420.0,No,No,0.8484,0.6984,03/01/2015,02/01/2015,03/01/2015
CLM-651948,VEH-UW6W3X7M51TXKL0LW,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,45360.0,No,No,0.9072,0.8802,07/01/2015,05/01/2015,07/01/2015
CLM-424358,VEH-1GBDWWEKZUKY3Y1Z4,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,48640.0,No,No,0.9728,0.9515,07/01/2015,01/01/2015,07/01/2015
CLM-131478,VEH-MYNXA271BJTVSHLF8,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,46560.0,Yes,No,0.9312,0.7468,04/01/2015,04/01/2015,04/01/2015
CLM-268833,VEH-CM75BS09WBNA7EFU4,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,47110.0,No,Yes,0.9422,0.7798,05/01/2015,07/01/2015,05/01/2015
CLM-287489,VEH-40AZVL1CMAUHH4DL7,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,52260.0,No,Yes,1.0,0.9294,02/01/2015,07/01/2015,02/01/2015
CLM-808153,VEH-1F69CCG8PFF1B5J96,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,38990.0,Yes,No,0.7798,0.6751,07/01/2015,06/01/2015,07/01/2015
CLM-687639,VEH-MTW150SHJULA4MDP0,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,51030.0,Yes,Yes,1.0,0.9789,04/01/2015,07/01/2015,04/01/2015
CLM-497347,VEH-HR382VNBXY6JPUGLL,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,44460.0,Yes,No,0.8892,0.8812,09/01/2015,07/01/2015,09/01/2015
CLM-439660,VEH-E24F24WYSNGSGESWM,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,42910.0,No,No,0.8582,0.7326,05/01/2015,07/01/2015,05/01/2015
CLM-847123,VEH-8NR9UB9CU4HFVB6YK,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,40950.0,No,Yes,0.819,0.7753,05/01/2015,07/01/2015,05/01/2015
CLM-172307,VEH-NC9ASARSDMG3PJTR7,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,46620.0,No,Yes,0.9324,0.8154,09/01/2015,09/01/2015,09/01/2015
CLM-810189,VEH-Y40D818YMLF3C4UPL,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,58720.0,Yes,Yes,1.0,0.8685,05/01/2015,04/01/2015,05/01/2015
CLM-432068,VEH-NK378NV3BXXC5MBFP,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,32550.0,No,Yes,0.651,0.5356,07/01/2015,03/01/2015,07/01/2015
CLM-903203,VEH-K3VEFF2CRLGKU5B39,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4480.0,No,No,0.0896,0.0789,04/01/2015,08/01/2015,04/01/2015
CLM-253085,VEH-SPJMVLRKXCYD8SLHZ,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2320.0,No,Yes,0.0464,0.0414,02/01/2015,03/01/2015,02/01/2015
CLM-180720,VEH-40EGUD53X3NLKNLX0,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4720.0,No,No,0.0944,0.0913,03/01/2015,04/01/2015,03/01/2015
CLM-492224,VEH-PSVKNDFY5073C0TPD,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,44590.0,Yes,No,0.8918,0.8365,03/01/2015,09/01/2015,03/01/2015
CLM-411477,VEH-2XW2XPS8CAJRHCV1S,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,54640.0,Yes,No,1.0,0.8956,05/01/2015,07/01/2015,05/01/2015
CLM-107181,VEH-598GYXFY13G2R96G8,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,44800.0,No,No,0.896,0.7924,02/01/2015,06/01/2015,02/01/2015
CLM-312940,VEH-2Z1PDFU18KYT0K86V,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,2610.0,No,No,0.0522,0.051,08/01/2015,07/01/2015,08/01/2015
CLM-855186,VEH-E49WD9F2EPZJWDJWK,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,5180.0,No,Yes,0.1036,0.0863,08/01/2015,03/01/2015,08/01/2015
CLM-373935,VEH-2H75DU4GK7TS5C3G2,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,42630.0,Yes,No,0.8526,0.7047,05/01/2015,05/01/2015,05/01/2015
CLM-812989,VEH-AWTMHZUMBNFMSXGV0,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,34580.0,Yes,Yes,0.6916,0.6538,08/01/2015,03/01/2015,08/01/2015
CLM-993840,VEH-DTGWT784U1JM0E1EZ,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,50000.0,No,No,1.0,0.9963,04/01/2015,03/01/2015,04/01/2015
CLM-327856,VEH-EG4DAH6672BJXR6EG,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,43050.0,Yes,No,0.861,0.8342,06/01/2015,01/01/2015,06/01/2015
CLM-506333,VEH-M4GRUWWGKCM1C9HJ3,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,55920.0,No,No,1.0,0.8207,01/01/2015,02/01/2015,01/01/2015
CLM-263159,VEH-SNK8WW0GCXZZ7G0MT,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,37380.0,No,No,0.7476,0.7343,03/01/2015,01/01/2015,03/01/2015
CLM-372912,VEH-ALS6H01Y8CACM1VJ4,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,42000.0,Yes,No,0.84,0.7531,01/01/2015,03/01/2015,01/01/2015
CLM-552788,VEH-ZY57BUZJT88J7TGBR,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3120.0,No,No,0.0624,0.057,09/01/2015,08/01/2015,09/01/2015
CLM-722747,VEH-HBVLMZYKDUYHWUWAJ,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,47250.0,Yes,Yes,0.945,0.8388,01/01/2015,07/01/2015,01/01/2015
CLM-248467,VEH-11HKHB9PKW4W49XD7,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,39870.0,No,No,0.7974,0.7354,03/01/2015,03/01/2015,03/01/2015
CLM-955953,VEH-CVA3LS6E21L29JXAZ,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,60550.0,No,No,1.0,0.9558,02/01/2015,02/01/2015,02/01/2015
CLM-910622,VEH-EF7FZ8FEC9RLE4U6H,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,6120.0,No,Yes,0.1224,0.1129,05/01/2015,03/01/2015,05/01/2015
CLM-137675,VEH-42THDC679FCV3SJRU,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,59850.0,No,No,1.0,0.9725,05/01/2015,07/01/2015,05/01/2015
CLM-343421,VEH-7UVJU8CLAU4C9PG8N,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,77670.0,Yes,Yes,1.0,0.976,03/01/2015,08/01/2015,03/01/2015
CLM-413192,VEH-ZMH5UM5AFLMJW28N1,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,55650.0,No,Yes,1.0,0.9455,08/01/2015,07/01/2015,08/01/2015
CLM-247801,VEH-6TMMXZ5C9GZZNSYHB,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,55440.0,No,No,1.0,0.9784,01/01/2015,03/01/2015,01/01/2015
CLM-171147,VEH-1UE44B9ZS0GM6F8LX,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,39680.0,No,No,0.7936,0.7116,04/01/2015,08/01/2015,04/01/2015
CLM-431283,VEH-VVDC7MWAC0FADYHB0,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,35820.0,No,Yes,0.7164,0.6431,02/01/2015,09/01/2015,02/01/2015
CLM-461962,VEH-0FGHA11LLWPYFU884,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,61520.0,Yes,No,1.0,0.9775,03/01/2015,07/01/2015,03/01/2015
CLM-149467,VEH-5KN3B5ZR2LCZVU8TE,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,47950.0,Yes,No,0.959,0.8517,01/01/2015,09/01/2015,01/01/2015
CLM-758740,VEH-M2DR6RXJGR00DZ4M9,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,65120.0,No,No,1.0,0.8127,08/01/2015,08/01/2015,08/01/2015
CLM-628337,VEH-7YBUH1DJ5RL3CNKCU,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,42480.0,No,No,0.8496,0.791,04/01/2015,07/01/2015,04/01/2015
CLM-574637,VEH-Y5WNG1BT6GXSFU8VF,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,31590.0,No,No,0.6318,0.507,06/01/2015,06/01/2015,06/01/2015
CLM-373600,VEH-CVED3ABYA63LBGZVJ,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,38400.0,No,Yes,0.768,0.7478,07/01/2015,04/01/2015,07/01/2015
CLM-930032,VEH-20V8DMFXZ2Y6PA9NU,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,35460.0,No,No,0.7092,0.6418,05/01/2015,03/01/2015,05/01/2015
CLM-396590,VEH-BCUUCPZ1GNUPZCR6R,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,40810.0,No,No,0.8162,0.7743,08/01/2015,07/01/2015,08/01/2015
CLM-238412,VEH-H93AP62XXMT005TAD,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,57440.0,No,No,1.0,0.9448,06/01/2015,01/01/2015,06/01/2015
CLM-484321,VEH-F7H7HB7ET1FPMV17N,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,60320.0,Yes,No,1.0,0.8448,08/01/2015,08/01/2015,08/01/2015
CLM-795847,VEH-1VKJSAHJH51X016C9,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4720.0,No,Yes,0.0944,0.0936,01/01/2015,04/01/2015,01/01/2015
CLM-218456,VEH-NTTR5VE4511957B9C,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4720.0,No,No,0.0944,0.092,06/01/2015,09/01/2015,06/01/2015
CLM-792673,VEH-TBZ5D669L89X4SVDA,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,44720.0,Yes,No,0.8944,0.8084,02/01/2015,05/01/2015,02/01/2015
CLM-662256,VEH-RB5WMD1ADE88DBH5A,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,51040.0,No,Yes,1.0,0.9376,03/01/2015,07/01/2015,03/01/2015
CLM-971338,VEH-1VMWRA8J187YD43FA,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,43620.0,Yes,No,0.8724,0.8058,01/01/2015,09/01/2015,01/01/2015
CLM-714738,VEH-X1GT03DRXPZ1MKBE0,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4410.0,No,Yes,0.0882,0.0782,05/01/2015,06/01/2015,05/01/2015
CLM-753844,VEH-9HE6PHX3WWZFNAKDK,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,66570.0,No,No,1.0,0.9453,07/01/2015,01/01/2015,07/01/2015
CLM-976645,VEH-6PYRZFTPPCGVLH1K4,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,50800.0,No,No,1.0,0.8964,02/01/2015,01/01/2015,02/01/2015
CLM-918037,VEH-GCLVMY74C14VYWG16,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,44030.0,No,Yes,0.8806,0.8214,09/01/2015,08/01/2015,09/01/2015
CLM-996253,VEH-4B123XC3GV28YTANC,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,46410.0,No,Yes,0.9282,0.8616,08/01/2015,06/01/2015,08/01/2015
CLM-373731,VEH-G93LRE4ZVYWR6TH4Z,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,57050.0,No,No,1.0,0.8297,03/01/2015,02/01/2015,03/01/2015
CLM-836272,VEH-RKM1TVFEYBLE6D5AL,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,30000.0,No,No,0.6,0.5792,04/01/2015,08/01/2015,04/01/2015
CLM-167231,VEH-60D5FU0CP4G8VNUCJ,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,30730.0,Yes,Yes,0.6146,0.6013,05/01/2015,02/01/2015,05/01/2015
CLM-743330,VEH-S2GPA6NC26TDYWMHX,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,48330.0,Yes,Yes,0.9666,0.8918,07/01/2015,03/01/2015,07/01/2015
CLM-807369,VEH-L17J151NLR94WFCEG,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,44310.0,No,Yes,0.8862,0.711,01/01/2015,09/01/2015,01/01/2015
CLM-735307,VEH-EMTYPTGZFKLBV6NP7,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,41860.0,Yes,No,0.8372,0.8262,02/01/2015,05/01/2015,02/01/2015
CLM-789208,VEH-GVMX24YSY49EU5K6U,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,52200.0,Yes,No,1.0,0.9011,04/01/2015,08/01/2015,04/01/2015
CLM-585324,VEH-JJTHLT5MYV9M3FHTC,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,1750.0,No,Yes,0.035,0.0313,07/01/2015,09/01/2015,07/01/2015
CLM-498759,VEH-B6SDFXW3CL5WX06CE,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,40590.0,No,Yes,0.8118,0.7299,08/01/2015,02/01/2015,08/01/2015
CLM-795004,VEH-18XYGS5CU3Z2ZWTX0,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,46320.0,No,No,0.9264,0.7718,04/01/2015,09/01/2015,04/01/2015
CLM-203250,VEH-MGW9TEUMUA03BLKP9,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,46350.0,No,Yes,0.927,0.8809,01/01/2015,02/01/2015,01/01/2015
CLM-430794,VEH-NDMZ18MGPAVR68AEF,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,44870.0,No,No,0.8974,0.7755,04/01/2015,04/01/2015,04/01/2015
CLM-156636,VEH-JW6HLB8R02E2H2W1T,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,53520.0,No,No,1.0,0.8662,08/01/2015,08/01/2015,08/01/2015
CLM-284143,VEH-UE32HX4HJVJN30NX9,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4160.0,No,No,0.0832,0.0712,02/01/2015,02/01/2015,02/01/2015
CLM-740518,VEH-PLLG04F6NPUCWXG56,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,26480.0,No,No,0.5296,0.4774,09/01/2015,09/01/2015,09/01/2015
CLM-445289,VEH-0W8Y85V2AXB9AG7FY,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,52020.0,No,Yes,1.0,0.9101,04/01/2015,05/01/2015,04/01/2015
CLM-599262,VEH-69W3D9RV6413K8UCG,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,53360.0,No,No,1.0,0.8757,08/01/2015,01/01/2015,08/01/2015
CLM-357949,VEH-R1VE0YLHV8SJWK1Y4,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,55230.0,No,No,1.0,0.9634,07/01/2015,06/01/2015,07/01/2015
CLM-493161,VEH-MHNJDSV8U3DRRJGVE,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,34860.0,No,No,0.6972,0.5688,05/01/2015,09/01/2015,05/01/2015
CLM-320251,VEH-51EDD9UDFJTUYBEU4,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,56320.0,No,No,1.0,0.8888,06/01/2015,01/01/2015,06/01/2015
CLM-231127,VEH-ABHL3ACFAA3R1UD04,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,34320.0,Yes,No,0.6864,0.6278,03/01/2015,08/01/2015,03/01/2015
CLM-766193,VEH-THRGZMGVS30ZDA0G2,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,35880.0,No,No,0.7176,0.5867,01/01/2015,08/01/2015,01/01/2015
CLM-555374,VEH-DXUWDUKZZHRK5R3WN,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,38220.0,No,Yes,0.7644,0.6877,09/01/2015,09/01/2015,09/01/2015
CLM-491484,VEH-ZESP3MB1P9F863WX3,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,41510.0,No,No,0.8302,0.7166,09/01/2015,08/01/2015,09/01/2015
CLM-925128,VEH-TRS9VCJA2TMVWHJAS,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,38720.0,No,No,0.7744,0.7714,02/01/2015,06/01/2015,02/01/2015
CLM-265093,VEH-WNWC336DNZPKH0PXB,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,43120.0,Yes,No,0.8624,0.8185,05/01/2015,07/01/2015,05/01/2015
CLM-267808,VEH-M1KJVCTE2Z9082KTL,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,55620.0,Yes,Yes,1.0,0.8036,08/01/2015,06/01/2015,08/01/2015
CLM-116735,VEH-J227VE71HNDSL7K40,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,62300.0,Yes,No,1.0,0.8807,05/01/2015,05/01/2015,05/01/2015
CLM-963680,VEH-X4EBKGGP998RENZG3,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4920.0,No,Yes,0.0984,0.0794,04/01/2015,05/01/2015,04/01/2015
CLM-445694,VEH-NV00B4JVR4WGCL8H8,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,41160.0,Yes,Yes,0.8232,0.749,06/01/2015,03/01/2015,06/01/2015
CLM-215534,VEH-6B1JY4UHV0N2ZTCNK,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,35820.0,No,No,0.7164,0.6915,01/01/2015,01/01/2015,01/01/2015
CLM-232854,VEH-TAC2N08GU3Z3UM5AK,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,45450.0,Yes,No,0.909,0.8711,04/01/2015,05/01/2015,04/01/2015
CLM-168260,VEH-X47XH1XMNGZPCBPF6,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,26000.0,Yes,No,0.52,0.5162,02/01/2015,05/01/2015,02/01/2015
CLM-538955,VEH-YR1Y2FHF5R3EVJUV4,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,32130.0,Yes,Yes,0.6426,0.596,04/01/2015,01/01/2015,04/01/2015
CLM-243226,VEH-CC8A3FF8CSJRS2Y80,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,58640.0,No,Yes,1.0,0.978,07/01/2015,08/01/2015,07/01/2015
CLM-246435,VEH-AR3J6M7AH9GN7ABWA,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,38240.0,No,Yes,0.7648,0.6979,06/01/2015,03/01/2015,06/01/2015
CLM-582480,VEH-NH7YYH97Y9869RVWU,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2560.0,No,No,0.0512,0.0477,01/01/2015,01/01/2015,01/01/2015
CLM-345539,VEH-74K394AGSAEY2M03G,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,56000.0,Yes,No,1.0,0.8912,03/01/2015,05/01/2015,03/01/2015
CLM-924318,VEH-XR60ZFH3KBKZFUZER,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,56070.0,Yes,No,1.0,0.8682,05/01/2015,01/01/2015,05/01/2015
CLM-726880,VEH-SFAP8VJT8XSYFH2YP,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,39060.0,No,Yes,0.7812,0.7539,02/01/2015,05/01/2015,02/01/2015
CLM-190588,VEH-DL2LN63HLXNVL74ZB,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,42880.0,Yes,No,0.8576,0.8261,07/01/2015,08/01/2015,07/01/2015
CLM-246705,VEH-743C7E06YM2UNBE0N,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,1440.0,No,No,0.0288,0.0279,04/01/2015,02/01/2015,04/01/2015
CLM-619589,VEH-FGG092ZR8811LWPGJ,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,5300.0,No,No,0.106,0.0918,01/01/2015,03/01/2015,01/01/2015
CLM-164988,VEH-2PNBY4GDGBUSL6ENZ,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,57360.0,No,No,1.0,0.9535,01/01/2015,09/01/2015,01/01/2015
CLM-729534,VEH-B7MR99U5VE2EF5KPY,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2100.0,No,Yes,0.042,0.0386,08/01/2015,02/01/2015,08/01/2015
CLM-505014,VEH-04KR2GCB4NNHF50CV,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,63300.0,Yes,No,1.0,0.9433,03/01/2015,05/01/2015,03/01/2015
CLM-920826,VEH-MMAL8MCD07ZG444K8,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,54960.0,No,Yes,1.0,0.8727,06/01/2015,05/01/2015,06/01/2015
CLM-534982,VEH-H59Z91SKPE4P5KVBN,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,60160.0,No,Yes,1.0,0.8905,02/01/2015,03/01/2015,02/01/2015
CLM-110408,VEH-HU8AS251VASW02MGK,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,58880.0,No,No,1.0,0.8195,04/01/2015,05/01/2015,04/01/2015
CLM-283052,VEH-E1X18GVHLWFH6EJVA,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,59310.0,Yes,No,1.0,0.9318,03/01/2015,05/01/2015,03/01/2015
CLM-840806,VEH-K9KXFRJX8Y877DEC1,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4960.0,No,Yes,0.0992,0.0794,08/01/2015,05/01/2015,08/01/2015
CLM-382394,VEH-27PUESCBBKM69UAK0,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,45520.0,Yes,Yes,0.9104,0.793,02/01/2015,01/01/2015,02/01/2015
CLM-876699,VEH-0PE3MDVY9F0MHGAM9,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,39300.0,No,No,0.786,0.7284,06/01/2015,02/01/2015,06/01/2015
CLM-871432,VEH-9ZRNRRV5LAYRPK03A,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,46240.0,No,No,0.9248,0.8878,01/01/2015,03/01/2015,01/01/2015
CLM-379882,VEH-3PXTN5FRAD0C52MDF,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,49120.0,No,No,0.9824,0.8935,01/01/2015,03/01/2015,01/01/2015
CLM-852002,VEH-ZCG0RPXNP4Z7Y5G4S,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,3290.0,No,Yes,0.0658,0.0576,06/01/2015,08/01/2015,06/01/2015
CLM-372891,VEH-8N7WBDVR69846S2P6,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,47180.0,Yes,No,0.9436,0.7749,03/01/2015,06/01/2015,03/01/2015
CLM-689034,VEH-HHE63KK4DJY4K34TZ,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,62370.0,No,Yes,1.0,0.9794,09/01/2015,03/01/2015,09/01/2015
CLM-743092,VEH-C6CXJD44ASTK1MJKD,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,8300.0,No,Yes,0.166,0.1491,02/01/2015,05/01/2015,02/01/2015
CLM-599174,VEH-CWU6CEMRD8VYW3U52,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,30590.0,No,No,0.6118,0.59,03/01/2015,04/01/2015,03/01/2015
CLM-421092,VEH-UMW51PLPC018W7DC3,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,34020.0,No,Yes,0.6804,0.6454,08/01/2015,08/01/2015,08/01/2015
CLM-349658,VEH-DYUWZAXGEDTD3WWKE,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,37870.0,No,Yes,0.7574,0.6679,04/01/2015,03/01/2015,04/01/2015
CLM-811042,VEH-WS88Y9RUB404MR977,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,53480.0,No,No,1.0,0.8509,06/01/2015,09/01/2015,06/01/2015
CLM-505316,VEH-4XWNR3VL6R1SE4P2Z,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,48020.0,Yes,No,0.9604,0.806,09/01/2015,01/01/2015,09/01/2015
CLM-116645,VEH-RSKG76MDP96ZZN26L,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,48300.0,No,Yes,0.966,0.7961,06/01/2015,06/01/2015,06/01/2015
CLM-950880,VEH-D1R1E3URH34G05Z5D,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,6480.0,No,No,0.1296,0.1258,08/01/2015,02/01/2015,08/01/2015
CLM-788502,VEH-3VRA8YYN0UXCJBKEY,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,42770.0,No,No,0.8554,0.7212,04/01/2015,03/01/2015,04/01/2015
CLM-627486,VEH-6RGNZUC0FJN23HS5W,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,34000.0,Yes,Yes,0.68,0.6561,01/01/2015,03/01/2015,01/01/2015
CLM-498842,VEH-9BN1BFRWUF64AL4Z1,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,64800.0,No,No,1.0,0.8381,07/01/2015,08/01/2015,07/01/2015
CLM-550294,VEH-J2GWGH6X6D1G5DRFA,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,2940.0,No,No,0.0588,0.051,06/01/2015,07/01/2015,06/01/2015
CLM-328387,VEH-TE0LEG70JMBPDHTZG,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,5040.0,No,Yes,0.1008,0.0959,03/01/2015,07/01/2015,03/01/2015
CLM-540152,VEH-MFZ216CREEX4ZTDTX,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,25020.0,No,No,0.5004,0.405,05/01/2015,04/01/2015,05/01/2015
CLM-385932,VEH-5RPWZ0NTXVPDSXB1M,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,49210.0,No,No,0.9842,0.912,01/01/2015,08/01/2015,01/01/2015
CLM-618682,VEH-JLD76PL80HR1GH8P8,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3600.0,No,Yes,0.072,0.0673,08/01/2015,03/01/2015,08/01/2015
CLM-550930,VEH-PMYG8ZL4LJ8ELB28D,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,3440.0,No,No,0.0688,0.0567,08/01/2015,04/01/2015,08/01/2015
CLM-998192,VEH-AMGGRY90PDF9SNE3E,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,19110.0,Yes,No,0.3822,0.3739,09/01/2015,06/01/2015,09/01/2015
CLM-663938,VEH-SGSCCCUK0RXDMDSV6,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,39040.0,No,Yes,0.7808,0.6961,05/01/2015,01/01/2015,05/01/2015
CLM-756870,VEH-S710VZ7XNW2XPSFJS,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,35100.0,Yes,No,0.702,0.6443,09/01/2015,05/01/2015,09/01/2015
CLM-337158,VEH-4F8U69PK09LFL5UYM,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,58870.0,No,Yes,1.0,0.9008,08/01/2015,02/01/2015,08/01/2015
CLM-919875,VEH-MNHZBBLZ2D8P9H41Z,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,47880.0,Yes,Yes,0.9576,0.9507,04/01/2015,01/01/2015,04/01/2015
