:ID,:LABEL,claim_id,policy_number,incident_date,report_date,claim_open_date,claim_close_date,days_to_report,days_open,days_to_first_contact,days_to_settlement,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_location,incident_hour_of_the_day,time_of_day_band,day_of_week,weather_conditions,road_conditions,speed_limit_zone,traffic_density,number_of_vehicles_involved,at_fault_party,third_party_vehicle_make,third_party_vehicle_year,auto_make,auto_model,auto_year,property_damage,bodily_injuries,witnesses,fatalities,hospitalization_required,emergency_services_called,airbag_deployed,vehicle_towed,total_claim_amount,injury_claim,property_claim,vehicle_claim,salvage_value,rental_reimbursement_paid,subrogation_recovered,claim_payment_method,reserves_set,claim_status,police_report_available,police_report_number,police_statement_available,witness_statement_count,witness_statements_available,documentary_evidence_strength,cctv_footage_available,dashcam_footage_available,cell_phone_data_requested,toxicology_report,authorities_contacted,fraud_reported,fraud_indicators,siu_referral,siu_outcome,potential_subrogation_flag,third_party_indicator_reason,liability_probability_score,primary_liability_pattern,liability_pattern_tags,llm_judge_verdict,llm_judge_confidence,total_legal_rubric_score,evidence_quality_score,liability_clarity_score,damages_quantifiability_score,subrogation_viability_score,rag_confidence_score,rag_generated_summary,adjuster_priority_tier,adjuster_recommended_action,recommended_action,estimated_recovery_amount,estimated_recovery_pct,statute_of_limitations_risk,inter_carrier_recovery_applicable,adjuster_id,adjuster_name,supervisor_id,litigation_flag,arbitration_flag,geo_latitude,geo_longitude,geo_accuracy,claim_submission_channel,claim_submission_device,duplicate_claim_flag,claim_cluster_id,ring_member_flag,payment_account_id,payment_routing_hash,claim_velocity_score,network_repeat_score,shared_entity_count,closed_loop_flag,cross_role_participation_flag,manual_override_flag,manual_override_reasons,staged_accident_flag,claim_padding_flag,role_switching_flag
CLM-543610,Claim,CLM-543610,543610,1/6/2015,1/6/2015,1/6/2015,19/4/2015,4,60,0,,Single Vehicle Collision,Front Collision,Total Loss,NY,Northbend,1558 1st Ridge,22,Night,Saturday,Snow,Under Construction,65,High,1,Insured,Ford,2014.0,Ford,F150,2002,YES,2,2,0,Yes,Yes,Yes,Yes,87010,7910,15820,63280,9492.0,1388.66,40062.51,Direct Deposit,100427.78,Closed - Paid,?,POLICE INCIDENT,YES,2,YES,VERY_STRONG,Unknown,No,No,No,Police,N,,No,Pending,Yes,Property damage reported; Independent witnesses available,60,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE|HIT_AND_RUN_RECOVERY|DRAM_SHOP_PREMISES_LIABILITY,STRONG_RECOVERY_CASE,0.91,82,15,20,25,22,54,"Incident on 1/6/2015 in Northbend, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 2 | Police Report: ?
Total Claim: $87010",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,65257.5,0.75,HIGH,NO,ADJ-6213,Thomas Reed,SUP-715,No,No,41.72746,-74.160924,High,Call Center,Mobile,No,,No,PAY-AB9FE0CF30,5cc392d2bdea2371,0.26,0.22,2,No,No,Yes,High Value >$50K|Injury No Police Report,No,No,No
CLM-214618,Claim,CLM-214618,214618,2/15/2015,2/15/2015,2/15/2015,21/8/2015,6,105,2,,Multi-vehicle Collision,Front Collision,Major Damage,SC,Springfield,5971 5th Hwy,21,Night,Friday,Wind,Icy,45,Low,3,Unknown,Honda,2002.0,Audi,A3,2006,YES,1,2,0,No,Yes,No,Yes,114920,17680,17680,79560,0.0,0.0,72870.62,Pending,134068.58,Closed - Paid,YES,POLICE INCIDENT,YES,2,YES,VERY_STRONG,No,No,No,No,Fire,N,,No,Pending,Yes,Multiple vehicles involved; Property damage reported; Independent witnesses available; Police report available for cross-reference,100,CONTRACTOR_NEGLIGENCE,INTERSECTION_LIABILITY|CONTRACTOR_NEGLIGENCE,STRONG_RECOVERY_CASE,0.95,95,25,20,25,25,90,"Incident on 2/15/2015 in Springfield, SC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 2 | Police Report: YES
Total Claim: $114920",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,86190.0,0.75,HIGH,YES,ADJ-1413,James Carter,SUP-413,No,Yes,33.088865,-80.540407,Medium,Walk-In,Phone Call,No,,No,PAY-5A90244DA8,6a5f22b2fcffc348,0.15,0.37,3,No,No,Yes,High Value >$50K,No,No,No
CLM-842643,Claim,CLM-842643,842643,1/22/2015,1/22/2015,1/22/2015,18/4/2015,4,319,1,47.0,Single Vehicle Collision,Rear Collision,Total Loss,SC,Northbend,6655 5th Drive,9,Rush Hour,Friday,Ice,Icy,35,Moderate,1,Shared Fault,Unknown,2013.0,Saab,95,2000,YES,1,0,0,No,Yes,Unknown,Yes,56520,4710,9420,42390,6358.5,578.78,28044.22,EFT,70315.41,Closed - Paid,NO,NO_POLICE_REPOR,NO,0,NO,WEAK,Yes,No,No,No,Ambulance,N,,No,Pending,Yes,Property damage reported,40,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE|PRODUCT_LIABILITY_BRAKE_FAILURE,VIABLE_RECOVERY_CASE,0.84,69,5,20,25,19,36,"Incident on 1/22/2015 in Northbend, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $56520",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,28260.0,0.5,HIGH,NO,ADJ-8166,Sandra Bell,SUP-500,No,No,34.956113,-80.657694,Low,Agent Portal,Unknown,No,,No,PAY-55F4F6C2EE,d0ec92d707016d20,0.33,0.44,3,No,No,Yes,High Value >$50K,No,No,No
CLM-626808,Claim,CLM-626808,626808,1/8/2015,1/8/2015,1/8/2015,16/5/2015,3,88,3,184.0,Parked Car,?,Minor Damage,SC,Springfield,6582 Elm Lane,5,Night,Saturday,Fog,Under Construction,15,Moderate,1,Insured,,,Toyota,Highlander,2010,NO,1,1,0,Yes,Yes,Yes,No,7280,1120,1120,5040,0.0,0.0,1486.25,EFT,8886.39,Under Investigation,NO,NO_POLICE_REPOR,NO,1,YES,MODERATE,Yes,No,No,No,,N,,No,Pending,Yes,Independent witnesses available,40,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE,INVESTIGATE_FURTHER,0.77,54,5,20,10,19,36,"Incident on 1/8/2015 in Springfield, SC.
Type: Parked Car | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $7280",P3,REQUEST_ADDITIONAL_INVESTIGATION,Secondary Liability Review Required,1820.0,0.25,HIGH,NO,ADJ-8433,James Carter,SUP-776,No,No,32.988231,-81.554204,Medium,Agent Portal,Phone Call,No,,No,PAY-0A93C10E72,5e70fcb3bd3521b3,0.14,0.25,0,No,No,Yes,Injury No Police Report,No,No,No
CLM-644081,Claim,CLM-644081,644081,1/15/2015,1/15/2015,1/15/2015,23/2/2015,7,147,3,,Single Vehicle Collision,Rear Collision,Total Loss,SC,Springfield,6851 3rd Drive,12,Daytime,Sunday,Rain,Unknown,25,High,1,Insured,Honda,2004.0,Dodge,Neon,2003,NO,0,2,0,No,Yes,No,Yes,46200,4200,8400,33600,5040.0,0.0,18564.59,Pending,54411.66,Closed - Paid,YES,POLICE INCIDENT,YES,2,YES,VERY_STRONG,No,No,No,No,Police,Y,High Value,No,Pending,Yes,Independent witnesses available; Police report available for cross-reference,30,PRODUCT_LIABILITY_BRAKE_FAILURE,PRODUCT_LIABILITY_BRAKE_FAILURE|HIT_AND_RUN_RECOVERY,VIABLE_RECOVERY_CASE,0.86,73,20,18,20,15,27,"Incident on 1/15/2015 in Springfield, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $46200",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,23100.0,0.5,HIGH,NO,ADJ-1933,Maria Lopez,SUP-100,No,No,33.333885,-79.611064,High,Web Portal,Phone Call,No,,No,PAY-8A167A9C68,77b147303e810f1f,0.94,0.82,3,No,No,No,,No,No,No
CLM-892874,Claim,CLM-892874,892874,1/29/2015,1/29/2015,1/29/2015,,0,136,0,219.0,Multi-vehicle Collision,Side Collision,Major Damage,WV,Hillsdale,9573 Weaver Ave,12,Daytime,Monday,Fog,Unknown,65,Moderate,4,Shared Fault,Toyota,,Accura,MDX,1999,YES,0,0,0,No,Yes,No,Yes,63120,10520,10520,42080,0.0,0.0,24352.3,EFT,75510.65,Closed - Paid,NO,NO_POLICE_REPOR,NO,0,NO,WEAK,No,Unknown,No,No,Other,Y,,No,Pending,Yes,Multiple vehicles involved; Property damage reported,50,CONTRACTOR_NEGLIGENCE,INTERSECTION_LIABILITY|CONTRACTOR_NEGLIGENCE|PRODUCT_LIABILITY_AGING_VEHICLE,VIABLE_RECOVERY_CASE,0.84,69,5,20,25,19,45,"Incident on 1/29/2015 in Hillsdale, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 4
Witnesses: 0 | Police Report: NO
Total Claim: $63120",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,31560.0,0.5,HIGH,YES,ADJ-5654,James Carter,SUP-415,No,No,39.958527,-81.385125,High,Mobile App,Phone Call,No,,No,PAY-8CC8B22FC6,379b17a08bc83c4a,0.53,0.84,7,No,Yes,Yes,High Value >$50K,No,No,No
CLM-558938,Claim,CLM-558938,558938,2/22/2015,2/22/2015,2/22/2015,,4,67,3,83.0,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Riverwood,5074 3rd St,0,Night,Sunday,Rain,Wet,45,Low,3,Unknown,Toyota,,Nissan,Maxima,2012,?,1,2,0,No,Yes,No,Yes,52110,5790,5790,40530,0.0,1024.69,24375.81,Direct Deposit,66414.18,Closed - Paid,YES,POLICE INCIDENT,YES,2,YES,VERY_STRONG,No,No,No,No,Other,N,,No,Pending,Yes,Multiple vehicles involved; Independent witnesses available; Police report available for cross-reference,80,DRAM_SHOP_PREMISES_LIABILITY,INTERSECTION_LIABILITY|DRAM_SHOP_PREMISES_LIABILITY,STRONG_RECOVERY_CASE,0.93,85,20,15,25,25,72,"Incident on 2/22/2015 in Riverwood, NY.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 2 | Police Report: YES
Total Claim: $52110",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,39082.5,0.75,HIGH,YES,ADJ-2250,Kevin Wu,SUP-255,No,No,43.740419,-76.533802,Medium,Web Portal,Unknown,No,,No,PAY-2C1ACDFDD2,b7149c729dbda287,0.06,0.12,3,No,No,Yes,High Value >$50K,No,No,No
CLM-275265,Claim,CLM-275265,275265,1/6/2015,1/6/2015,1/6/2015,,7,97,2,223.0,Single Vehicle Collision,Side Collision,Total Loss,WV,Northbend,4546 Tree St,9,Rush Hour,Sunday,Clear,Wet,25,Moderate,1,Insured,Chevrolet,2014.0,Suburu,Legacy,2015,NO,0,2,0,No,Yes,Yes,Yes,77880,14160,7080,56640,8496.0,0.0,23151.05,Pending,87519.4,Closed - Paid,YES,POLICE INCIDENT,YES,2,YES,VERY_STRONG,No,No,No,No,Police,N,,No,Pending,Yes,Independent witnesses available; Police report available for cross-reference,30,HIT_AND_RUN_RECOVERY,HIT_AND_RUN_RECOVERY,VIABLE_RECOVERY_CASE,0.85,70,20,10,25,15,27,"Incident on 1/6/2015 in Northbend, WV.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $77880",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,38940.0,0.5,HIGH,NO,ADJ-2614,Thomas Reed,SUP-120,No,No,37.640796,-79.722859,Medium,Web Portal,Desktop,No,,No,PAY-7870568CAD,e26ef4270a75d5ac,0.3,0.11,1,No,No,Yes,High Value >$50K,No,No,No
CLM-921202,Claim,CLM-921202,921202,1/19/2015,1/19/2015,1/19/2015,,3,359,1,242.0,Single Vehicle Collision,Side Collision,Total Loss,NY,Northbrook,3842 Solo Ridge,19,Daytime,Thursday,Clear,Unknown,45,Low,1,Shared Fault,Chevrolet,,Accura,TL,2015,YES,1,0,0,No,Yes,Unknown,Yes,72930,6630,13260,53040,7956.0,0.0,33276.08,Check,91710.45,Closed - Paid,NO,NO_POLICE_REPOR,NO,0,NO,WEAK,Unknown,Yes,No,No,Other,N,,No,Pending,Yes,Property damage reported,40,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE,VIABLE_RECOVERY_CASE,0.84,69,5,20,25,19,36,"Incident on 1/19/2015 in Northbrook, NY.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $72930",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,36465.0,0.5,HIGH,NO,ADJ-1349,Sandra Bell,SUP-941,No,Yes,43.477889,-74.677652,High,Third Party,Phone Call,No,,No,PAY-2410AC9647,cb75a09e9758a408,0.38,0.2,2,No,No,Yes,High Value >$50K,No,No,No
CLM-143972,Claim,CLM-143972,143972,2/22/2015,2/22/2015,2/22/2015,13/4/2015,0,85,1,72.0,Multi-vehicle Collision,Side Collision,Major Damage,VA,Columbus,8101 3rd Ridge,8,Rush Hour,Tuesday,Unknown,Unknown,25,Moderate,3,Insured,Toyota,2007.0,Nissan,Pathfinder,2014,?,2,0,0,Yes,Yes,No,Yes,60400,6040,6040,48320,0.0,0.0,17494.1,Direct Deposit,60535.63,Under Investigation,NO,NO_POLICE_REPOR,NO,0,NO,WEAK,Yes,No,No,No,Police,N,,No,Pending,Yes,Multiple vehicles involved,50,TRAFFIC_SIGNAL_VIOLATION,TRAFFIC_SIGNAL_VIOLATION,VIABLE_RECOVERY_CASE,0.83,66,0,22,25,19,45,"Incident on 2/22/2015 in Columbus, VA.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 0 | Police Report: NO
Total Claim: $60400",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,30200.0,0.5,HIGH,YES,ADJ-9648,Kevin Wu,SUP-364,No,No,36.371482,-77.817652,High,Email,Unknown,Yes,,No,PAY-229258B3F3,270cf9f472d341e9,0.33,0.12,0,No,No,Yes,High Value >$50K|Injury No Police Report,No,No,No
CLM-183430,Claim,CLM-183430,183430,1/1/2015,1/1/2015,1/1/2015,4/9/2015,7,81,5,,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Columbus,5380 Pine St,20,Daytime,Wednesday,Wind,Under Construction,25,Unknown,3,Shared Fault,,2005.0,Suburu,Impreza,2011,NO,1,0,0,Yes,Yes,Yes,Yes,47160,0,5240,41920,0.0,0.0,7558.82,Pending,52434.38,Under Investigation,?,POLICE INCIDENT,YES,0,NO,MODERATE,No,No,No,No,Police,N,,No,Pending,Yes,Multiple vehicles involved,50,INTERSECTION_LIABILITY,INTERSECTION_LIABILITY,INVESTIGATE_FURTHER,0.77,53,0,14,20,19,45,"Incident on 1/1/2015 in Columbus, NY.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 0 | Police Report: ?
Total Claim: $47160",P3,REQUEST_ADDITIONAL_INVESTIGATION,Refer to Subrogation Specialist for Evidence Review,11790.0,0.25,HIGH,YES,ADJ-1383,James Carter,SUP-469,Yes,No,41.848451,-75.273209,High,Third Party,Unknown,No,,No,PAY-A89A8CE755,5721cc06a482679a,0.09,0.19,3,No,No,Yes,Injury No Police Report,No,No,No
CLM-431876,Claim,CLM-431876,431876,2/10/2015,2/10/2015,2/10/2015,16/8/2015,1,253,2,230.0,Multi-vehicle Collision,Side Collision,Total Loss,SC,Arlington,8957 Weaver Drive,15,Daytime,Monday,Unknown,Wet,15,Unknown,3,Unknown,Chevrolet,,Accura,RSX,1996,?,1,2,0,Yes,Yes,Yes,Yes,37840,0,4730,33110,4966.5,0.0,11155.02,Direct Deposit,43090.57,Closed - Paid,?,POLICE INCIDENT,YES,2,YES,VERY_STRONG,No,No,No,No,Police,N,,No,Pending,Yes,Multiple vehicles involved; Independent witnesses available,70,INTERSECTION_LIABILITY,INTERSECTION_LIABILITY,VIABLE_RECOVERY_CASE,0.83,66,10,14,20,22,63,"Incident on 2/10/2015 in Arlington, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 2 | Police Report: ?
Total Claim: $37840",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,18920.0,0.5,HIGH,YES,ADJ-2108,Thomas Reed,SUP-356,No,No,35.103425,-81.498471,Medium,Third Party,Phone Call,No,,No,PAY-805CA1417C,f256abd01f6407e0,0.11,0.02,0,No,No,Yes,Injury No Police Report,No,No,No
CLM-285496,Claim,CLM-285496,285496,1/11/2015,1/11/2015,1/11/2015,23/3/2015,3,114,2,270.0,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Hillsdale,2526 Embaracadero Ave,20,Daytime,Friday,Fog,Wet,25,Unknown,3,Third Party,Chevrolet,,Suburu,Forrestor,2000,NO,0,0,0,No,Yes,Unknown,Yes,71520,17880,5960,47680,0.0,0.0,26295.87,Check,75553.88,Open,YES,POLICE INCIDENT,YES,0,NO,MODERATE,No,No,No,No,Ambulance,Y,High Value,No,Pending,Yes,Multiple vehicles involved; Police report available for cross-reference,40,PRODUCT_LIABILITY_AGING_VEHICLE,INTERSECTION_LIABILITY|PRODUCT_LIABILITY_AGING_VEHICLE,VIABLE_RECOVERY_CASE,0.83,66,10,12,25,19,36,"Incident on 1/11/2015 in Hillsdale, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 0 | Police Report: YES
Total Claim: $71520",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,35760.0,0.5,HIGH,YES,ADJ-1511,Thomas Reed,SUP-695,No,No,33.139439,-79.846642,High,Agent Portal,Tablet,No,RING-012,Yes,PAY-DA9A663DB1,843de98714a4ac14,0.75,0.94,3,Yes,No,Yes,High Value >$50K|Fraud Ring Cluster,No,No,No
CLM-115399,Claim,CLM-115399,115399,1/19/2015,1/19/2015,1/19/2015,,4,15,3,49.0,Single Vehicle Collision,Front Collision,Total Loss,WV,Northbend,5667 4th Drive,15,Daytime,Wednesday,Snow,Dry,35,Moderate,1,Insured,Toyota,,Dodge,RAM,2011,?,2,2,0,No,Yes,Unknown,Yes,98160,8180,16360,73620,11043.0,1442.94,29473.62,Pending,104669.71,Open,?,POLICE INCIDENT,YES,2,YES,VERY_STRONG,Unknown,No,No,No,Ambulance,Y,Soft Tissue Only|Prior Claims,No,Fraud Confirmed,Yes,Independent witnesses available,40,HIT_AND_RUN_RECOVERY,HIT_AND_RUN_RECOVERY,VIABLE_RECOVERY_CASE,0.82,64,10,10,25,19,36,"Incident on 1/19/2015 in Northbend, WV.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 2 | Police Report: ?
Total Claim: $98160",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,49080.0,0.5,HIGH,NO,ADJ-2568,Maria Lopez,SUP-657,No,No,37.159079,-81.096569,Medium,Web Portal,Phone Call,No,RING-017,Yes,PAY-88BD9DEBFA,18699c29e7e835ae,0.68,0.95,2,Yes,Yes,Yes,High Value >$50K|Fraud Ring Cluster,Yes,No,Yes
CLM-736882,Claim,CLM-736882,736882,2/24/2015,2/24/2015,2/24/2015,,2,245,4,240.0,Single Vehicle Collision,Rear Collision,Minor Damage,VA,Riverwood,2502 Apache Hwy,6,Daytime,Tuesday,Rain,Gravel,65,Unknown,1,Third Party,Ford,,Ford,Escape,2005,NO,1,3,0,Yes,Yes,No,No,77880,7080,14160,56640,0.0,0.0,33069.4,EFT,84126.17,Closed - Paid,NO,NO_POLICE_REPOR,NO,3,YES,VERY_STRONG,Yes,No,No,No,Other,N,,No,Pending,Yes,Independent witnesses available,40,PRODUCT_LIABILITY_BRAKE_FAILURE,PRODUCT_LIABILITY_BRAKE_FAILURE|HIT_AND_RUN_RECOVERY,VIABLE_RECOVERY_CASE,0.86,72,10,18,25,19,36,"Incident on 2/24/2015 in Riverwood, VA.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $77880",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,38940.0,0.5,HIGH,NO,ADJ-8799,James Carter,SUP-338,No,No,37.311335,-77.553999,Low,Third Party,Desktop,No,,No,PAY-765254AEE9,f8c0d757b5aa112e,0.22,0.11,3,No,No,Yes,High Value >$50K|Injury No Police Report,No,No,No
CLM-699044,Claim,CLM-699044,699044,1/9/2015,1/9/2015,1/9/2015,2/10/2015,4,107,0,177.0,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Arlington,3418 Texas Lane,16,Rush Hour,Monday,Unknown,Gravel,Unknown,Low,3,Third Party,Chevrolet,2008.0,Ford,Escape,2006,NO,1,3,0,Yes,Yes,Yes,Yes,71500,16500,11000,44000,0.0,0.0,49543.42,Pending,84086.15,Open,YES,POLICE INCIDENT,YES,3,YES,VERY_STRONG,Unknown,Yes,No,No,Other,Y,,Yes,Fraud Confirmed,Yes,Multiple vehicles involved; Independent witnesses available; Police report available for cross-reference,80,TRAFFIC_SIGNAL_VIOLATION,TRAFFIC_SIGNAL_VIOLATION,STRONG_RECOVERY_CASE,0.95,92,20,22,25,25,72,"Incident on 1/9/2015 in Arlington, OH.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: YES
Total Claim: $71500",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,53625.0,0.75,HIGH,YES,ADJ-3507,Thomas Reed,SUP-208,No,No,39.498683,-83.437517,Low,Call Center,Mobile,No,RING-007,Yes,PAY-BDEA7E4921,fa18b7b291e0ebca,0.66,0.93,8,Yes,Yes,Yes,High Value >$50K|Fraud Ring Cluster,No,No,No
CLM-863236,Claim,CLM-863236,863236,1/28/2015,1/28/2015,1/28/2015,3/4/2015,5,92,2,254.0,Parked Car,?,Minor Damage,PA,Arlington,2533 Elm St,4,Night,Monday,Clear,Unknown,15,Low,1,Third Party,Chevrolet,2007.0,Toyota,Camry,2005,YES,1,3,0,Yes,Yes,Yes,No,9020,1640,820,6560,0.0,1026.53,2362.47,EFT,9601.51,Open,YES,POLICE INCIDENT,YES,3,YES,VERY_STRONG,No,Yes,No,No,Police,N,,No,Pending,Yes,Property damage reported; Independent witnesses available; Police report available for cross-reference,70,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE,VIABLE_RECOVERY_CASE,0.89,77,25,20,10,22,63,"Incident on 1/28/2015 in Arlington, PA.
Type: Parked Car | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: YES
Total Claim: $9020",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,4510.0,0.5,HIGH,NO,ADJ-4343,Maria Lopez,SUP-577,No,No,39.910795,-77.541445,High,Third Party,Tablet,No,,No,PAY-F3D03B4945,cff7812907845b95,0.24,0.02,0,No,No,No,,No,No,No
CLM-608513,Claim,CLM-608513,608513,1/7/2015,1/7/2015,1/7/2015,25/10/2015,4,269,0,77.0,Vehicle Theft,?,Minor Damage,VA,Northbrook,3790 Andromedia Hwy,5,Night,Thursday,Snow,Gravel,55,Unknown,1,Shared Fault,Toyota,,Suburu,Forrestor,2003,YES,2,1,0,No,Yes,Yes,Yes,5720,1040,520,4160,0.0,0.0,1834.39,Check,5811.23,Closed - Denied,?,AUTHORITIES_NOT,NO,1,YES,MODERATE,No,No,No,No,,Y,Prior Claims|No Police|High Value,No,Fraud Confirmed,Yes,Property damage reported; Independent witnesses available,60,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE,VIABLE_RECOVERY_CASE,0.81,62,10,20,10,22,54,"Incident on 1/7/2015 in Northbrook, VA.
Type: Vehicle Theft | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: ?
Total Claim: $5720",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,2860.0,0.5,HIGH,NO,ADJ-3702,Thomas Reed,SUP-564,No,No,37.447117,-80.432396,Low,Walk-In,Tablet,No,RING-011,Yes,PAY-0EE217D4AE,a05ff133efb7ec31,0.78,0.57,4,No,No,Yes,Fraud Ring Cluster,No,No,No
CLM-914088,Claim,CLM-914088,914088,1/8/2015,1/8/2015,1/8/2015,12/11/2015,3,334,0,,Single Vehicle Collision,Side Collision,Minor Damage,SC,Northbend,3220 Rock Drive,21,Night,Thursday,Fog,Unknown,25,Unknown,1,Insured,Chevrolet,2007.0,Dodge,Neon,2009,NO,1,0,0,No,Yes,Yes,Yes,69840,7760,15520,46560,0.0,0.0,0.0,Pending,74751.0,Closed - Denied,YES,POLICE INCIDENT,YES,0,NO,MODERATE,Unknown,No,No,No,Other,N,,No,Pending,No,Police report available for cross-reference,30,NO_PATTERN_DETECTED,NO_PATTERN_DETECTED,INVESTIGATE_FURTHER,0.7,40,10,5,25,0,27,"Incident on 1/8/2015 in Northbend, SC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: YES
Total Claim: $69840",P3,REQUEST_ADDITIONAL_INVESTIGATION,Low Subrogation Potential,17460.0,0.25,HIGH,NO,ADJ-2682,Thomas Reed,SUP-614,No,No,34.669394,-81.018238,Medium,Third Party,Desktop,Yes,,No,PAY-2757E8BF5F,07da3bda77e5c6d0,0.07,0.22,1,No,No,Yes,High Value >$50K,No,No,No
CLM-596785,Claim,CLM-596785,596785,2/15/2015,2/15/2015,2/15/2015,,4,185,2,179.0,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Northbrook,2100 Francis Drive,5,Night,Tuesday,Rain,Wet,65,Unknown,1,Shared Fault,Chevrolet,,Accura,TL,2011,NO,2,2,0,No,Yes,Yes,No,91650,14100,14100,63450,0.0,0.0,42168.29,Direct Deposit,96321.59,Subrogation Pending,NO,NO_POLICE_REPOR,NO,2,YES,STRONG,No,Yes,No,No,Police,N,,No,Pending,Yes,Independent witnesses available,40,PRODUCT_LIABILITY_BRAKE_FAILURE,PRODUCT_LIABILITY_BRAKE_FAILURE|HIT_AND_RUN_RECOVERY,VIABLE_RECOVERY_CASE,0.86,72,10,18,25,19,36,"Incident on 2/15/2015 in Northbrook, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $91650",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,45825.0,0.5,HIGH,NO,ADJ-9614,Thomas Reed,SUP-322,No,No,33.557325,-81.511234,Medium,Call Center,Desktop,No,,No,PAY-D97F4B9E64,4eeb3ef97820e76d,0.4,0.08,3,No,No,Yes,High Value >$50K,No,No,No
