:ID,:LABEL,policy_number,policy_bind_date,policy_expiry_date,policy_state,policy_status,coverage_csl,bodily_injury_limit,property_damage_limit,deductible_amount,annual_premium,monthly_premium,payment_frequency,total_paid_to_date,umbrella_coverage,umbrella_limit,uninsured_motorist_coverage,medical_payments_coverage,collision_coverage,comprehensive_coverage,endorsements,endorsement_count,multi_policy_discount,safe_driver_discount,loyalty_discount,total_discount_pct,prior_policy_carrier,policy_source_channel,renewal_count,cancellation_reason,last_reviewed_date,underwriter_id,territory_code,rated_drivers_count,rated_vehicles_count
POL-322613,Policy,322613,4/16/1995,4/16/1996,IN,Active,250/500,250K,500K,1000,1183.48,98.62,Semi-Annual,10888.02,No,0,Yes,Yes,Yes,Yes,Custom Parts,1,No,Yes,Yes,7.3,Nationwide,Online,8,N/A,9/01/2015,UW-1627,TER-IN-36,2,1
POL-871305,Policy,871305,2/14/1992,2/14/1993,IL,Suspended,500/1000,500K,1000K,2000,1537.13,128.09,Monthly,33202.01,No,0,Yes,No,Yes,Yes,Rideshare Coverage|Custom Parts,2,No,Yes,Yes,14.9,Nationwide,Referral,20,N/A,17/01/2015,UW-5125,TER-IL-10,2,1
POL-488037,Policy,488037,7/11/2007,7/11/2008,OH,Active,250/500,250K,500K,1000,1173.25,97.77,Quarterly,11145.88,No,0,Yes,Yes,No,Yes,None,0,Yes,No,Yes,15.1,Allstate,Agent,8,N/A,7/01/2015,UW-8038,TER-OH-77,1,1
POL-485813,Policy,485813,4/7/2010,4/7/2011,IN,Active,250/500,250K,500K,1000,1361.16,113.43,Annual,45871.09,Yes,4000000,Yes,Yes,Yes,Yes,None,0,No,No,Yes,12.9,Nationwide,Agent,32,N/A,16/01/2015,UW-5069,TER-IN-43,1,1
POL-886473,Policy,886473,3/10/1991,3/10/1992,OH,Active,500/1000,500K,1000K,2000,1422.56,118.55,Quarterly,33430.16,Yes,7000000,No,Yes,No,Yes,Custom Parts|Rideshare Coverage|Roadside Assistance,3,Yes,No,Yes,11.9,State Farm,Online,22,N/A,10/01/2015,UW-9167,TER-OH-14,2,1
POL-907113,Policy,907113,1/20/1996,1/20/1997,IL,Active,500/1000,500K,1000K,2000,1143.06,95.25,Semi-Annual,5486.69,No,0,No,No,Yes,Yes,None,0,No,No,No,19.4,Progressive,Online,3,N/A,14/01/2015,UW-6967,TER-IL-38,2,1
POL-833321,Policy,833321,3/1/2010,3/1/2011,IN,Lapsed,250/500,250K,500K,500,1405.71,117.14,Annual,25162.21,No,0,Yes,No,Yes,Yes,Gap Coverage|Roadside Assistance,2,No,Yes,Yes,1.9,Progressive,Agent,16,N/A,24/01/2015,UW-2277,TER-IN-95,1,1
POL-521592,Policy,521592,6/15/2014,6/15/2015,IL,Active,100/300,100K,300K,500,1354.2,112.85,Semi-Annual,15844.14,No,0,Yes,Yes,Yes,Yes,New Car Replacement,1,No,No,Yes,14.0,Allstate,Agent,10,N/A,21/01/2015,UW-9654,TER-IL-52,2,1
POL-254837,Policy,254837,11/25/2004,11/25/2005,IN,Active,100/300,100K,300K,500,1055.6,87.97,Monthly,21956.48,No,0,Yes,Yes,Yes,Yes,Roadside Assistance|Custom Parts,2,Yes,No,Yes,13.5,Nationwide,Agent,19,N/A,5/01/2015,UW-2458,TER-IN-95,3,1
POL-634499,Policy,634499,8/26/2000,8/26/2001,IL,Lapsed,250/500,250K,500K,1000,999.43,83.29,Semi-Annual,23786.43,No,0,Yes,Yes,Yes,Yes,Custom Parts,1,Yes,No,Yes,17.1,Allstate,Agent,22,N/A,22/01/2015,UW-5153,TER-IL-19,1,1
POL-574707,Policy,574707,8/23/2005,8/23/2006,IN,Active,250/500,250K,500K,2000,1155.97,96.33,Monthly,34332.31,No,0,Yes,No,Yes,Yes,New Car Replacement|Roadside Assistance|Gap Coverage,3,No,Yes,Yes,23.0,None - First Policy,Agent,28,N/A,28/01/2015,UW-8160,TER-IN-62,2,1
POL-476839,Policy,476839,8/9/1990,8/9/1991,IL,Active,250/500,250K,500K,1000,1726.91,143.91,Quarterly,9325.31,No,0,Yes,No,Yes,Yes,Roadside Assistance|Rental Reimbursement,2,No,No,Yes,7.0,Allstate,Referral,4,N/A,15/01/2015,UW-6425,TER-IL-56,1,1
POL-149601,Policy,149601,3/28/2003,3/28/2004,IN,Active,500/1000,500K,1000K,500,1232.57,102.71,Annual,19228.09,No,0,Yes,No,No,Yes,Rental Reimbursement|Roadside Assistance|Rideshare Coverage,3,No,No,Yes,18.1,Nationwide,Agent,14,N/A,4/01/2015,UW-4544,TER-IN-83,1,1
POL-630683,Policy,630683,10/23/2007,10/23/2008,OH,Active,250/500,250K,500K,500,1078.65,89.89,Annual,34732.53,No,0,No,Yes,Yes,Yes,Rideshare Coverage|Custom Parts|Rental Reimbursement,3,No,No,Yes,10.9,None - First Policy,Online,31,N/A,11/01/2015,UW-7214,TER-OH-79,3,1
POL-500639,Policy,500639,6/27/1996,6/27/1997,OH,Cancelled,500/1000,500K,1000K,1000,1324.78,110.4,Quarterly,21726.39,No,0,No,Yes,Yes,Yes,Rental Reimbursement,1,Yes,No,Yes,2.6,Nationwide,Online,15,N/A,24/01/2015,UW-8324,TER-OH-34,2,1
POL-352120,Policy,352120,12/11/1994,12/11/1995,IN,Lapsed,250/500,250K,500K,500,1518.54,126.55,Monthly,20955.85,No,0,No,Yes,Yes,Yes,Rideshare Coverage,1,No,Yes,Yes,14.4,State Farm,Agent,12,N/A,10/01/2015,UW-9039,TER-IN-53,1,1
POL-569245,Policy,569245,12/5/1995,12/5/1996,IL,Active,100/300,100K,300K,2000,1239.06,103.25,Semi-Annual,30233.06,No,0,Yes,No,Yes,No,Gap Coverage|Rideshare Coverage|Custom Parts,3,No,Yes,Yes,5.5,State Farm,Agent,23,N/A,1/01/2015,UW-4872,TER-IL-64,2,1
POL-907012,Policy,907012,12/15/1996,12/15/1997,OH,Active,500/1000,500K,1000K,2000,1246.68,103.89,Annual,18575.53,No,0,Yes,No,Yes,Yes,Roadside Assistance|Custom Parts|Rideshare Coverage,3,Yes,No,Yes,8.7,None - First Policy,Agent,13,N/A,17/01/2015,UW-3728,TER-OH-76,1,1
POL-700074,Policy,700074,6/6/2011,6/6/2012,OH,Cancelled,250/500,250K,500K,1000,1622.67,135.22,Semi-Annual,10222.82,No,0,Yes,Yes,Yes,Yes,Custom Parts,1,Yes,No,Yes,23.3,Progressive,Online,5,N/A,6/01/2015,UW-8643,TER-OH-86,2,1
POL-866805,Policy,866805,12/13/1995,12/13/1996,OH,Pending Renewal,250/500,250K,500K,500,1082.36,90.2,Semi-Annual,9524.77,No,0,Yes,No,Yes,Yes,Roadside Assistance|Rideshare Coverage,2,Yes,No,Yes,20.4,Nationwide,Online,7,N/A,9/01/2015,UW-9514,TER-OH-94,1,1
POL-951863,Policy,951863,10/28/1997,10/28/1998,OH,Active,250/500,250K,500K,1000,1270.55,105.88,Semi-Annual,10291.45,No,0,No,Yes,Yes,No,None,0,No,No,Yes,13.7,None - First Policy,Online,7,N/A,23/01/2015,UW-1448,TER-OH-47,2,1
POL-211578,Policy,211578,1/4/1996,1/4/1997,IL,Active,500/1000,500K,1000K,1000,1236.32,103.03,Annual,15206.74,Yes,5000000,No,Yes,Yes,Yes,Custom Parts|Roadside Assistance|Rideshare Coverage,3,No,No,Yes,22.9,None - First Policy,Agent,11,N/A,8/01/2015,UW-4371,TER-IL-80,1,1
POL-357394,Policy,357394,5/9/2008,5/9/2009,IL,Active,250/500,250K,500K,2000,785.82,65.48,Semi-Annual,5029.25,No,0,No,No,Yes,Yes,Gap Coverage|Rideshare Coverage|New Car Replacement,3,Yes,No,Yes,1.7,Progressive,Phone,5,N/A,9/01/2015,UW-7649,TER-IL-35,1,1
POL-863749,Policy,863749,12/5/2009,12/5/2010,IN,Cancelled,250/500,250K,500K,500,1265.84,105.49,Monthly,31139.66,No,0,Yes,Yes,Yes,Yes,None,0,No,No,Yes,11.6,State Farm,Agent,23,N/A,6/01/2015,UW-6886,TER-IN-34,2,1
POL-596914,Policy,596914,1/5/1992,1/5/1993,IN,Active,250/500,250K,500K,500,1508.9,125.74,Monthly,15843.45,No,0,No,Yes,Yes,Yes,Gap Coverage,1,No,No,Yes,20.9,None - First Policy,Phone,9,N/A,3/01/2015,UW-9327,TER-IN-12,2,1
POL-684653,Policy,684653,11/15/1997,11/15/1998,OH,Active,250/500,250K,500K,2000,1106.84,92.24,Annual,12175.24,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement|Gap Coverage,2,No,Yes,Yes,15.5,State Farm,Referral,10,N/A,12/01/2015,UW-9077,TER-OH-88,3,1
POL-528259,Policy,528259,12/22/2012,12/22/2013,IN,Active,500/1000,500K,1000K,2000,1389.13,115.76,Monthly,42785.2,Yes,7000000,No,No,Yes,No,New Car Replacement,1,Yes,Yes,Yes,19.4,Nationwide,Agent,29,N/A,15/01/2015,UW-2278,TER-IN-95,3,1
POL-797636,Policy,797636,5/19/1992,5/19/1993,IN,Active,100/300,100K,300K,1000,974.84,81.24,Annual,20861.58,No,0,Yes,Yes,Yes,Yes,Roadside Assistance|Custom Parts|Rideshare Coverage,3,Yes,No,Yes,5.0,Nationwide,Agent,20,N/A,22/01/2015,UW-2002,TER-IN-59,1,1
POL-326180,Policy,326180,5/25/2002,5/25/2003,IL,Active,100/300,100K,300K,2000,1304.46,108.7,Semi-Annual,1043.57,No,0,No,No,Yes,Yes,Gap Coverage|Rental Reimbursement,2,No,No,No,19.4,Allstate,Agent,0,N/A,18/01/2015,UW-1849,TER-IL-48,2,1
POL-620075,Policy,620075,4/21/2010,4/21/2011,OH,Active,250/500,250K,500K,500,1257.36,104.78,Annual,19363.34,No,0,Yes,No,Yes,Yes,None,0,No,No,Yes,24.1,State Farm,Online,14,N/A,6/01/2015,UW-5326,TER-OH-71,2,1
POL-965187,Policy,965187,3/26/1990,3/26/1991,OH,Active,250/500,250K,500K,500,1257.04,104.75,Annual,24512.28,No,0,Yes,No,Yes,Yes,Rideshare Coverage|New Car Replacement,2,No,Yes,Yes,11.4,Progressive,Online,18,N/A,12/01/2015,UW-5619,TER-OH-20,1,1
POL-516182,Policy,516182,5/12/2007,5/12/2008,OH,Active,100/300,100K,300K,2000,719.52,59.96,Annual,15181.87,No,0,No,No,Yes,Yes,Rental Reimbursement|New Car Replacement|Roadside Assistance,3,Yes,No,Yes,9.0,None - First Policy,Referral,20,N/A,12/01/2015,UW-5518,TER-OH-59,3,1
POL-728839,Policy,728839,1/2/2001,1/2/2002,OH,Active,500/1000,500K,1000K,2000,1524.18,127.02,Monthly,29569.09,No,0,No,No,Yes,No,None,0,No,Yes,Yes,19.0,Progressive,Agent,18,N/A,25/01/2015,UW-4357,TER-OH-48,1,1
POL-771509,Policy,771509,8/10/2006,8/10/2007,IN,Active,500/1000,500K,1000K,500,1395.58,116.3,Semi-Annual,31819.22,No,0,No,Yes,Yes,Yes,Roadside Assistance|Rideshare Coverage,2,Yes,No,Yes,19.7,Nationwide,Referral,21,N/A,21/01/2015,UW-9286,TER-IN-98,2,1
POL-264221,Policy,264221,7/28/2014,7/28/2015,IL,Active,500/1000,500K,1000K,1000,1243.68,103.64,Semi-Annual,30843.26,No,0,No,No,Yes,Yes,New Car Replacement|Rideshare Coverage|Custom Parts,3,No,Yes,Yes,13.5,State Farm,Agent,23,N/A,11/01/2015,UW-9771,TER-IL-12,2,1
POL-602704,Policy,602704,9/27/2011,9/27/2012,OH,Active,500/1000,500K,1000K,1000,1189.04,99.09,Monthly,27110.11,No,0,Yes,Yes,Yes,Yes,None,0,No,No,Yes,9.2,Nationwide,Online,21,N/A,18/01/2015,UW-5986,TER-OH-36,1,1
POL-672416,Policy,672416,4/20/2013,4/20/2014,IN,Active,500/1000,500K,1000K,2000,1375.29,114.61,Quarterly,16778.54,No,0,No,No,Yes,Yes,None,0,No,No,Yes,10.5,Progressive,Agent,11,N/A,15/01/2015,UW-7489,TER-IN-85,2,1
POL-545506,Policy,545506,3/20/1991,3/20/1992,IN,Active,100/300,100K,300K,500,1389.13,115.76,Annual,33061.29,No,0,Yes,No,Yes,Yes,New Car Replacement,1,No,No,Yes,12.3,Allstate,Phone,22,N/A,26/01/2015,UW-3065,TER-IN-18,3,1
POL-777533,Policy,777533,12/21/2002,12/21/2003,OH,Active,500/1000,500K,1000K,1000,1387.51,115.63,Quarterly,33438.99,No,0,Yes,No,Yes,Yes,None,0,No,No,Yes,19.4,Nationwide,Agent,23,N/A,7/01/2015,UW-1094,TER-OH-58,1,1
POL-953334,Policy,953334,12/3/2005,12/3/2006,IN,Active,100/300,100K,300K,1000,1178.61,98.22,Monthly,41958.52,Yes,7000000,Yes,Yes,Yes,Yes,None,0,No,Yes,Yes,5.1,Nationwide,Online,34,N/A,24/01/2015,UW-8404,TER-IN-53,1,1
POL-369781,Policy,369781,5/25/2011,5/25/2012,IL,Active,250/500,250K,500K,2000,1166.62,97.22,Monthly,36981.85,Yes,6000000,Yes,Yes,Yes,No,Gap Coverage|Custom Parts|Rental Reimbursement,3,No,No,Yes,19.6,Nationwide,Agent,30,N/A,13/01/2015,UW-2256,TER-IL-72,1,1
POL-990998,Policy,990998,10/18/2006,10/18/2007,IN,Active,100/300,100K,300K,1000,1556.31,129.69,Annual,1711.94,No,0,Yes,Yes,Yes,Yes,None,0,No,No,No,9.2,State Farm,Agent,0,N/A,22/01/2015,UW-1178,TER-IN-38,1,1
POL-982678,Policy,982678,7/19/2006,7/19/2007,OH,Active,250/500,250K,500K,500,1452.27,121.02,Quarterly,34128.35,No,0,Yes,Yes,No,Yes,Roadside Assistance,1,Yes,Yes,Yes,18.3,None - First Policy,Referral,22,N/A,3/01/2015,UW-6296,TER-OH-19,2,1
POL-646069,Policy,646069,6/8/2002,6/8/2003,OH,Active,500/1000,500K,1000K,1000,1212.07,101.01,Quarterly,31513.82,No,0,No,Yes,Yes,Yes,Rental Reimbursement|Roadside Assistance,2,No,No,Yes,5.7,Progressive,Agent,25,N/A,24/01/2015,UW-3347,TER-OH-88,1,1
POL-331683,Policy,331683,2/12/2009,2/12/2010,OH,Active,100/300,100K,300K,2000,1578.54,131.54,Annual,35043.59,No,0,Yes,Yes,Yes,Yes,None,0,No,No,Yes,19.8,State Farm,Referral,21,N/A,9/01/2015,UW-1818,TER-OH-81,1,1
POL-364055,Policy,364055,5/14/2001,5/14/2002,IN,Active,500/1000,500K,1000K,500,1488.26,124.02,Annual,3720.65,No,0,Yes,Yes,No,Yes,Gap Coverage|Rideshare Coverage,2,Yes,Yes,No,3.0,Allstate,Referral,1,N/A,19/01/2015,UW-7197,TER-IN-89,1,1
POL-521854,Policy,521854,2/16/2001,2/16/2002,IN,Active,250/500,250K,500K,1000,1096.39,91.37,Quarterly,18090.44,No,0,No,Yes,Yes,Yes,Roadside Assistance,1,No,No,Yes,4.6,None - First Policy,Phone,15,N/A,20/01/2015,UW-8256,TER-IN-98,1,1
POL-737252,Policy,737252,11/18/1993,11/18/1994,OH,Cancelled,500/1000,500K,1000K,2000,1215.36,101.28,Annual,29411.71,No,0,Yes,Yes,Yes,No,New Car Replacement,1,No,No,Yes,6.5,Nationwide,Agent,23,N/A,27/01/2015,UW-2693,TER-OH-13,1,1
POL-344480,Policy,344480,2/18/1990,2/18/1991,OH,Active,100/300,100K,300K,2000,1482.57,123.55,Semi-Annual,32171.77,No,0,Yes,Yes,Yes,Yes,None,0,No,Yes,Yes,7.5,State Farm,Agent,20,N/A,11/01/2015,UW-9110,TER-OH-40,2,1
POL-898519,Policy,898519,5/21/2000,5/21/2001,OH,Pending Renewal,250/500,250K,500K,1000,954.18,79.52,Quarterly,18511.09,No,0,Yes,Yes,Yes,Yes,Gap Coverage,1,No,Yes,Yes,24.4,State Farm,Agent,18,N/A,9/01/2015,UW-7656,TER-OH-86,1,1
POL-957816,Policy,957816,8/26/2012,8/26/2013,IL,Active,500/1000,500K,1000K,2000,1193.4,99.45,Monthly,12888.72,No,0,No,No,Yes,Yes,Rental Reimbursement|Rideshare Coverage,2,No,No,Yes,11.7,Nationwide,Agent,9,N/A,11/01/2015,UW-5119,TER-IL-94,1,1
POL-175960,Policy,175960,11/16/2004,11/16/2005,IN,Active,100/300,100K,300K,1000,1023.11,85.26,Annual,19643.71,No,0,Yes,No,Yes,Yes,Rental Reimbursement|Roadside Assistance,2,No,No,Yes,4.4,State Farm,Agent,18,N/A,26/01/2015,UW-8762,TER-IN-82,1,1
POL-489618,Policy,489618,1/23/2003,1/23/2004,IL,Active,500/1000,500K,1000K,1000,1524.45,127.04,Semi-Annual,26982.76,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement|Custom Parts,2,No,Yes,Yes,12.2,Progressive,Agent,16,N/A,23/01/2015,UW-6598,TER-IL-62,2,1
POL-717044,Policy,717044,11/7/2008,11/7/2009,OH,Active,500/1000,500K,1000K,1000,1653.32,137.78,Quarterly,41167.67,No,0,Yes,Yes,Yes,Yes,Rideshare Coverage|Custom Parts|Roadside Assistance,3,No,Yes,Yes,1.2,Nationwide,Online,23,N/A,2/01/2015,UW-5411,TER-OH-50,1,1
POL-101421,Policy,101421,10/19/1999,10/19/2000,IL,Active,250/500,250K,500K,1000,1022.46,85.2,Semi-Annual,7770.7,No,0,Yes,Yes,Yes,No,Gap Coverage|Roadside Assistance,2,No,Yes,Yes,6.0,None - First Policy,Agent,6,N/A,7/01/2015,UW-4586,TER-IL-16,1,1
POL-793948,Policy,793948,12/20/1990,12/20/1991,IL,Active,100/300,100K,300K,2000,1396.43,116.37,Annual,46361.48,No,0,Yes,Yes,Yes,Yes,Rideshare Coverage,1,No,Yes,Yes,9.3,Allstate,Agent,32,N/A,4/01/2015,UW-1130,TER-IL-26,2,1
POL-737483,Policy,737483,2/14/1996,2/14/1997,IL,Active,250/500,250K,500K,500,1521.55,126.8,Quarterly,27692.21,No,0,Yes,Yes,Yes,No,Roadside Assistance|Custom Parts|Gap Coverage,3,No,No,Yes,21.7,Allstate,Online,17,N/A,21/01/2015,UW-8708,TER-IL-28,1,1
POL-695117,Policy,695117,6/10/2001,6/10/2002,IN,Active,100/300,100K,300K,1000,1034.27,86.19,Annual,13135.23,No,0,Yes,No,No,Yes,Custom Parts|Rental Reimbursement,2,No,Yes,Yes,21.1,Nationwide,Agent,11,N/A,23/01/2015,UW-2846,TER-IN-60,1,1
POL-167466,Policy,167466,3/17/2010,3/17/2011,OH,Pending Renewal,100/300,100K,300K,1000,1255.35,104.61,Monthly,22219.69,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement|Roadside Assistance|Gap Coverage,3,No,Yes,Yes,12.9,State Farm,Agent,16,N/A,15/01/2015,UW-6567,TER-OH-48,1,1
POL-664732,Policy,664732,7/30/2003,7/30/2004,IL,Active,500/1000,500K,1000K,2000,1396.89,116.41,Quarterly,28217.18,Yes,6000000,Yes,No,Yes,Yes,Roadside Assistance|Custom Parts|New Car Replacement,3,No,Yes,Yes,6.8,None - First Policy,Referral,19,N/A,25/01/2015,UW-5919,TER-IL-38,3,1
POL-143038,Policy,143038,9/17/2014,9/17/2015,OH,Cancelled,500/1000,500K,1000K,500,795.31,66.28,Semi-Annual,5328.58,No,0,Yes,Yes,Yes,Yes,Custom Parts,1,Yes,Yes,Yes,6.5,Nationwide,Online,5,N/A,3/01/2015,UW-1871,TER-OH-22,1,1
POL-979963,Policy,979963,6/3/2009,6/3/2010,IN,Active,100/300,100K,300K,500,982.22,81.85,Annual,21314.17,No,0,Yes,No,Yes,Yes,None,0,No,Yes,Yes,3.7,Nationwide,Agent,20,N/A,17/01/2015,UW-6701,TER-IN-99,1,1
POL-467841,Policy,467841,10/11/1994,10/11/1995,IN,Active,500/1000,500K,1000K,500,1074.07,89.51,Quarterly,11922.18,No,0,Yes,Yes,Yes,Yes,Gap Coverage,1,Yes,No,Yes,24.3,State Farm,Agent,10,N/A,20/01/2015,UW-4226,TER-IN-19,3,1
POL-219028,Policy,219028,7/18/1991,7/18/1992,OH,Pending Renewal,100/300,100K,300K,1000,1311.3,109.27,Semi-Annual,31733.46,No,0,Yes,No,Yes,No,Rental Reimbursement|Rideshare Coverage|Gap Coverage,3,No,No,Yes,6.1,Allstate,Online,23,N/A,19/01/2015,UW-3468,TER-OH-64,3,1
POL-130156,Policy,130156,9/24/2001,9/24/2002,IL,Active,250/500,250K,500K,2000,1277.12,106.43,Monthly,34226.82,No,0,No,No,Yes,Yes,None,0,No,Yes,Yes,23.8,Progressive,Agent,25,N/A,14/01/2015,UW-1002,TER-IL-18,2,1
POL-762951,Policy,762951,9/19/2012,9/19/2013,IN,Pending Renewal,500/1000,500K,1000K,500,1388.62,115.72,Monthly,26383.78,No,0,Yes,No,Yes,No,None,0,No,No,Yes,6.6,Progressive,Referral,18,N/A,25/01/2015,UW-9968,TER-IN-26,2,1
POL-376879,Policy,376879,7/11/1991,7/11/1992,IL,Active,100/300,100K,300K,1000,1406.52,117.21,Monthly,22785.62,Yes,8000000,Yes,Yes,Yes,Yes,Gap Coverage|Custom Parts,2,No,No,Yes,3.9,Nationwide,Referral,15,N/A,12/01/2015,UW-6784,TER-IL-40,1,1
POL-599031,Policy,599031,10/29/1991,10/29/1992,IN,Active,100/300,100K,300K,500,1558.29,129.86,Annual,32100.77,No,0,Yes,Yes,Yes,No,Roadside Assistance|New Car Replacement|Custom Parts,3,No,Yes,Yes,17.1,Allstate,Agent,19,N/A,25/01/2015,UW-2984,TER-IN-60,1,1
POL-676255,Policy,676255,12/28/1999,12/28/2000,IN,Active,500/1000,500K,1000K,1000,1132.47,94.37,Semi-Annual,38277.49,Yes,4000000,Yes,No,Yes,Yes,Custom Parts,1,No,No,Yes,4.6,None - First Policy,Agent,32,N/A,17/01/2015,UW-4535,TER-IN-26,1,1
POL-985446,Policy,985446,10/11/2012,10/11/2013,OH,Active,250/500,250K,500K,2000,1896.91,158.08,Annual,22762.92,No,0,Yes,Yes,Yes,Yes,None,0,No,No,Yes,22.1,Allstate,Online,11,N/A,16/01/2015,UW-3680,TER-OH-86,3,1
POL-884180,Policy,884180,8/19/1995,8/19/1996,IL,Active,500/1000,500K,1000K,500,1143.46,95.29,Semi-Annual,32245.57,Yes,4000000,No,No,Yes,Yes,Rideshare Coverage,1,No,No,Yes,1.8,Progressive,Phone,27,N/A,3/01/2015,UW-4309,TER-IL-52,1,1
POL-571462,Policy,571462,2/11/1991,2/11/1992,IN,Active,500/1000,500K,1000K,500,1285.42,107.12,Monthly,12982.74,No,0,Yes,Yes,Yes,No,None,0,Yes,No,Yes,21.4,Nationwide,Phone,9,N/A,10/01/2015,UW-3934,TER-IN-83,3,1
POL-815883,Policy,815883,7/2/1991,7/2/1992,OH,Active,250/500,250K,500K,2000,1305.26,108.77,Quarterly,43334.63,No,0,Yes,Yes,Yes,Yes,Custom Parts|Gap Coverage|Roadside Assistance,3,No,No,Yes,5.0,Progressive,Agent,32,N/A,15/01/2015,UW-2096,TER-OH-83,3,1
POL-258265,Policy,258265,4/10/1994,4/10/1995,IL,Active,100/300,100K,300K,1000,1073.83,89.49,Monthly,859.06,No,0,No,Yes,Yes,No,Roadside Assistance|Gap Coverage|Rideshare Coverage,3,No,No,No,2.8,Nationwide,Agent,0,N/A,25/01/2015,UW-9344,TER-IL-40,1,1
POL-569714,Policy,569714,12/4/2005,12/4/2006,OH,Active,500/1000,500K,1000K,1000,1051.67,87.64,Semi-Annual,10096.03,No,0,Yes,Yes,No,Yes,Gap Coverage|Roadside Assistance|New Car Replacement,3,No,No,Yes,7.6,Progressive,Referral,8,N/A,28/01/2015,UW-4815,TER-OH-36,2,1
POL-180008,Policy,180008,7/16/2014,7/16/2015,IL,Active,250/500,250K,500K,1000,1387.35,115.61,Semi-Annual,32325.25,No,0,Yes,Yes,Yes,No,Gap Coverage,1,No,No,Yes,1.5,Nationwide,Referral,22,N/A,16/01/2015,UW-9396,TER-IL-72,2,1
POL-633375,Policy,633375,9/17/2003,9/17/2004,IL,Lapsed,250/500,250K,500K,500,1083.64,90.3,Annual,22973.17,No,0,Yes,Yes,Yes,Yes,New Car Replacement,1,No,Yes,Yes,20.0,None - First Policy,Phone,20,N/A,10/01/2015,UW-3595,TER-IL-82,3,1
POL-556538,Policy,556538,7/15/2000,7/15/2001,IL,Active,250/500,250K,500K,1000,1851.78,154.31,Semi-Annual,21851.0,No,0,No,Yes,Yes,Yes,Roadside Assistance,1,No,Yes,Yes,0.1,None - First Policy,Referral,10,N/A,24/01/2015,UW-1168,TER-IL-47,1,1
POL-669501,Policy,669501,7/29/2009,7/29/2010,IN,Active,250/500,250K,500K,500,1270.29,105.86,Semi-Annual,46746.67,Yes,4000000,No,Yes,Yes,Yes,New Car Replacement|Gap Coverage,2,Yes,Yes,Yes,3.0,State Farm,Phone,35,N/A,9/01/2015,UW-5625,TER-IN-52,1,1
POL-963761,Policy,963761,4/13/1991,4/13/1992,OH,Active,500/1000,500K,1000K,500,1459.99,121.67,Annual,46427.68,No,0,Yes,Yes,Yes,Yes,Roadside Assistance|Custom Parts|Rental Reimbursement,3,No,Yes,Yes,15.8,None - First Policy,Phone,30,N/A,18/01/2015,UW-6365,TER-OH-16,1,1
POL-753005,Policy,753005,11/20/2005,11/20/2006,IL,Active,100/300,100K,300K,2000,1253.44,104.45,Monthly,19929.7,No,0,Yes,No,Yes,Yes,New Car Replacement|Rental Reimbursement|Gap Coverage,3,No,No,Yes,4.7,None - First Policy,Online,14,N/A,7/01/2015,UW-2187,TER-IL-86,2,1
POL-454758,Policy,454758,5/20/1990,5/20/1991,IN,Active,100/300,100K,300K,1000,1142.48,95.21,Monthly,13824.01,No,0,Yes,Yes,Yes,No,Roadside Assistance|Gap Coverage|New Car Replacement,3,Yes,Yes,Yes,23.1,State Farm,Agent,11,N/A,7/01/2015,UW-6949,TER-IN-84,2,1
POL-698589,Policy,698589,11/28/2002,11/28/2003,IL,Active,500/1000,500K,1000K,1000,1188.45,99.04,Quarterly,47419.15,No,0,Yes,No,Yes,Yes,Custom Parts|Gap Coverage|Rental Reimbursement,3,Yes,No,Yes,2.2,Progressive,Online,38,N/A,20/01/2015,UW-9532,TER-IL-54,1,1
POL-330119,Policy,330119,6/15/2004,6/15/2005,IL,Active,500/1000,500K,1000K,1000,1125.4,93.78,Semi-Annual,20144.66,No,0,No,No,Yes,Yes,New Car Replacement|Roadside Assistance|Rental Reimbursement,3,No,Yes,Yes,3.4,State Farm,Agent,16,N/A,13/01/2015,UW-5793,TER-IL-12,2,1
POL-164464,Policy,164464,9/26/2010,9/26/2011,OH,Active,250/500,250K,500K,500,1294.41,107.87,Annual,4400.99,No,0,Yes,No,Yes,Yes,Custom Parts,1,No,No,No,5.3,State Farm,Online,2,N/A,24/01/2015,UW-3335,TER-OH-46,1,1
POL-927354,Policy,927354,9/15/1990,9/15/1991,IN,Pending Renewal,100/300,100K,300K,500,1459.5,121.62,Quarterly,5546.1,No,0,Yes,No,Yes,No,New Car Replacement|Gap Coverage|Roadside Assistance,3,No,No,No,23.3,Nationwide,Agent,2,N/A,16/01/2015,UW-3851,TER-IN-73,2,1
POL-231508,Policy,231508,9/16/2009,9/16/2010,IL,Active,100/300,100K,300K,500,1367.99,114.0,Monthly,17783.87,No,0,Yes,No,Yes,Yes,None,0,Yes,No,Yes,19.7,Nationwide,Phone,12,N/A,9/01/2015,UW-4442,TER-IL-10,1,1
POL-272910,Policy,272910,8/12/1999,8/12/2000,IN,Active,250/500,250K,500K,500,1594.37,132.86,Quarterly,32684.58,No,0,Yes,No,No,Yes,New Car Replacement,1,No,No,Yes,18.8,Allstate,Referral,19,N/A,18/01/2015,UW-1850,TER-IN-76,1,1
