:ID,:LABEL,vin_number,vehicle_year,vehicle_make,vehicle_model,vehicle_age_years,vehicle_primary_use,garaging_type,estimated_annual_mileage,odometer_estimate,fuel_type,transmission,body_style,color,engine_size_liters,cylinders,horsepower,curb_weight_lbs,seating_capacity,title_status,condition,market_value_usd,purchase_price_usd,purchase_date,purchase_type,financing_type,lien_holder,anti_theft_device,safety_rating_nhtsa,airbags_count,abs_brakes,backup_camera,telematics_device,commercial_use,modified_vehicle,salvage_title_history,last_inspection_date,registration_state,registration_expiry,recalls_open,vin_hash,previous_owners_count,auction_sourced_flag,import_flag,telematics_risk_score,odometer_rollback_flag,total_loss_history_count
VEH-622NZSCW16M7E7LJR,Vehicle,622NZSCW16M7E7LJR,1997,Nissan,Maxima,18,Personal,Private Garage,7500,135000,Diesel,Automatic,Minivan,Orange,4.8,4,175,3891,2,Clean,Excellent,500,48391,7/11/1997,Certified Pre-Owned,Financed,Bank of America,No,3-Star,2,Yes,No,No,No,No,No,12/01/2014,OH,12/31/2015,1,d1e9fab62e67ce8c,5,No,No,0.2,No,0
VEH-89LJ4FW4XFG6WMJXD,Vehicle,89LJ4FW4XFG6WMJXD,1997,Nissan,Maxima,18,Commute,Private Garage,25000,450000,Electric,Automatic,Sedan,Silver,2.1,8,306,4047,5,Clean,Fair,500,54142,12/12/1997,New,Financed,,Yes,4-Star,4,Yes,No,No,No,No,No,4/01/2014,OH,12/31/2015,2,44ed078d5c27c66c,2,Yes,No,0.6,No,0
VEH-JN6MUKLGSNZW1S6KY,Vehicle,JN6MUKLGSNZW1S6KY,2007,Jeep,Wrangler,8,Personal,Covered Parking Lot,10000,80000,Diesel,Manual,Minivan,Orange,4.8,4,298,3321,5,Clean,Good,17887,44340,1/27/2007,Used,Leased,Wells Fargo Auto,No,5-Star,2,Yes,No,No,No,No,No,5/01/2014,IL,12/31/2015,2,16d0cc07d8c8a590,0,No,No,0.37,No,0
VEH-6UL61DAX0X7JBCWE3,Vehicle,6UL61DAX0X7JBCWE3,2015,Jeep,Wrangler,0,Rideshare,On-Street Parking,15000,0,Diesel,Manual,Coupe,Green,4.6,8,284,3254,4,Clean,Excellent,30985,49073,10/21/2015,Used,Financed,Chase Auto,No,3-Star,2,Yes,Yes,No,No,No,No,5/01/2014,IL,12/31/2015,3,6c1f31430d2282e6,4,No,No,0.89,No,0
VEH-P7U6RF92KE65RLBFK,Vehicle,P7U6RF92KE65RLBFK,2015,Volkswagen,Passat,0,Pleasure Only,On-Street Parking,20000,0,Electric,CVT,SUV,Brown,1.6,6,298,4581,4,Salvage,Excellent,32009,52340,12/3/2015,Used,Owned Outright,Chase Auto,No,Not Rated,8,Yes,Yes,No,No,No,No,10/01/2014,IN,12/31/2015,3,9a2953afc3bd8b93,2,No,No,0.86,No,0
VEH-5TWZ8PJGB6DSEFKC1,Vehicle,5TWZ8PJGB6DSEFKC1,2012,Mercedes,C300,3,Commute,Storage Unit,10000,30000,Flex Fuel,CVT,Coupe,Black,3.6,8,285,3441,7,Clean,Excellent,20910,30534,7/22/2012,Used,Financed,Wells Fargo Auto,No,4-Star,2,Yes,Yes,Yes,No,No,No,8/01/2014,IN,12/31/2015,3,3256fa2484f8015c,4,No,No,0.26,No,0
VEH-KSXL4JV4F3H67H36V,Vehicle,KSXL4JV4F3H67H36V,2003,Suburu,Forrestor,12,Personal,Private Garage,10000,120000,Diesel,Automatic,Hatchback,Blue,2.5,4,255,3859,2,Clean,Good,8673,36480,9/5/2003,Used,Owned Outright,,No,4-Star,10,Yes,No,No,No,No,No,2/01/2014,OH,12/31/2015,0,e6f0199961e093ee,0,No,No,0.02,No,0
VEH-XS2AJVT5S845M44DG,Vehicle,XS2AJVT5S845M44DG,2007,Suburu,Impreza,8,Personal,Storage Unit,18000,144000,Flex Fuel,Manual,Truck,Black,2.9,4,377,4944,4,Clean,Good,15406,36384,11/11/2007,Used,Financed,Chase Auto,Yes,3-Star,8,Yes,No,No,No,Yes,No,10/01/2014,IL,12/31/2015,2,28a1cb929b405fc8,1,No,No,0.2,Yes,0
VEH-9G40WLH24N9LLDAFS,Vehicle,9G40WLH24N9LLDAFS,2001,Jeep,Wrangler,14,Rideshare,Driveway,25000,350000,Hybrid,Automatic,SUV,Green,4.1,4,308,4467,2,Clean,Good,5197,29372,12/3/2001,Used,Financed,Bank of America,Yes,Not Rated,2,Yes,Yes,Yes,No,No,No,3/01/2014,IL,12/31/2015,2,a982e10b3a1814ad,2,No,No,0.4,No,0
VEH-6VXK7XNKUKJF46NLZ,Vehicle,6VXK7XNKUKJF46NLZ,2007,Suburu,Forrestor,8,Business,Driveway,7500,60000,Gasoline,CVT,SUV,Black,4.7,4,232,4977,8,Clean,Fair,15309,31801,9/13/2007,New,Financed,Bank of America,Yes,4-Star,10,Yes,No,Yes,No,No,Yes,5/01/2014,IL,12/31/2015,1,f2b56d1ca39cda50,3,Yes,No,0.87,No,0
VEH-GH7SW2BU7JG9AR395,Vehicle,GH7SW2BU7JG9AR395,2005,Audi,A5,10,Business,Driveway,10000,100000,Flex Fuel,Automatic,Coupe,Black,4.4,4,187,2817,5,Clean,Fair,12799,23960,4/7/2005,New,Leased,,No,5-Star,10,Yes,Yes,No,No,No,No,12/01/2014,IL,12/31/2015,1,46bd2b2f131b6c8f,3,No,No,0.63,No,0
VEH-7LBTCP2SG4HKRUMA4,Vehicle,7LBTCP2SG4HKRUMA4,2011,Volkswagen,Jetta,4,Pleasure Only,On-Street Parking,20000,80000,Flex Fuel,Automatic,SUV,Brown,3.2,4,448,3799,7,Rebuilt,Excellent,19790,33184,1/27/2011,Used,Financed,,Yes,4-Star,10,No,No,Yes,No,No,No,5/01/2014,IL,12/31/2015,2,b6a4938150b11f03,3,No,No,0.48,No,2
VEH-29P9LNS4WD9XA2UUD,Vehicle,29P9LNS4WD9XA2UUD,1995,Chevrolet,Silverado,20,Pleasure Only,Covered Parking Lot,18000,360000,Gasoline,Manual,Coupe,Gray,2.3,6,145,3365,4,Clean,Good,500,34664,10/4/1995,Used,Financed,Capital One,No,3-Star,4,Yes,Yes,No,No,No,No,9/01/2014,IN,12/31/2015,0,0916bab4c108712a,5,No,No,0.29,No,0
VEH-NEMCZDD0XN0HS89LZ,Vehicle,NEMCZDD0XN0HS89LZ,2000,Toyota,Highlander,15,Rideshare,Covered Parking Lot,5000,75000,Diesel,CVT,Hatchback,Gray,4.7,6,184,4882,5,Clean,Poor,3248,53275,1/10/2000,New,Financed,Chase Auto,Yes,Not Rated,2,Yes,No,Yes,No,No,No,3/01/2014,OH,12/31/2015,2,059ebcd5ead44d73,1,No,No,0.25,No,0
VEH-VZ7J78LMDD653JEXZ,Vehicle,VZ7J78LMDD653JEXZ,1995,Saab,93,20,Rideshare,On-Street Parking,10000,200000,Flex Fuel,Automatic,Sedan,Gray,3.8,4,132,5203,4,Clean,Fair,500,41897,2/27/1995,New,Owned Outright,Bank of America,No,5-Star,2,Yes,No,No,No,No,No,4/01/2014,IN,12/31/2015,0,c145b5620127af7a,1,No,No,0.5,No,0
VEH-0CJA76P2LH44B63LV,Vehicle,0CJA76P2LH44B63LV,2006,Toyota,Camry,9,Rideshare,Private Garage,5000,45000,Flex Fuel,Manual,Convertible,Brown,3.2,6,253,4189,7,Clean,Fair,12770,46291,5/15/2006,Certified Pre-Owned,Owned Outright,Wells Fargo Auto,Yes,Not Rated,6,No,No,No,No,No,No,9/01/2014,IL,12/31/2015,2,04b804e4475b0d8b,0,No,No,0.41,No,0
VEH-FBU25E86C3Z03GCYS,Vehicle,FBU25E86C3Z03GCYS,2002,Audi,A3,13,Commute,On-Street Parking,20000,260000,Gasoline,Automatic,Minivan,Blue,4.5,4,183,3371,8,Clean,Good,7504,30224,8/5/2002,Certified Pre-Owned,Financed,Wells Fargo Auto,No,4-Star,2,Yes,No,No,No,No,Yes,7/01/2014,IN,12/31/2015,2,26e2c616dbeb51d4,2,No,No,0.14,No,0
VEH-VV4DK4JYDVMALKGSC,Vehicle,VV4DK4JYDVMALKGSC,2003,Volkswagen,Passat,12,Pleasure Only,Covered Parking Lot,15000,180000,Electric,Automatic,Truck,Gray,3.3,6,310,3968,2,Clean,Excellent,8188,51230,8/14/2003,Used,Financed,Wells Fargo Auto,Yes,5-Star,4,Yes,Yes,No,No,No,No,4/01/2014,IN,12/31/2015,1,956d2af79791d596,4,No,No,0.27,No,0
VEH-W1DF4NK2KDJER9EGU,Vehicle,W1DF4NK2KDJER9EGU,2003,Dodge,Neon,12,Business,Storage Unit,5000,60000,Gasoline,Automatic,Coupe,Red,3.7,4,369,5348,7,Clean,Fair,7840,22102,5/17/2003,Used,Financed,Bank of America,No,5-Star,8,No,Yes,No,No,No,No,3/01/2014,IN,12/31/2015,3,2f9090420f2810fd,2,No,No,0.38,No,0
VEH-LX455P64Y0A13A8MG,Vehicle,LX455P64Y0A13A8MG,2003,Volkswagen,Jetta,12,Business,Storage Unit,20000,240000,Electric,Automatic,Coupe,White,1.8,6,372,5126,2,Clean,Poor,8433,34343,1/4/2003,New,Financed,,Yes,5-Star,6,Yes,Yes,No,No,No,No,5/01/2014,IL,12/31/2015,2,541b558fc362d59d,3,Yes,No,0.03,No,0
VEH-1T3CNR29NTM2KCAGY,Vehicle,1T3CNR29NTM2KCAGY,2005,Nissan,Ultima,10,Commute,Storage Unit,25000,250000,Electric,Automatic,SUV,White,1.9,4,168,3088,2,Clean,Fair,12658,42546,10/14/2005,Used,Owned Outright,Bank of America,Yes,3-Star,4,Yes,No,No,No,Yes,No,11/01/2014,IN,12/31/2015,0,189935e14baa17f6,0,Yes,No,0.73,No,0
VEH-PRUXFWYFUSLR0P7JF,Vehicle,PRUXFWYFUSLR0P7JF,2009,Suburu,Legacy,6,Rideshare,Private Garage,12000,72000,Diesel,Automatic,SUV,Silver,4.5,4,174,3759,5,Clean,Fair,21208,15626,5/2/2009,Used,Leased,Wells Fargo Auto,Yes,4-Star,2,Yes,No,No,No,No,No,8/01/2014,IN,12/31/2015,3,83e4a96e432423b9,0,No,No,0.81,No,0
VEH-SZNME6NR5RFG8FM1P,Vehicle,SZNME6NR5RFG8FM1P,2009,Dodge,RAM,6,Personal,Driveway,10000,60000,Flex Fuel,Manual,Truck,Silver,2.0,6,410,2500,4,Lemon Law,Excellent,16767,33472,2/10/2009,Used,Financed,Bank of America,Yes,5-Star,2,Yes,No,Yes,No,Yes,No,4/01/2014,IN,12/31/2015,2,6826920e6437db0b,3,No,Yes,0.57,No,0
VEH-9ZK6F0AWCKEXSVU15,Vehicle,9ZK6F0AWCKEXSVU15,2011,Chevrolet,Malibu,4,Personal,Covered Parking Lot,25000,100000,Diesel,Automatic,SUV,Gray,2.9,6,362,2726,5,Clean,Excellent,21518,44502,10/17/2011,Used,Leased,Capital One,No,4-Star,10,Yes,Yes,Yes,No,Yes,No,2/01/2014,OH,12/31/2015,3,843b24f3ad43e594,3,No,No,0.07,No,0
VEH-D6KGV1W131P7A4UBG,Vehicle,D6KGV1W131P7A4UBG,2003,Nissan,Ultima,12,Pleasure Only,Private Garage,25000,300000,Diesel,Automatic,Coupe,Green,2.3,6,276,2590,5,Clean,Fair,9465,37790,5/15/2003,Used,Leased,Chase Auto,No,Not Rated,6,Yes,No,No,No,No,No,2/01/2014,IL,12/31/2015,3,5a957a5e0eb3355a,3,Yes,No,0.1,No,0
VEH-DHEDZTSXL7N6C7LG6,Vehicle,DHEDZTSXL7N6C7LG6,2005,BMW,X5,10,Personal,On-Street Parking,10000,100000,Flex Fuel,Manual,Convertible,Brown,4.5,4,127,3014,5,Salvage,Good,11536,31493,2/22/2005,New,Leased,,No,4-Star,2,No,No,Yes,No,No,No,12/01/2014,IL,12/31/2015,1,543552acf94d3f6a,2,No,No,0.47,No,0
VEH-UYBV0HRHSPF380LET,Vehicle,UYBV0HRHSPF380LET,2008,Ford,Fusion,7,Rideshare,On-Street Parking,15000,105000,Gasoline,Automatic,SUV,Gray,3.2,4,240,4880,4,Clean,Good,19023,25112,2/4/2008,New,Owned Outright,Capital One,Yes,3-Star,2,Yes,Yes,Yes,No,No,No,10/01/2014,IN,12/31/2015,3,091bb754999c8109,4,No,No,0.75,No,0
VEH-2168ACU2S0MV7ZTZF,Vehicle,2168ACU2S0MV7ZTZF,2012,Toyota,Camry,3,Commute,Covered Parking Lot,10000,30000,Flex Fuel,Manual,Convertible,Orange,2.1,4,292,2609,5,Clean,Excellent,21510,41070,9/11/2012,Certified Pre-Owned,Financed,Chase Auto,No,3-Star,4,Yes,No,Yes,No,No,No,6/01/2014,IL,12/31/2015,2,ce378208097315d8,3,No,No,0.28,No,0
VEH-66MKY4W09FK3MFY3C,Vehicle,66MKY4W09FK3MFY3C,2007,Dodge,Neon,8,Rideshare,Storage Unit,15000,120000,Flex Fuel,Automatic,Sedan,White,2.7,6,411,3457,4,Clean,Good,15612,17681,7/16/2007,Used,Owned Outright,Chase Auto,Yes,3-Star,4,No,No,Yes,No,No,No,6/01/2014,IN,12/31/2015,0,8725ee57e582b77e,0,No,No,0.05,No,0
VEH-KTJ8CMBJDZPEBB2VC,Vehicle,KTJ8CMBJDZPEBB2VC,1998,Honda,Civic,17,Rideshare,Covered Parking Lot,18000,306000,Electric,CVT,Convertible,Brown,3.0,4,112,4690,4,Clean,Excellent,500,12304,5/18/1998,Used,Owned Outright,Capital One,No,4-Star,6,Yes,Yes,No,No,No,No,1/01/2014,IL,12/31/2015,3,427cdd988ebc5394,4,No,No,0.24,No,0
VEH-W22SUUS50GKH8F51F,Vehicle,W22SUUS50GKH8F51F,2012,Volkswagen,Passat,3,Rideshare,On-Street Parking,20000,60000,Electric,Automatic,Minivan,Orange,2.3,4,128,4432,4,Clean,Excellent,21282,24595,2/3/2012,New,Owned Outright,Capital One,No,4-Star,4,Yes,Yes,No,No,No,No,3/01/2014,IN,12/31/2015,0,d0b5f197605fd726,1,No,No,0.35,No,0
VEH-HYTKGAUY096E0YLG9,Vehicle,HYTKGAUY096E0YLG9,2011,Nissan,Pathfinder,4,Rideshare,Covered Parking Lot,20000,80000,Hybrid,Automatic,Coupe,Gray,1.9,6,203,2706,8,Clean,Excellent,21319,43705,9/3/2011,Used,Owned Outright,Bank of America,Yes,Not Rated,8,Yes,No,No,No,No,No,4/01/2014,OH,12/31/2015,0,c1ac69cc0d689218,5,No,No,0.24,No,0
VEH-JX7CXL0VLVFCX3PN3,Vehicle,JX7CXL0VLVFCX3PN3,1995,BMW,X6,20,Business,Storage Unit,7500,150000,Diesel,Manual,Convertible,Red,2.4,4,215,2784,7,Clean,Fair,500,53769,12/26/1995,Used,Leased,Wells Fargo Auto,No,4-Star,8,Yes,Yes,No,No,No,No,5/01/2014,IL,12/31/2015,0,b4c54463ba6b4179,0,No,No,0.54,No,0
VEH-48R4K37AFVAFZVL6P,Vehicle,48R4K37AFVAFZVL6P,2015,Suburu,Legacy,0,Rideshare,Storage Unit,15000,0,Flex Fuel,Automatic,Truck,White,4.6,8,121,4899,7,Salvage,Excellent,33605,20452,12/2/2015,Used,Financed,Capital One,Yes,5-Star,8,Yes,Yes,Yes,No,No,No,12/01/2014,OH,12/31/2015,2,ec69de972f9781d2,3,No,No,0.82,No,0
VEH-P1FDPNL5WF0HP63UV,Vehicle,P1FDPNL5WF0HP63UV,2003,Toyota,Camry,12,Business,Covered Parking Lot,5000,60000,Hybrid,Manual,Hatchback,Blue,4.5,6,435,4929,7,Clean,Good,8201,20856,5/28/2003,Used,Leased,Capital One,Yes,4-Star,4,Yes,Yes,No,No,No,No,9/01/2014,IN,12/31/2015,0,5c068fd7bc8575ac,4,No,No,0.57,No,0
VEH-XBHC57FDX3CWCASGP,Vehicle,XBHC57FDX3CWCASGP,1995,Saab,95,20,Pleasure Only,On-Street Parking,12000,240000,Diesel,Manual,Convertible,Black,2.5,6,401,2912,8,Salvage,Fair,500,28309,10/17/1995,Used,Leased,,No,4-Star,10,Yes,No,No,No,No,No,12/01/2014,IL,12/31/2015,2,97ff036a69924746,0,No,No,0.57,No,0
VEH-F45RSY56NGU5LJPMT,Vehicle,F45RSY56NGU5LJPMT,1999,Jeep,Grand Cherokee,16,Personal,Storage Unit,5000,80000,Diesel,Automatic,Minivan,Silver,4.7,6,375,5103,4,Clean,Good,1182,37158,11/22/1999,Used,Owned Outright,Bank of America,Yes,4-Star,10,Yes,No,No,No,No,No,11/01/2014,IN,12/31/2015,3,8fefd7f0fac3b87f,1,No,No,0.45,No,0
VEH-2K360HXDY83YHWK3B,Vehicle,2K360HXDY83YHWK3B,2004,Mercedes,E400,11,Business,Storage Unit,10000,110000,Diesel,Automatic,Convertible,Green,4.7,8,383,5182,4,Clean,Poor,11453,14851,4/3/2004,Used,Owned Outright,Wells Fargo Auto,Yes,Not Rated,6,No,Yes,No,No,No,No,7/01/2014,IN,12/31/2015,0,62f0b6597276a344,4,No,No,0.17,No,0
VEH-3C72LUNEHNWLSAEW1,Vehicle,3C72LUNEHNWLSAEW1,2015,Toyota,Corolla,0,Business,Covered Parking Lot,25000,0,Electric,Automatic,Minivan,Silver,2.2,4,372,3035,2,Rebuilt,Excellent,26763,14323,6/20/2015,Certified Pre-Owned,Leased,Wells Fargo Auto,Yes,4-Star,4,No,Yes,Yes,No,Yes,No,11/01/2014,OH,12/31/2015,2,b86cc3a1295db876,0,No,No,0.93,No,0
VEH-M9NL6W3S5V0NPWAM3,Vehicle,M9NL6W3S5V0NPWAM3,1999,Toyota,Camry,16,Rideshare,Covered Parking Lot,20000,320000,Gasoline,Manual,SUV,Blue,2.2,6,440,3494,2,Clean,Good,1337,21170,6/15/1999,New,Financed,Wells Fargo Auto,No,Not Rated,10,Yes,No,No,No,No,No,4/01/2014,OH,12/31/2015,1,f2fa13797d16e94c,2,No,No,0.09,No,0
VEH-D1AY5WFX4FRCWM1FD,Vehicle,D1AY5WFX4FRCWM1FD,1998,Audi,A3,17,Commute,Covered Parking Lot,10000,170000,Gasoline,Automatic,Sedan,Silver,2.0,6,431,4253,7,Rebuilt,Good,500,12731,8/6/1998,New,Financed,Bank of America,Yes,Not Rated,2,Yes,No,No,No,No,No,7/01/2014,IN,12/31/2015,2,a381138881e96809,0,No,No,0.74,No,0
VEH-MUPVANTSY4V4DR0TK,Vehicle,MUPVANTSY4V4DR0TK,1999,Accura,MDX,16,Personal,Covered Parking Lot,5000,80000,Flex Fuel,Automatic,Convertible,Black,3.9,4,193,2510,5,Clean,Poor,1184,36851,3/17/1999,Used,Financed,Wells Fargo Auto,No,3-Star,6,Yes,No,No,No,No,No,1/01/2014,IL,12/31/2015,0,b2142fb99c0adc15,4,Yes,No,0.87,No,0
VEH-187FT0VDY5RTE6E0L,Vehicle,187FT0VDY5RTE6E0L,2000,Chevrolet,Tahoe,15,Commute,Storage Unit,12000,180000,Hybrid,Automatic,Convertible,White,4.6,4,204,2656,4,Clean,Fair,3414,34478,8/4/2000,Used,Owned Outright,Chase Auto,No,3-Star,2,Yes,Yes,No,No,No,No,8/01/2014,IN,12/31/2015,1,9aafc41568311bcc,1,No,No,0.94,No,0
VEH-V3PTVFDTL7ZXAJ2RC,Vehicle,V3PTVFDTL7ZXAJ2RC,2009,Chevrolet,Malibu,6,Commute,Private Garage,5000,30000,Hybrid,Automatic,SUV,White,4.1,6,230,3440,8,Clean,Fair,19580,14013,12/3/2009,New,Financed,Wells Fargo Auto,No,Not Rated,6,Yes,Yes,No,No,Yes,No,6/01/2014,IN,12/31/2015,1,27bc87cc631c61c8,1,No,No,0.88,No,0
VEH-7EFCKEKX7JHN0LK4T,Vehicle,7EFCKEKX7JHN0LK4T,2014,Volkswagen,Jetta,1,Rideshare,Storage Unit,5000,5000,Electric,Manual,Convertible,Green,2.9,4,173,2762,5,Clean,Excellent,27503,43629,9/21/2014,Certified Pre-Owned,Financed,Capital One,No,3-Star,8,Yes,Yes,No,No,No,No,12/01/2014,IN,12/31/2015,3,782427da2920cc49,2,No,No,0.63,No,2
VEH-LAKY6F3E0UWMU47DW,Vehicle,LAKY6F3E0UWMU47DW,1995,Toyota,Camry,20,Personal,On-Street Parking,25000,500000,Electric,Automatic,Hatchback,Red,4.9,4,387,3596,5,Clean,Good,500,21370,4/13/1995,Used,Owned Outright,Bank of America,No,Not Rated,2,No,Yes,No,No,No,No,9/01/2014,OH,12/31/2015,2,f1ebd65da9fdd483,0,No,No,0.76,No,0
VEH-VV9WUJ948SZ6FKL72,Vehicle,VV9WUJ948SZ6FKL72,2013,Saab,95,2,Business,Driveway,10000,20000,Gasoline,Automatic,Coupe,Orange,4.2,8,124,3643,8,Clean,Excellent,24428,39881,10/15/2013,Used,Financed,Chase Auto,Yes,3-Star,2,Yes,Yes,No,No,No,No,2/01/2014,IN,12/31/2015,3,a3593d04ac00371c,5,No,No,0.74,No,0
VEH-RWCZW8ZM6LFE8LPRW,Vehicle,RWCZW8ZM6LFE8LPRW,2005,Nissan,Pathfinder,10,Personal,Private Garage,15000,150000,Gasoline,Automatic,SUV,Blue,3.2,6,370,2670,8,Clean,Poor,12685,25312,12/8/2005,New,Owned Outright,Chase Auto,No,5-Star,4,Yes,No,No,No,No,No,10/01/2014,IN,12/31/2015,1,0736f7e4f2a5ffe7,2,No,No,0.43,No,0
VEH-55N9N3L9V4YB9V13M,Vehicle,55N9N3L9V4YB9V13M,1995,Audi,A3,20,Rideshare,Driveway,25000,500000,Gasoline,Automatic,Minivan,Green,3.8,4,219,2774,5,Clean,Good,500,13324,5/16/1995,New,Owned Outright,Wells Fargo Auto,Yes,4-Star,8,Yes,No,Yes,No,No,No,1/01/2014,IN,12/31/2015,1,514d7a1e1f73532d,2,Yes,No,0.27,No,0
VEH-BTJ74B15CRZBBZFA2,Vehicle,BTJ74B15CRZBBZFA2,2009,Audi,A3,6,Commute,Storage Unit,10000,60000,Diesel,Automatic,Hatchback,Blue,2.7,8,302,3837,4,Clean,Good,18765,27440,6/26/2009,New,Financed,,Yes,3-Star,4,Yes,No,No,No,Yes,No,9/01/2014,IL,12/31/2015,3,b2526d0db04745ef,5,No,No,0.54,No,0
VEH-LD28SGAG22P9XSNR4,Vehicle,LD28SGAG22P9XSNR4,2015,Saab,93,0,Personal,Driveway,7500,0,Electric,Automatic,SUV,White,4.7,4,230,5289,4,Clean,Excellent,28629,43983,1/25/2015,Certified Pre-Owned,Leased,Bank of America,No,3-Star,6,No,Yes,No,No,No,No,12/01/2014,IN,12/31/2015,3,2dda2d29277badbf,5,No,No,0.47,No,0
VEH-V6X71NMXZM6GWC2ZM,Vehicle,V6X71NMXZM6GWC2ZM,2012,Ford,Fusion,3,Business,Covered Parking Lot,15000,45000,Flex Fuel,Automatic,Sedan,Gray,4.8,6,398,4503,5,Clean,Excellent,25034,27219,5/4/2012,Used,Financed,Wells Fargo Auto,Yes,4-Star,10,Yes,Yes,Yes,No,Yes,No,6/01/2014,IL,12/31/2015,3,e37ecd1d03efe636,4,No,No,0.88,No,0
VEH-7GHGZ9VNKCLML1HWY,Vehicle,7GHGZ9VNKCLML1HWY,2013,Chevrolet,Malibu,2,Pleasure Only,On-Street Parking,5000,10000,Flex Fuel,Automatic,SUV,Red,2.9,6,217,2533,2,Clean,Excellent,27559,40611,10/24/2013,New,Leased,Chase Auto,Yes,5-Star,10,Yes,Yes,No,No,No,No,11/01/2014,OH,12/31/2015,3,99a19c9cad40b2c5,4,No,No,0.29,No,0
VEH-2PHWSW5G19J6XY5JL,Vehicle,2PHWSW5G19J6XY5JL,2005,Accura,MDX,10,Personal,Driveway,5000,50000,Gasoline,Automatic,SUV,White,3.8,4,426,2897,5,Clean,Fair,12127,19288,4/21/2005,New,Owned Outright,Capital One,Yes,Not Rated,8,No,Yes,No,No,No,No,12/01/2014,IN,12/31/2015,2,3d3e555e0b231184,1,No,Yes,0.59,No,0
VEH-8PJU2ZBZ7PSJNDH3W,Vehicle,8PJU2ZBZ7PSJNDH3W,2013,Accura,MDX,2,Personal,Private Garage,7500,15000,Hybrid,Automatic,Sedan,Black,4.1,6,380,2754,7,Clean,Excellent,26996,23059,9/4/2013,Used,Owned Outright,Capital One,No,5-Star,2,Yes,Yes,No,No,Yes,No,8/01/2014,OH,12/31/2015,2,84df1f87d28bced8,2,No,No,0.29,No,0
VEH-D7GN3Z5HTSB02XMLT,Vehicle,D7GN3Z5HTSB02XMLT,2010,Nissan,Maxima,5,Commute,On-Street Parking,20000,100000,Flex Fuel,Automatic,SUV,Green,4.3,6,344,5271,2,Clean,Excellent,23869,48177,8/15/2010,Certified Pre-Owned,Leased,,No,Not Rated,2,Yes,No,Yes,No,Yes,No,4/01/2014,IL,12/31/2015,3,9a90337de6867a56,5,No,No,0.97,No,0
VEH-K7EFTEJE15539XKXX,Vehicle,K7EFTEJE15539XKXX,2008,Volkswagen,Passat,7,Rideshare,On-Street Parking,25000,175000,Electric,CVT,Convertible,Silver,4.3,6,145,4049,7,Clean,Good,17427,18579,4/26/2008,Used,Financed,Bank of America,No,Not Rated,10,No,No,No,No,No,Yes,4/01/2014,IN,12/31/2015,3,a249608ffd49856e,2,No,No,0.24,No,0
VEH-TPF8S5NJLJMZ4Z9FC,Vehicle,TPF8S5NJLJMZ4Z9FC,2006,Nissan,Pathfinder,9,Business,Private Garage,20000,180000,Diesel,Manual,Convertible,Green,2.4,6,248,4285,2,Clean,Good,13817,26577,3/16/2006,New,Owned Outright,Capital One,Yes,5-Star,8,Yes,No,No,No,No,No,8/01/2014,IL,12/31/2015,3,e401b3815b39395f,2,No,No,0.21,No,0
VEH-G9XJDS9CVF4DM4V6S,Vehicle,G9XJDS9CVF4DM4V6S,2009,Ford,Fusion,6,Rideshare,On-Street Parking,7500,45000,Electric,Automatic,SUV,White,1.6,8,405,3792,5,Rebuilt,Fair,20112,31461,3/9/2009,Certified Pre-Owned,Leased,Capital One,No,4-Star,10,Yes,No,No,No,Yes,No,10/01/2014,IN,12/31/2015,1,e3ed26de05e69715,3,No,No,0.47,No,0
VEH-TDXETEH408ZN128BH,Vehicle,TDXETEH408ZN128BH,2009,Chevrolet,Malibu,6,Business,Covered Parking Lot,10000,60000,Electric,Manual,Convertible,Green,4.3,4,196,4810,5,Clean,Good,19347,47550,11/6/2009,Certified Pre-Owned,Owned Outright,Chase Auto,No,Not Rated,4,Yes,No,Yes,No,No,No,7/01/2014,IL,12/31/2015,2,b1181b50a6b79906,3,No,No,0.77,No,0
VEH-GFNUND1XV5FC3YM1X,Vehicle,GFNUND1XV5FC3YM1X,2009,Dodge,RAM,6,Rideshare,Driveway,5000,30000,Electric,Automatic,Convertible,Black,3.9,4,277,3601,5,Clean,Good,16476,40588,2/16/2009,New,Financed,Chase Auto,No,Not Rated,4,Yes,No,Yes,No,No,No,8/01/2014,IN,12/31/2015,1,bdb0c8fcfcf348c2,1,No,No,0.63,No,0
VEH-HHJFFM9H52W6LN5TY,Vehicle,HHJFFM9H52W6LN5TY,1999,Audi,A5,16,Commute,Covered Parking Lot,12000,192000,Gasoline,Automatic,SUV,Silver,4.3,8,144,4376,5,Clean,Fair,1169,54780,12/27/1999,New,Financed,Capital One,No,4-Star,10,Yes,No,No,No,No,Yes,2/01/2014,IL,12/31/2015,3,af8e68e386fac7c5,4,No,No,0.49,No,0
VEH-M5T4V5VW81U2FRN5Z,Vehicle,M5T4V5VW81U2FRN5Z,2011,Nissan,Pathfinder,4,Personal,Private Garage,7500,30000,Electric,Automatic,SUV,Gold,3.7,4,165,5190,5,Clean,Excellent,25836,46335,11/27/2011,Used,Financed,Capital One,Yes,3-Star,4,Yes,No,No,No,No,No,5/01/2014,IN,12/31/2015,1,d85c4352050c9f58,2,No,No,0.71,No,0
