:START_ID,:END_ID,:TYPE,priority,status,ai_score,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CASE-439049,CLM-439049,INVESTIGATES_CLAIM,P1 - Critical,Open,0.839,0.6411,0.5859,02/01/2015,03/01/2015,02/01/2015,1,1
CASE-502634,CLM-502634,INVESTIGATES_CLAIM,P1 - Critical,Open,0.685,0.4303,0.3965,04/01/2015,03/01/2015,04/01/2015,1,1
CASE-378588,CLM-378588,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.742,0.5169,0.436,04/01/2015,04/01/2015,04/01/2015,1,1
CASE-794731,CLM-794731,INVESTIGATES_CLAIM,P2 - High,Under Review,0.867,0.7153,0.6473,09/01/2015,04/01/2015,09/01/2015,1,1
CASE-641934,CLM-641934,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.738,0.4684,0.3849,04/01/2015,05/01/2015,04/01/2015,1,1
CASE-113516,CLM-113516,INVESTIGATES_CLAIM,P1 - Critical,Open,0.694,0.7012,0.6408,01/01/2015,06/01/2015,01/01/2015,1,1
CASE-425631,CLM-425631,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.721,0.3947,0.3668,01/01/2015,01/01/2015,01/01/2015,1,1
CASE-542245,CLM-542245,INVESTIGATES_CLAIM,P1 - Critical,Open,0.869,0.4538,0.4435,05/01/2015,02/01/2015,05/01/2015,1,1
CASE-512894,CLM-512894,INVESTIGATES_CLAIM,P1 - Critical,Open,0.732,0.5327,0.493,01/01/2015,06/01/2015,01/01/2015,1,1
CASE-464234,CLM-464234,INVESTIGATES_CLAIM,P3 - Medium,Under Review,0.711,0.3332,0.2859,01/01/2015,05/01/2015,01/01/2015,1,1
CASE-638155,CLM-638155,INVESTIGATES_CLAIM,P1 - Critical,Open,0.679,0.4412,0.4386,04/01/2015,02/01/2015,04/01/2015,1,1
CASE-911429,CLM-911429,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.68,0.3909,0.384,08/01/2015,08/01/2015,08/01/2015,1,1
CASE-106186,CLM-106186,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.775,0.8904,0.7943,07/01/2015,08/01/2015,07/01/2015,1,1
CASE-311783,CLM-311783,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.723,0.7158,0.6283,06/01/2015,07/01/2015,06/01/2015,1,1
CASE-528385,CLM-528385,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.811,0.5989,0.4999,09/01/2015,06/01/2015,09/01/2015,1,1
CASE-228403,CLM-228403,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.709,0.5337,0.5298,05/01/2015,08/01/2015,05/01/2015,1,1
CASE-209177,CLM-209177,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.823,0.3652,0.2983,01/01/2015,09/01/2015,01/01/2015,1,1
CASE-497929,CLM-497929,INVESTIGATES_CLAIM,P1 - Critical,Open,0.766,0.6219,0.5841,02/01/2015,07/01/2015,02/01/2015,1,1
CASE-735844,CLM-735844,INVESTIGATES_CLAIM,P2 - High,Under Review,0.807,0.768,0.6157,05/01/2015,07/01/2015,05/01/2015,1,1
CASE-710741,CLM-710741,INVESTIGATES_CLAIM,P3 - Medium,Open,0.563,0.3666,0.3037,01/01/2015,02/01/2015,01/01/2015,1,1
CASE-276804,CLM-276804,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.622,0.6219,0.5088,06/01/2015,01/01/2015,06/01/2015,1,1
CASE-507545,CLM-507545,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.783,0.5453,0.473,07/01/2015,01/01/2015,07/01/2015,1,1
CASE-485642,CLM-485642,INVESTIGATES_CLAIM,P1 - Critical,Open,0.84,0.5361,0.4819,06/01/2015,01/01/2015,06/01/2015,1,1
CASE-796375,CLM-796375,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.721,0.4269,0.4195,01/01/2015,01/01/2015,01/01/2015,1,1
CASE-171183,CLM-171183,INVESTIGATES_CLAIM,P1 - Critical,Open,0.552,0.6482,0.5859,03/01/2015,06/01/2015,03/01/2015,1,1
CASE-110084,CLM-110084,INVESTIGATES_CLAIM,P2 - High,Open,0.822,0.3129,0.2751,06/01/2015,02/01/2015,06/01/2015,1,1
CASE-714784,CLM-714784,INVESTIGATES_CLAIM,P3 - Medium,Open,0.614,0.4429,0.3736,08/01/2015,02/01/2015,08/01/2015,1,1
CASE-143924,CLM-143924,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.747,0.5186,0.5105,09/01/2015,09/01/2015,09/01/2015,1,1
CASE-996850,CLM-996850,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.574,0.5835,0.5197,08/01/2015,07/01/2015,08/01/2015,1,1
CASE-284834,CLM-284834,INVESTIGATES_CLAIM,P2 - High,Under Review,0.685,0.4586,0.3974,01/01/2015,03/01/2015,01/01/2015,1,1
CASE-270208,CLM-270208,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.718,0.5418,0.4554,01/01/2015,05/01/2015,01/01/2015,1,1
CASE-407958,CLM-407958,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.595,0.4223,0.4121,06/01/2015,08/01/2015,06/01/2015,1,1
CASE-832300,CLM-832300,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.712,0.6304,0.5086,01/01/2015,04/01/2015,01/01/2015,1,1
CASE-927205,CLM-927205,INVESTIGATES_CLAIM,P1 - Critical,Open,0.792,0.5855,0.5275,03/01/2015,04/01/2015,03/01/2015,1,1
CASE-655356,CLM-655356,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.81,0.3885,0.3741,08/01/2015,04/01/2015,08/01/2015,1,1
CASE-831053,CLM-831053,INVESTIGATES_CLAIM,P1 - Critical,Open,0.738,0.538,0.4954,01/01/2015,05/01/2015,01/01/2015,1,1
CASE-893853,CLM-893853,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.65,0.7198,0.6346,05/01/2015,09/01/2015,05/01/2015,1,1
CASE-594988,CLM-594988,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.802,0.4937,0.4379,07/01/2015,02/01/2015,07/01/2015,1,1
CASE-979544,CLM-979544,INVESTIGATES_CLAIM,P2 - High,Open,0.8,0.3067,0.2719,04/01/2015,05/01/2015,04/01/2015,1,1
CASE-191891,CLM-191891,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.595,0.3839,0.3753,07/01/2015,01/01/2015,07/01/2015,1,1
CASE-831479,CLM-831479,INVESTIGATES_CLAIM,P2 - High,Under Review,0.819,0.8572,0.7771,02/01/2015,03/01/2015,02/01/2015,1,1
CASE-714346,CLM-714346,INVESTIGATES_CLAIM,P2 - High,Under Review,0.518,0.7241,0.6971,02/01/2015,07/01/2015,02/01/2015,1,1
CASE-326289,CLM-326289,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.72,0.8061,0.7792,09/01/2015,07/01/2015,09/01/2015,1,1
CASE-779156,CLM-779156,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.699,0.6049,0.5164,04/01/2015,04/01/2015,04/01/2015,1,1
CASE-856153,CLM-856153,INVESTIGATES_CLAIM,P3 - Medium,Open,0.752,0.7272,0.5919,09/01/2015,02/01/2015,09/01/2015,1,1
CASE-473338,CLM-473338,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.883,0.5129,0.4498,07/01/2015,06/01/2015,07/01/2015,1,1
CASE-521694,CLM-521694,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.759,0.7649,0.7517,05/01/2015,06/01/2015,05/01/2015,1,1
CASE-730819,CLM-730819,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.706,0.7752,0.6294,09/01/2015,06/01/2015,09/01/2015,1,1
CASE-912665,CLM-912665,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.747,0.3162,0.2954,09/01/2015,09/01/2015,09/01/2015,1,1
CASE-469966,CLM-469966,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.713,0.6731,0.593,04/01/2015,01/01/2015,04/01/2015,1,1
CASE-952300,CLM-952300,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.695,0.6533,0.6354,07/01/2015,01/01/2015,07/01/2015,1,1
CASE-322609,CLM-322609,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.65,0.6066,0.5768,03/01/2015,09/01/2015,03/01/2015,1,1
CASE-890280,CLM-890280,INVESTIGATES_CLAIM,P2 - High,Under Review,0.9,0.5602,0.4823,07/01/2015,08/01/2015,07/01/2015,1,1
CASE-431583,CLM-431583,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.77,0.7121,0.6574,07/01/2015,06/01/2015,07/01/2015,1,1
CASE-155912,CLM-155912,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.762,0.72,0.6973,02/01/2015,08/01/2015,02/01/2015,1,1
CASE-409074,CLM-409074,INVESTIGATES_CLAIM,P1 - Critical,Open,0.633,0.3966,0.3337,07/01/2015,06/01/2015,07/01/2015,1,1
CASE-824728,CLM-824728,INVESTIGATES_CLAIM,P2 - High,Open,0.784,0.7184,0.6629,04/01/2015,08/01/2015,04/01/2015,1,1
CASE-606037,CLM-606037,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.785,0.4606,0.4056,07/01/2015,06/01/2015,07/01/2015,1,1
CASE-636843,CLM-636843,INVESTIGATES_CLAIM,P2 - High,Under Review,0.739,0.7784,0.6793,08/01/2015,02/01/2015,08/01/2015,1,1
CASE-111874,CLM-111874,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.614,0.8934,0.856,08/01/2015,04/01/2015,08/01/2015,1,1
CASE-439844,CLM-439844,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.687,0.7141,0.6783,02/01/2015,02/01/2015,02/01/2015,1,1
CASE-463513,CLM-463513,INVESTIGATES_CLAIM,P2 - High,Open,0.688,0.8579,0.6997,08/01/2015,09/01/2015,08/01/2015,1,1
CASE-577858,CLM-577858,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.944,0.3389,0.2942,08/01/2015,04/01/2015,08/01/2015,1,1
CASE-607351,CLM-607351,INVESTIGATES_CLAIM,P1 - Critical,Open,0.758,0.4604,0.4087,06/01/2015,09/01/2015,06/01/2015,1,1
CASE-682754,CLM-682754,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.686,0.3172,0.258,03/01/2015,03/01/2015,03/01/2015,1,1
CASE-307469,CLM-307469,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.775,0.6019,0.487,07/01/2015,04/01/2015,07/01/2015,1,1
CASE-526296,CLM-526296,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.751,0.5803,0.488,05/01/2015,08/01/2015,05/01/2015,1,1
CASE-658816,CLM-658816,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.721,0.4341,0.3521,03/01/2015,01/01/2015,03/01/2015,1,1
CASE-913337,CLM-913337,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.682,0.7325,0.6829,07/01/2015,09/01/2015,07/01/2015,1,1
CASE-488464,CLM-488464,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.861,0.5927,0.4912,02/01/2015,05/01/2015,02/01/2015,1,1
CASE-480094,CLM-480094,INVESTIGATES_CLAIM,P2 - High,Open,0.729,0.4639,0.4018,06/01/2015,05/01/2015,06/01/2015,1,1
CASE-263108,CLM-263108,INVESTIGATES_CLAIM,P1 - Critical,Open,0.881,0.8018,0.7079,05/01/2015,05/01/2015,05/01/2015,1,1
CASE-261905,CLM-261905,INVESTIGATES_CLAIM,P2 - High,Open,0.743,0.8708,0.7937,09/01/2015,07/01/2015,09/01/2015,1,1
CASE-674485,CLM-674485,INVESTIGATES_CLAIM,P1 - Critical,Open,0.629,0.493,0.4565,08/01/2015,09/01/2015,08/01/2015,1,1
CASE-223404,CLM-223404,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.663,0.8948,0.893,09/01/2015,06/01/2015,09/01/2015,1,1
CASE-991480,CLM-991480,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.671,0.8045,0.7664,09/01/2015,01/01/2015,09/01/2015,1,1
CASE-804219,CLM-804219,INVESTIGATES_CLAIM,P2 - High,Open,0.902,0.6712,0.6105,02/01/2015,02/01/2015,02/01/2015,1,1
CASE-483088,CLM-483088,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.702,0.5351,0.4933,05/01/2015,04/01/2015,05/01/2015,1,1
CASE-100804,CLM-100804,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.654,0.7295,0.6723,02/01/2015,09/01/2015,02/01/2015,1,1
CASE-941807,CLM-941807,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.717,0.5924,0.5911,03/01/2015,02/01/2015,03/01/2015,1,1
CASE-593466,CLM-593466,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.788,0.733,0.7136,05/01/2015,04/01/2015,05/01/2015,1,1
CASE-437442,CLM-437442,INVESTIGATES_CLAIM,P1 - Critical,Open,0.828,0.6443,0.554,06/01/2015,09/01/2015,06/01/2015,1,1
CASE-942106,CLM-942106,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.732,0.6816,0.5802,03/01/2015,06/01/2015,03/01/2015,1,1
CASE-794951,CLM-794951,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.825,0.5739,0.4776,08/01/2015,05/01/2015,08/01/2015,1,1
CASE-182450,CLM-182450,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.741,0.3897,0.3195,08/01/2015,02/01/2015,08/01/2015,1,1
CASE-730973,CLM-730973,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.814,0.3848,0.3515,01/01/2015,09/01/2015,01/01/2015,1,1
CASE-687755,CLM-687755,INVESTIGATES_CLAIM,P1 - Critical,Open,0.762,0.5576,0.5319,06/01/2015,05/01/2015,06/01/2015,1,1
CASE-757644,CLM-757644,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.762,0.8222,0.6852,01/01/2015,03/01/2015,01/01/2015,1,1
CASE-998865,CLM-998865,INVESTIGATES_CLAIM,P2 - High,Open,0.767,0.5273,0.4325,09/01/2015,04/01/2015,09/01/2015,1,1
CASE-108270,CLM-108270,INVESTIGATES_CLAIM,P2 - High,Under Review,0.711,0.705,0.6127,08/01/2015,03/01/2015,08/01/2015,1,1
CASE-205134,CLM-205134,INVESTIGATES_CLAIM,P3 - Medium,Closed - Fraud Confirmed,0.668,0.7537,0.7341,06/01/2015,07/01/2015,06/01/2015,1,1
CASE-749325,CLM-749325,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.817,0.4943,0.4877,06/01/2015,05/01/2015,06/01/2015,1,1
CASE-774303,CLM-774303,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.677,0.4452,0.3947,01/01/2015,06/01/2015,01/01/2015,1,1
CASE-698470,CLM-698470,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.746,0.8699,0.7697,06/01/2015,08/01/2015,06/01/2015,1,1
CASE-444035,CLM-444035,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.595,0.3063,0.2844,07/01/2015,01/01/2015,07/01/2015,1,1
CASE-431478,CLM-431478,INVESTIGATES_CLAIM,P1 - Critical,Open,0.746,0.5981,0.5695,03/01/2015,02/01/2015,03/01/2015,1,1
CASE-797634,CLM-797634,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.678,0.3815,0.3629,05/01/2015,08/01/2015,05/01/2015,1,1
CASE-238196,CLM-238196,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.801,0.7651,0.7491,05/01/2015,08/01/2015,05/01/2015,1,1
CASE-885789,CLM-885789,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.88,0.7453,0.6123,09/01/2015,04/01/2015,09/01/2015,1,1
CASE-287436,CLM-287436,INVESTIGATES_CLAIM,P1 - Critical,Pending Evidence,0.781,0.8136,0.6581,02/01/2015,04/01/2015,02/01/2015,1,1
CASE-496067,CLM-496067,INVESTIGATES_CLAIM,P1 - Critical,Open,0.907,0.5858,0.5006,09/01/2015,08/01/2015,09/01/2015,1,1
CASE-206004,CLM-206004,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.643,0.5517,0.5134,09/01/2015,01/01/2015,09/01/2015,1,1
CASE-153027,CLM-153027,INVESTIGATES_CLAIM,P3 - Medium,Escalated to SIU,0.739,0.8239,0.8029,09/01/2015,02/01/2015,09/01/2015,1,1
CASE-469426,CLM-469426,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.74,0.8938,0.8438,07/01/2015,01/01/2015,07/01/2015,1,1
CASE-654974,CLM-654974,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.788,0.5822,0.5506,08/01/2015,07/01/2015,08/01/2015,1,1
CASE-943425,CLM-943425,INVESTIGATES_CLAIM,P3 - Medium,Open,0.553,0.8357,0.772,09/01/2015,06/01/2015,09/01/2015,1,1
CASE-641845,CLM-641845,INVESTIGATES_CLAIM,P2 - High,Open,0.732,0.5621,0.4627,06/01/2015,04/01/2015,06/01/2015,1,1
CASE-794534,CLM-794534,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.775,0.6378,0.5261,01/01/2015,07/01/2015,01/01/2015,1,1
CASE-357808,CLM-357808,INVESTIGATES_CLAIM,P3 - Medium,Open,0.66,0.8138,0.808,02/01/2015,01/01/2015,02/01/2015,1,1
CASE-536052,CLM-536052,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.842,0.7151,0.6787,04/01/2015,06/01/2015,04/01/2015,1,1
CASE-873384,CLM-873384,INVESTIGATES_CLAIM,P1 - Critical,Open,0.67,0.8383,0.7196,02/01/2015,05/01/2015,02/01/2015,1,1
CASE-790225,CLM-790225,INVESTIGATES_CLAIM,P2 - High,Open,0.686,0.365,0.3182,04/01/2015,08/01/2015,04/01/2015,1,1
CASE-587498,CLM-587498,INVESTIGATES_CLAIM,P3 - Medium,Escalated to SIU,0.693,0.515,0.4181,09/01/2015,02/01/2015,09/01/2015,1,1
CASE-639027,CLM-639027,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.803,0.8225,0.7154,08/01/2015,03/01/2015,08/01/2015,1,1
CASE-217899,CLM-217899,INVESTIGATES_CLAIM,P2 - High,Open,0.747,0.5264,0.4912,01/01/2015,08/01/2015,01/01/2015,1,1
CASE-589094,CLM-589094,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.803,0.6566,0.6177,08/01/2015,04/01/2015,08/01/2015,1,1
CASE-458829,CLM-458829,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.774,0.3059,0.286,05/01/2015,02/01/2015,05/01/2015,1,1
CASE-626208,CLM-626208,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.85,0.8584,0.769,02/01/2015,01/01/2015,02/01/2015,1,1
CASE-315041,CLM-315041,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.737,0.6094,0.5208,05/01/2015,09/01/2015,05/01/2015,1,1
CASE-283267,CLM-283267,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.695,0.8236,0.6855,03/01/2015,03/01/2015,03/01/2015,1,1
CASE-442494,CLM-442494,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.616,0.393,0.3617,01/01/2015,07/01/2015,01/01/2015,1,1
CASE-669800,CLM-669800,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.776,0.8739,0.7693,02/01/2015,03/01/2015,02/01/2015,1,1
CASE-520179,CLM-520179,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.813,0.3225,0.2721,04/01/2015,08/01/2015,04/01/2015,1,1
CASE-607974,CLM-607974,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.793,0.5052,0.4461,05/01/2015,08/01/2015,05/01/2015,1,1
CASE-465065,CLM-465065,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.857,0.3038,0.2474,09/01/2015,06/01/2015,09/01/2015,1,1
CASE-369941,CLM-369941,INVESTIGATES_CLAIM,P2 - High,Under Review,0.715,0.3152,0.2637,05/01/2015,07/01/2015,05/01/2015,1,1
CASE-447226,CLM-447226,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.796,0.6671,0.6409,04/01/2015,01/01/2015,04/01/2015,1,1
CASE-831668,CLM-831668,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.788,0.7622,0.656,09/01/2015,07/01/2015,09/01/2015,1,1
CASE-640474,CLM-640474,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.777,0.6707,0.5548,03/01/2015,01/01/2015,03/01/2015,1,1
CASE-334749,CLM-334749,INVESTIGATES_CLAIM,P1 - Critical,Open,0.862,0.3485,0.327,09/01/2015,05/01/2015,09/01/2015,1,1
CASE-221283,CLM-221283,INVESTIGATES_CLAIM,P3 - Medium,Closed - Fraud Confirmed,0.662,0.5088,0.4772,02/01/2015,02/01/2015,02/01/2015,1,1
CASE-961496,CLM-961496,INVESTIGATES_CLAIM,P2 - High,Under Review,0.729,0.6178,0.5807,05/01/2015,09/01/2015,05/01/2015,1,1
CASE-804751,CLM-804751,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.798,0.8564,0.8118,01/01/2015,07/01/2015,01/01/2015,1,1
CASE-691115,CLM-691115,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.904,0.8568,0.716,05/01/2015,07/01/2015,05/01/2015,1,1
CASE-713172,CLM-713172,INVESTIGATES_CLAIM,P1 - Critical,Pending Evidence,0.819,0.4314,0.3745,07/01/2015,01/01/2015,07/01/2015,1,1
CASE-621756,CLM-621756,INVESTIGATES_CLAIM,P2 - High,Under Review,0.595,0.6513,0.5992,03/01/2015,06/01/2015,03/01/2015,1,1
CASE-615116,CLM-615116,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.658,0.697,0.6585,05/01/2015,07/01/2015,05/01/2015,1,1
CASE-947598,CLM-947598,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.848,0.819,0.6573,08/01/2015,07/01/2015,08/01/2015,1,1
CASE-658002,CLM-658002,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.857,0.82,0.7034,09/01/2015,02/01/2015,09/01/2015,1,1
CASE-374545,CLM-374545,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.792,0.4537,0.386,07/01/2015,02/01/2015,07/01/2015,1,1
CASE-805806,CLM-805806,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.751,0.5136,0.466,04/01/2015,09/01/2015,04/01/2015,1,1
CASE-235097,CLM-235097,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.751,0.5617,0.4588,06/01/2015,03/01/2015,06/01/2015,1,1
CASE-290971,CLM-290971,INVESTIGATES_CLAIM,P2 - High,Open,0.842,0.4096,0.3509,08/01/2015,09/01/2015,08/01/2015,1,1
CASE-180286,CLM-180286,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.869,0.4089,0.3786,03/01/2015,03/01/2015,03/01/2015,1,1
CASE-662088,CLM-662088,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.613,0.3575,0.2959,04/01/2015,02/01/2015,04/01/2015,1,1
CASE-178081,CLM-178081,INVESTIGATES_CLAIM,P1 - Critical,Open,0.787,0.7458,0.697,07/01/2015,01/01/2015,07/01/2015,1,1
CASE-507452,CLM-507452,INVESTIGATES_CLAIM,P2 - High,Open,0.693,0.6216,0.6128,03/01/2015,08/01/2015,03/01/2015,1,1
CASE-990624,CLM-990624,INVESTIGATES_CLAIM,P1 - Critical,Open,0.881,0.669,0.6288,08/01/2015,06/01/2015,08/01/2015,1,1
CASE-892148,CLM-892148,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.898,0.4678,0.4512,04/01/2015,09/01/2015,04/01/2015,1,1
CASE-398683,CLM-398683,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.744,0.3504,0.3367,04/01/2015,07/01/2015,04/01/2015,1,1
CASE-605100,CLM-605100,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.692,0.6731,0.5924,01/01/2015,05/01/2015,01/01/2015,1,1
CASE-230223,CLM-230223,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.872,0.7642,0.7109,09/01/2015,04/01/2015,09/01/2015,1,1
CASE-769602,CLM-769602,INVESTIGATES_CLAIM,P2 - High,Under Review,0.88,0.6448,0.6127,01/01/2015,06/01/2015,01/01/2015,1,1
CASE-420815,CLM-420815,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.64,0.6936,0.5806,04/01/2015,09/01/2015,04/01/2015,1,1
CASE-608039,CLM-608039,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.566,0.846,0.8111,05/01/2015,04/01/2015,05/01/2015,1,1
CASE-250162,CLM-250162,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.88,0.5412,0.5355,06/01/2015,01/01/2015,06/01/2015,1,1
CASE-786432,CLM-786432,INVESTIGATES_CLAIM,P2 - High,Under Review,0.746,0.6598,0.5849,05/01/2015,08/01/2015,05/01/2015,1,1
CASE-445195,CLM-445195,INVESTIGATES_CLAIM,P1 - Critical,Open,0.774,0.4252,0.413,05/01/2015,06/01/2015,05/01/2015,1,1
CASE-938634,CLM-938634,INVESTIGATES_CLAIM,P1 - Critical,Open,0.672,0.3311,0.2661,07/01/2015,04/01/2015,07/01/2015,1,1
CASE-482495,CLM-482495,INVESTIGATES_CLAIM,P2 - High,Under Review,0.85,0.631,0.5172,09/01/2015,04/01/2015,09/01/2015,1,1
CASE-796005,CLM-796005,INVESTIGATES_CLAIM,P2 - High,Open,0.864,0.4901,0.4555,05/01/2015,07/01/2015,05/01/2015,1,1
CASE-910604,CLM-910604,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.642,0.6503,0.5335,04/01/2015,04/01/2015,04/01/2015,1,1
CASE-327488,CLM-327488,INVESTIGATES_CLAIM,P2 - High,Under Review,0.76,0.6524,0.5418,03/01/2015,02/01/2015,03/01/2015,1,1
CASE-715202,CLM-715202,INVESTIGATES_CLAIM,P2 - High,Open,0.769,0.325,0.3109,02/01/2015,05/01/2015,02/01/2015,1,1
CASE-648852,CLM-648852,INVESTIGATES_CLAIM,P1 - Critical,Open,0.758,0.308,0.2938,01/01/2015,03/01/2015,01/01/2015,1,1
CASE-516959,CLM-516959,INVESTIGATES_CLAIM,P1 - Critical,Pending Evidence,0.817,0.7428,0.6521,06/01/2015,09/01/2015,06/01/2015,1,1
CASE-984456,CLM-984456,INVESTIGATES_CLAIM,P1 - Critical,Open,0.764,0.7043,0.6952,05/01/2015,07/01/2015,05/01/2015,1,1
CASE-801331,CLM-801331,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.885,0.5612,0.5481,07/01/2015,02/01/2015,07/01/2015,1,1
CASE-786103,CLM-786103,INVESTIGATES_CLAIM,P2 - High,Under Review,0.682,0.5216,0.4986,09/01/2015,09/01/2015,09/01/2015,1,1
