:START_ID,:END_ID,:TYPE,repair_cost,repair_days,estimate_submitted,supplement_filed,supplement_amount,oem_parts_used,parts_sourced_from,repair_authorized,customer_satisfaction_score,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CLM-812989,SHOP-006,REPAIRED_AT,44460.0,20,37300.91,Yes,0.0,No,Salvage Yard,Yes,10,1.0,0.9104,05/01/2015,07/01/2015,05/01/2015,3,2
CLM-993840,SHOP-003,REPAIRED_AT,56250.0,24,53918.77,No,0.0,No,OEM Dealer,Yes,3,1.0,0.8342,02/01/2015,04/01/2015,02/01/2015,3,2
CLM-327856,SHOP-005,REPAIRED_AT,49200.0,16,43836.96,No,5990.93,No,LKQ,Yes,8,1.0,0.8091,03/01/2015,03/01/2015,03/01/2015,1,1
CLM-506333,SHOP-004,REPAIRED_AT,69900.0,29,50583.44,Yes,0.0,Yes,Salvage Yard,Yes,1,1.0,0.8476,01/01/2015,09/01/2015,01/01/2015,3,3
CLM-263159,SHOP-002,REPAIRED_AT,49840.0,20,34854.73,Yes,0.0,Yes,OEM Dealer,Yes,8,1.0,0.8078,06/01/2015,04/01/2015,06/01/2015,2,2
CLM-372912,SHOP-006,REPAIRED_AT,42000.0,23,51216.75,No,0.0,No,LKQ,Yes,9,1.0,0.8296,08/01/2015,02/01/2015,08/01/2015,1,2
CLM-552788,SHOP-003,REPAIRED_AT,3510.0,8,3385.56,No,0.0,No,LKQ,Yes,2,0.117,0.1143,01/01/2015,06/01/2015,01/01/2015,1,3
CLM-722747,SHOP-001,REPAIRED_AT,54000.0,8,42593.24,No,0.0,Yes,Aftermarket,Yes,1,1.0,0.9854,08/01/2015,03/01/2015,08/01/2015,2,1
CLM-248467,SHOP-002,REPAIRED_AT,44300.0,18,42975.01,No,0.0,Yes,Aftermarket,Yes,4,1.0,0.8541,04/01/2015,09/01/2015,04/01/2015,3,3
CLM-955953,SHOP-004,REPAIRED_AT,77850.0,29,62413.02,No,0.0,No,OEM Dealer,Yes,9,1.0,0.9581,08/01/2015,01/01/2015,08/01/2015,1,3
CLM-910622,SHOP-002,REPAIRED_AT,6800.0,28,6226.84,Yes,0.0,Yes,Salvage Yard,Yes,9,0.2267,0.2105,02/01/2015,01/01/2015,02/01/2015,1,2
CLM-137675,SHOP-006,REPAIRED_AT,66500.0,27,76084.95,Yes,0.0,No,LKQ,Yes,9,1.0,0.8498,01/01/2015,07/01/2015,01/01/2015,3,2
CLM-343421,SHOP-003,REPAIRED_AT,94930.0,26,72484.83,No,0.0,No,Aftermarket,Yes,4,1.0,0.9647,01/01/2015,02/01/2015,01/01/2015,1,1
CLM-413192,SHOP-006,REPAIRED_AT,63600.0,24,69484.17,No,0.0,Yes,Aftermarket,Yes,3,1.0,0.9069,05/01/2015,06/01/2015,05/01/2015,3,3
CLM-247801,SHOP-005,REPAIRED_AT,69300.0,4,63459.67,Yes,0.0,Yes,Aftermarket,Yes,2,1.0,0.8003,04/01/2015,06/01/2015,04/01/2015,3,1
CLM-171147,SHOP-007,REPAIRED_AT,49600.0,3,52776.75,No,8914.23,No,LKQ,Yes,1,1.0,0.8695,09/01/2015,09/01/2015,09/01/2015,2,1
CLM-431283,SHOP-001,REPAIRED_AT,41790.0,9,41345.95,No,0.0,No,Aftermarket,Yes,10,1.0,0.921,09/01/2015,02/01/2015,09/01/2015,3,3
CLM-461962,SHOP-007,REPAIRED_AT,69210.0,14,72332.65,Yes,0.0,Yes,Aftermarket,Yes,4,1.0,0.8738,03/01/2015,01/01/2015,03/01/2015,2,3
CLM-149467,SHOP-005,REPAIRED_AT,54800.0,11,65673.92,No,11801.58,Yes,Aftermarket,Yes,10,1.0,0.8166,03/01/2015,09/01/2015,03/01/2015,2,3
CLM-758740,SHOP-001,REPAIRED_AT,73260.0,17,59071.91,No,0.0,No,Salvage Yard,Yes,10,1.0,0.9411,02/01/2015,04/01/2015,02/01/2015,1,2
CLM-628337,SHOP-007,REPAIRED_AT,47790.0,12,52057.11,Yes,0.0,No,LKQ,Yes,7,1.0,0.9099,02/01/2015,06/01/2015,02/01/2015,2,1
CLM-574637,SHOP-004,REPAIRED_AT,35100.0,19,41163.09,No,0.0,Yes,LKQ,Yes,7,1.0,0.9444,05/01/2015,09/01/2015,05/01/2015,2,3
CLM-373600,SHOP-005,REPAIRED_AT,48000.0,28,45671.16,No,0.0,Yes,LKQ,Yes,2,1.0,0.8817,06/01/2015,04/01/2015,06/01/2015,3,2
CLM-930032,SHOP-004,REPAIRED_AT,47280.0,22,44242.26,No,0.0,Yes,OEM Dealer,Yes,3,1.0,0.9223,08/01/2015,03/01/2015,08/01/2015,3,3
CLM-396590,SHOP-002,REPAIRED_AT,52470.0,6,43775.34,No,8954.71,Yes,LKQ,Yes,3,1.0,0.8649,08/01/2015,09/01/2015,08/01/2015,1,2
CLM-238412,SHOP-005,REPAIRED_AT,57440.0,14,71102.46,No,0.0,No,LKQ,Yes,9,1.0,0.8115,06/01/2015,07/01/2015,06/01/2015,3,2
CLM-484321,SHOP-007,REPAIRED_AT,75400.0,12,81901.63,No,0.0,Yes,Aftermarket,Yes,5,1.0,0.9632,09/01/2015,04/01/2015,09/01/2015,3,1
CLM-795847,SHOP-004,REPAIRED_AT,5900.0,29,5926.03,Yes,0.0,No,LKQ,Yes,2,0.1967,0.1898,05/01/2015,05/01/2015,05/01/2015,3,3
CLM-218456,SHOP-004,REPAIRED_AT,5900.0,29,4696.31,No,357.11,No,Aftermarket,Yes,2,0.1967,0.166,08/01/2015,03/01/2015,08/01/2015,3,1
CLM-792673,SHOP-001,REPAIRED_AT,50310.0,24,49033.41,No,10837.33,No,LKQ,Yes,4,1.0,0.993,05/01/2015,06/01/2015,05/01/2015,3,2
CLM-662256,SHOP-004,REPAIRED_AT,57420.0,29,55046.51,Yes,0.0,Yes,OEM Dealer,Yes,3,1.0,0.8353,06/01/2015,06/01/2015,06/01/2015,1,3
CLM-971338,SHOP-006,REPAIRED_AT,50890.0,4,60447.26,No,0.0,Yes,OEM Dealer,Yes,7,1.0,0.9943,08/01/2015,07/01/2015,08/01/2015,2,3
CLM-714738,SHOP-006,REPAIRED_AT,5670.0,29,5475.2,No,549.84,Yes,LKQ,Yes,5,0.189,0.1715,01/01/2015,04/01/2015,01/01/2015,2,2
CLM-753844,SHOP-001,REPAIRED_AT,85590.0,30,59954.12,No,0.0,No,LKQ,Yes,10,1.0,0.9958,06/01/2015,09/01/2015,06/01/2015,3,2
CLM-976645,SHOP-002,REPAIRED_AT,57150.0,25,67594.62,No,0.0,No,Aftermarket,Yes,1,1.0,0.9556,05/01/2015,04/01/2015,05/01/2015,1,3
CLM-918037,SHOP-005,REPAIRED_AT,50320.0,3,60632.74,No,5060.0,Yes,LKQ,Yes,4,1.0,0.9561,06/01/2015,01/01/2015,06/01/2015,2,3
CLM-996253,SHOP-006,REPAIRED_AT,53040.0,20,53368.33,No,0.0,Yes,Salvage Yard,Yes,6,1.0,0.8213,09/01/2015,01/01/2015,09/01/2015,2,2
CLM-373731,SHOP-007,REPAIRED_AT,65200.0,19,57081.86,No,0.0,Yes,LKQ,Yes,4,1.0,0.9492,08/01/2015,01/01/2015,08/01/2015,3,2
CLM-836272,SHOP-006,REPAIRED_AT,35000.0,5,41485.13,Yes,0.0,Yes,Salvage Yard,Yes,9,1.0,0.8764,02/01/2015,09/01/2015,02/01/2015,1,3
CLM-167231,SHOP-005,REPAIRED_AT,39510.0,12,32590.05,No,0.0,Yes,LKQ,Yes,2,1.0,0.9308,05/01/2015,02/01/2015,05/01/2015,2,2
CLM-743330,SHOP-004,REPAIRED_AT,53700.0,8,54164.33,No,7964.07,No,OEM Dealer,Yes,2,1.0,0.974,09/01/2015,09/01/2015,09/01/2015,2,2
CLM-807369,SHOP-007,REPAIRED_AT,50640.0,4,47002.14,No,0.0,No,Salvage Yard,Yes,3,1.0,0.9269,01/01/2015,07/01/2015,01/01/2015,3,1
CLM-735307,SHOP-006,REPAIRED_AT,53820.0,26,54878.21,Yes,0.0,No,Salvage Yard,Yes,5,1.0,0.9102,03/01/2015,08/01/2015,03/01/2015,3,1
CLM-789208,SHOP-002,REPAIRED_AT,63800.0,18,53115.17,No,4464.75,No,LKQ,Yes,8,1.0,0.9634,07/01/2015,01/01/2015,07/01/2015,3,1
CLM-585324,SHOP-006,REPAIRED_AT,2000.0,5,2000.87,Yes,0.0,Yes,Aftermarket,Yes,3,0.0667,0.0563,04/01/2015,03/01/2015,04/01/2015,3,3
CLM-498759,SHOP-006,REPAIRED_AT,49610.0,26,41449.57,No,0.0,Yes,Aftermarket,Yes,1,1.0,0.8538,03/01/2015,05/01/2015,03/01/2015,2,2
CLM-795004,SHOP-002,REPAIRED_AT,57900.0,13,55329.99,No,0.0,No,LKQ,Yes,1,1.0,0.9163,06/01/2015,05/01/2015,06/01/2015,2,1
CLM-203250,SHOP-006,REPAIRED_AT,56650.0,19,47963.43,No,0.0,No,Aftermarket,Yes,9,1.0,0.9615,08/01/2015,01/01/2015,08/01/2015,1,3
CLM-430794,SHOP-006,REPAIRED_AT,51280.0,11,58361.66,Yes,0.0,Yes,Salvage Yard,Yes,5,1.0,0.9506,01/01/2015,04/01/2015,01/01/2015,1,2
CLM-156636,SHOP-001,REPAIRED_AT,66900.0,13,63763.91,No,13009.5,No,LKQ,Yes,9,1.0,0.8311,04/01/2015,04/01/2015,04/01/2015,1,1
CLM-284143,SHOP-004,REPAIRED_AT,4160.0,4,4602.46,No,0.0,Yes,OEM Dealer,Yes,3,0.1387,0.1174,07/01/2015,01/01/2015,07/01/2015,2,3
CLM-740518,SHOP-002,REPAIRED_AT,33100.0,30,34487.04,No,0.0,No,Aftermarket,Yes,2,1.0,0.9453,06/01/2015,05/01/2015,06/01/2015,3,2
CLM-445289,SHOP-004,REPAIRED_AT,57800.0,26,50034.0,No,0.0,Yes,OEM Dealer,Yes,8,1.0,0.8737,04/01/2015,02/01/2015,04/01/2015,1,3
CLM-599262,SHOP-002,REPAIRED_AT,60030.0,23,70480.32,No,4406.78,Yes,OEM Dealer,Yes,7,1.0,0.9804,02/01/2015,07/01/2015,02/01/2015,3,2
CLM-357949,SHOP-005,REPAIRED_AT,78900.0,19,58264.11,No,12283.31,Yes,Salvage Yard,Yes,3,1.0,0.8187,04/01/2015,07/01/2015,04/01/2015,1,1
CLM-493161,SHOP-007,REPAIRED_AT,39840.0,12,34369.92,No,0.0,Yes,LKQ,Yes,10,1.0,0.8363,07/01/2015,03/01/2015,07/01/2015,2,3
CLM-320251,SHOP-002,REPAIRED_AT,70400.0,19,66308.77,No,8802.59,Yes,Salvage Yard,Yes,7,1.0,0.837,02/01/2015,05/01/2015,02/01/2015,2,2
CLM-231127,SHOP-006,REPAIRED_AT,34320.0,13,40095.02,No,0.0,No,LKQ,Yes,1,1.0,0.9725,05/01/2015,02/01/2015,05/01/2015,3,3
CLM-766193,SHOP-005,REPAIRED_AT,41860.0,28,40674.44,No,0.0,No,Aftermarket,Yes,7,1.0,0.8378,09/01/2015,02/01/2015,09/01/2015,2,3
CLM-555374,SHOP-006,REPAIRED_AT,44590.0,25,38103.89,Yes,6625.36,Yes,Aftermarket,Yes,4,1.0,0.8981,08/01/2015,02/01/2015,08/01/2015,1,3
CLM-491484,SHOP-007,REPAIRED_AT,47440.0,7,55363.74,Yes,0.0,No,LKQ,Yes,4,1.0,0.9459,09/01/2015,09/01/2015,09/01/2015,1,2
CLM-925128,SHOP-003,REPAIRED_AT,53240.0,17,49759.1,No,0.0,Yes,LKQ,Yes,2,1.0,0.9295,03/01/2015,07/01/2015,03/01/2015,2,3
CLM-265093,SHOP-006,REPAIRED_AT,55440.0,3,54911.39,No,0.0,Yes,OEM Dealer,Yes,7,1.0,0.8042,05/01/2015,01/01/2015,05/01/2015,1,3
CLM-267808,SHOP-005,REPAIRED_AT,67980.0,19,70235.18,No,0.0,No,OEM Dealer,Yes,1,1.0,0.8326,06/01/2015,01/01/2015,06/01/2015,2,3
CLM-116735,SHOP-002,REPAIRED_AT,71200.0,19,71644.96,No,14473.15,Yes,OEM Dealer,Yes,1,1.0,0.8355,06/01/2015,09/01/2015,06/01/2015,1,2
CLM-963680,SHOP-006,REPAIRED_AT,5740.0,30,6388.25,No,0.0,Yes,Salvage Yard,Yes,8,0.1913,0.1681,07/01/2015,03/01/2015,07/01/2015,2,1
CLM-445694,SHOP-005,REPAIRED_AT,47040.0,11,43285.32,Yes,0.0,Yes,Salvage Yard,Yes,7,1.0,0.9216,07/01/2015,02/01/2015,07/01/2015,3,3
CLM-215534,SHOP-002,REPAIRED_AT,41790.0,27,50133.45,No,0.0,No,Aftermarket,Yes,8,1.0,0.8139,05/01/2015,07/01/2015,05/01/2015,3,1
CLM-232854,SHOP-005,REPAIRED_AT,55550.0,12,41693.6,No,2716.04,Yes,Salvage Yard,Yes,10,1.0,0.8144,05/01/2015,04/01/2015,05/01/2015,1,3
CLM-168260,SHOP-004,REPAIRED_AT,29250.0,26,32944.83,Yes,2507.02,Yes,OEM Dealer,Yes,6,0.975,0.8278,04/01/2015,05/01/2015,04/01/2015,2,3
CLM-538955,SHOP-001,REPAIRED_AT,39270.0,21,29794.41,No,0.0,No,Salvage Yard,Yes,5,1.0,0.9818,01/01/2015,06/01/2015,01/01/2015,3,1
CLM-243226,SHOP-001,REPAIRED_AT,73300.0,29,76116.68,No,0.0,No,Salvage Yard,Yes,10,1.0,0.9941,09/01/2015,07/01/2015,09/01/2015,2,3
CLM-246435,SHOP-003,REPAIRED_AT,43020.0,25,50141.47,No,2469.15,No,Salvage Yard,Yes,3,1.0,0.82,06/01/2015,09/01/2015,06/01/2015,1,1
CLM-582480,SHOP-001,REPAIRED_AT,3200.0,29,3233.38,No,0.0,Yes,OEM Dealer,Yes,5,0.1067,0.0966,02/01/2015,01/01/2015,02/01/2015,2,1
CLM-345539,SHOP-006,REPAIRED_AT,63000.0,23,66276.15,Yes,0.0,Yes,Salvage Yard,Yes,4,1.0,0.9454,07/01/2015,05/01/2015,07/01/2015,2,1
CLM-924318,SHOP-004,REPAIRED_AT,72090.0,24,61503.27,Yes,12909.05,Yes,OEM Dealer,Yes,1,1.0,0.9616,08/01/2015,05/01/2015,08/01/2015,2,2
CLM-726880,SHOP-001,REPAIRED_AT,43400.0,6,51816.6,Yes,8213.92,No,Aftermarket,Yes,8,1.0,0.9207,06/01/2015,08/01/2015,06/01/2015,3,3
CLM-190588,SHOP-007,REPAIRED_AT,53600.0,29,49530.93,No,10139.92,Yes,OEM Dealer,Yes,9,1.0,0.8756,05/01/2015,04/01/2015,05/01/2015,2,3
CLM-246705,SHOP-007,REPAIRED_AT,1680.0,2,1586.67,No,0.0,Yes,LKQ,Yes,5,0.056,0.045,02/01/2015,02/01/2015,02/01/2015,2,3
CLM-619589,SHOP-001,REPAIRED_AT,6360.0,25,6431.15,Yes,0.0,Yes,Salvage Yard,Yes,7,0.212,0.2046,01/01/2015,05/01/2015,01/01/2015,2,3
CLM-164988,SHOP-004,REPAIRED_AT,71700.0,27,67244.7,No,0.0,Yes,Aftermarket,Yes,1,1.0,0.9527,08/01/2015,08/01/2015,08/01/2015,3,2
CLM-729534,SHOP-001,REPAIRED_AT,2400.0,14,2747.71,Yes,0.0,Yes,Aftermarket,Yes,2,0.08,0.0743,03/01/2015,07/01/2015,03/01/2015,2,2
CLM-505014,SHOP-004,REPAIRED_AT,69630.0,13,82864.12,No,0.0,No,Aftermarket,Yes,3,1.0,0.8087,08/01/2015,05/01/2015,08/01/2015,3,3
CLM-920826,SHOP-004,REPAIRED_AT,68700.0,2,65334.91,Yes,12420.95,Yes,LKQ,Yes,6,1.0,0.8497,03/01/2015,07/01/2015,03/01/2015,2,3
CLM-534982,SHOP-006,REPAIRED_AT,75200.0,10,67489.89,No,0.0,No,OEM Dealer,Yes,1,1.0,0.8167,09/01/2015,02/01/2015,09/01/2015,3,1
CLM-110408,SHOP-005,REPAIRED_AT,66240.0,11,78582.53,Yes,0.0,Yes,LKQ,Yes,8,1.0,0.8285,05/01/2015,04/01/2015,05/01/2015,1,2
CLM-283052,SHOP-003,REPAIRED_AT,72490.0,4,80190.11,No,0.0,No,LKQ,Yes,4,1.0,0.9255,09/01/2015,07/01/2015,09/01/2015,1,3
CLM-840806,SHOP-003,REPAIRED_AT,5580.0,21,6492.5,No,0.0,Yes,LKQ,Yes,3,0.186,0.1493,03/01/2015,09/01/2015,03/01/2015,1,2
CLM-382394,SHOP-001,REPAIRED_AT,56900.0,30,61499.14,No,0.0,No,Salvage Yard,Yes,3,1.0,0.9933,05/01/2015,05/01/2015,05/01/2015,3,2
CLM-876699,SHOP-003,REPAIRED_AT,45850.0,26,43814.91,No,0.0,Yes,Aftermarket,Yes,7,1.0,0.9915,08/01/2015,08/01/2015,08/01/2015,2,3
CLM-871432,SHOP-002,REPAIRED_AT,57800.0,30,42953.54,Yes,7785.09,No,OEM Dealer,Yes,7,1.0,0.8213,05/01/2015,05/01/2015,05/01/2015,1,3
CLM-379882,SHOP-002,REPAIRED_AT,55260.0,17,44323.32,Yes,0.0,Yes,Aftermarket,Yes,9,1.0,0.9472,02/01/2015,09/01/2015,02/01/2015,1,1
CLM-852002,SHOP-003,REPAIRED_AT,3760.0,25,3150.02,No,0.0,No,Aftermarket,Yes,6,0.1253,0.1087,05/01/2015,09/01/2015,05/01/2015,2,2
CLM-372891,SHOP-002,REPAIRED_AT,60660.0,2,53272.16,No,0.0,No,LKQ,Yes,2,1.0,0.9415,01/01/2015,04/01/2015,01/01/2015,3,3
CLM-689034,SHOP-004,REPAIRED_AT,76230.0,24,78473.43,No,9523.2,Yes,OEM Dealer,Yes,3,1.0,0.8405,08/01/2015,07/01/2015,08/01/2015,2,3
CLM-743092,SHOP-002,REPAIRED_AT,9130.0,19,10837.9,No,0.0,No,OEM Dealer,Yes,10,0.3043,0.2727,01/01/2015,01/01/2015,01/01/2015,3,2
CLM-599174,SHOP-004,REPAIRED_AT,39330.0,21,42668.47,Yes,3626.96,No,LKQ,Yes,3,1.0,0.9126,04/01/2015,08/01/2015,04/01/2015,2,3
CLM-421092,SHOP-006,REPAIRED_AT,45360.0,6,46467.05,No,4333.56,No,Salvage Yard,Yes,4,1.0,0.8889,05/01/2015,07/01/2015,05/01/2015,2,1
CLM-349658,SHOP-006,REPAIRED_AT,43280.0,16,36365.15,No,0.0,Yes,OEM Dealer,Yes,10,1.0,0.8326,02/01/2015,06/01/2015,02/01/2015,3,1
CLM-811042,SHOP-006,REPAIRED_AT,61120.0,8,68677.08,No,0.0,Yes,Aftermarket,Yes,5,1.0,0.8664,01/01/2015,09/01/2015,01/01/2015,1,3
CLM-505316,SHOP-005,REPAIRED_AT,61740.0,17,48293.4,No,2787.78,No,OEM Dealer,Yes,10,1.0,0.8309,08/01/2015,02/01/2015,08/01/2015,3,1
CLM-116645,SHOP-004,REPAIRED_AT,55200.0,5,62351.95,No,9960.72,No,OEM Dealer,Yes,6,1.0,0.8112,05/01/2015,08/01/2015,05/01/2015,3,1
CLM-950880,SHOP-006,REPAIRED_AT,7200.0,5,7405.86,Yes,0.0,Yes,Salvage Yard,Yes,5,0.24,0.2252,01/01/2015,04/01/2015,01/01/2015,2,3
CLM-788502,SHOP-006,REPAIRED_AT,54990.0,3,45020.71,Yes,4452.6,Yes,OEM Dealer,Yes,1,1.0,0.9255,07/01/2015,01/01/2015,07/01/2015,2,2
CLM-627486,SHOP-004,REPAIRED_AT,38250.0,20,35785.4,No,6902.51,Yes,LKQ,Yes,8,1.0,0.8246,06/01/2015,07/01/2015,06/01/2015,3,1
CLM-498842,SHOP-007,REPAIRED_AT,72000.0,28,69086.29,No,0.0,Yes,Salvage Yard,Yes,3,1.0,0.965,01/01/2015,04/01/2015,01/01/2015,2,2
CLM-550294,SHOP-004,REPAIRED_AT,3780.0,10,3582.87,No,622.19,Yes,LKQ,Yes,3,0.126,0.1034,01/01/2015,08/01/2015,01/01/2015,3,2
CLM-328387,SHOP-003,REPAIRED_AT,6300.0,12,4962.78,No,0.0,Yes,Aftermarket,Yes,10,0.21,0.1805,05/01/2015,06/01/2015,05/01/2015,2,1
CLM-540152,SHOP-007,REPAIRED_AT,33360.0,19,29417.1,No,0.0,Yes,LKQ,Yes,7,1.0,0.9023,03/01/2015,08/01/2015,03/01/2015,1,3
CLM-385932,SHOP-006,REPAIRED_AT,63270.0,7,64418.73,No,0.0,Yes,LKQ,Yes,4,1.0,0.9673,06/01/2015,02/01/2015,06/01/2015,3,2
CLM-618682,SHOP-003,REPAIRED_AT,4050.0,2,4946.7,No,0.0,No,OEM Dealer,Yes,5,0.135,0.1118,05/01/2015,05/01/2015,05/01/2015,3,2
CLM-550930,SHOP-002,REPAIRED_AT,4300.0,27,3612.0,No,0.0,Yes,Aftermarket,Yes,8,0.1433,0.1408,09/01/2015,06/01/2015,09/01/2015,1,2
CLM-998192,SHOP-006,REPAIRED_AT,21840.0,21,24803.99,Yes,0.0,No,LKQ,Yes,6,0.728,0.5859,09/01/2015,03/01/2015,09/01/2015,1,3
CLM-663938,SHOP-003,REPAIRED_AT,48800.0,18,45385.6,No,0.0,No,OEM Dealer,Yes,2,1.0,0.8854,03/01/2015,02/01/2015,03/01/2015,3,2
CLM-756870,SHOP-001,REPAIRED_AT,39000.0,24,39103.24,No,0.0,No,LKQ,Yes,8,1.0,0.8295,02/01/2015,02/01/2015,02/01/2015,2,2
CLM-337158,SHOP-002,REPAIRED_AT,67280.0,12,72084.48,No,0.0,No,OEM Dealer,Yes,3,1.0,0.9311,05/01/2015,09/01/2015,05/01/2015,2,1
CLM-919875,SHOP-004,REPAIRED_AT,54720.0,4,45499.23,No,3601.22,No,Aftermarket,Yes,7,1.0,0.8452,03/01/2015,03/01/2015,03/01/2015,2,2
CLM-315631,SHOP-005,REPAIRED_AT,38710.0,7,38168.79,Yes,0.0,No,Salvage Yard,Yes,5,1.0,0.9758,04/01/2015,04/01/2015,04/01/2015,3,2
CLM-113464,SHOP-001,REPAIRED_AT,46160.0,25,44304.56,Yes,0.0,No,LKQ,Yes,5,1.0,0.8769,07/01/2015,08/01/2015,07/01/2015,1,1
CLM-556415,SHOP-001,REPAIRED_AT,91410.0,26,98977.1,No,0.0,Yes,OEM Dealer,Yes,10,1.0,0.9768,02/01/2015,04/01/2015,02/01/2015,1,2
CLM-250249,SHOP-004,REPAIRED_AT,43440.0,29,34951.46,Yes,0.0,No,OEM Dealer,Yes,7,1.0,0.9646,05/01/2015,02/01/2015,05/01/2015,1,2
CLM-403776,SHOP-002,REPAIRED_AT,26900.0,3,25406.89,No,0.0,Yes,Aftermarket,Yes,1,0.8967,0.7375,04/01/2015,03/01/2015,04/01/2015,3,3
CLM-396002,SHOP-003,REPAIRED_AT,67680.0,23,80355.74,No,0.0,Yes,LKQ,Yes,9,1.0,0.8339,01/01/2015,07/01/2015,01/01/2015,2,3
CLM-976908,SHOP-006,REPAIRED_AT,62730.0,21,60420.08,No,0.0,Yes,Aftermarket,Yes,4,1.0,0.822,08/01/2015,08/01/2015,08/01/2015,1,2
CLM-509489,SHOP-007,REPAIRED_AT,32760.0,4,32389.42,No,1408.14,Yes,OEM Dealer,Yes,2,1.0,0.8203,06/01/2015,09/01/2015,06/01/2015,3,1
CLM-485295,SHOP-002,REPAIRED_AT,32830.0,27,30036.96,No,0.0,Yes,OEM Dealer,Yes,9,1.0,0.9912,04/01/2015,04/01/2015,04/01/2015,1,1
CLM-361829,SHOP-005,REPAIRED_AT,64710.0,16,59531.84,No,4782.92,Yes,Salvage Yard,Yes,4,1.0,0.8715,07/01/2015,01/01/2015,07/01/2015,2,3
CLM-603632,SHOP-002,REPAIRED_AT,60240.0,30,42081.91,No,0.0,No,LKQ,Yes,4,1.0,0.9231,07/01/2015,08/01/2015,07/01/2015,2,3
CLM-783494,SHOP-003,REPAIRED_AT,37920.0,2,39632.58,No,6672.79,No,Salvage Yard,Yes,2,1.0,0.8237,07/01/2015,05/01/2015,07/01/2015,3,3
CLM-439049,SHOP-003,REPAIRED_AT,63990.0,14,54176.26,No,0.0,Yes,Salvage Yard,Yes,1,1.0,0.9847,02/01/2015,07/01/2015,02/01/2015,3,2
CLM-502634,SHOP-004,REPAIRED_AT,55520.0,15,47434.48,Yes,3015.93,No,Aftermarket,Yes,6,1.0,0.984,05/01/2015,05/01/2015,05/01/2015,3,3
CLM-378588,SHOP-004,REPAIRED_AT,50000.0,30,43228.26,No,0.0,Yes,OEM Dealer,Yes,8,1.0,0.9791,05/01/2015,06/01/2015,05/01/2015,3,2
CLM-794731,SHOP-007,REPAIRED_AT,43230.0,24,43561.94,No,0.0,Yes,Salvage Yard,Yes,6,1.0,0.9209,05/01/2015,03/01/2015,05/01/2015,2,2
CLM-641934,SHOP-006,REPAIRED_AT,57780.0,2,44341.74,No,0.0,No,OEM Dealer,Yes,9,1.0,0.8356,03/01/2015,01/01/2015,03/01/2015,2,1
CLM-113516,SHOP-002,REPAIRED_AT,55080.0,3,53879.69,Yes,0.0,Yes,OEM Dealer,Yes,9,1.0,0.9061,07/01/2015,06/01/2015,07/01/2015,3,2
CLM-425631,SHOP-006,REPAIRED_AT,69200.0,15,54247.02,Yes,0.0,No,Aftermarket,Yes,2,1.0,0.9199,06/01/2015,07/01/2015,06/01/2015,1,1
CLM-542245,SHOP-006,REPAIRED_AT,71940.0,22,60307.01,No,0.0,No,Aftermarket,Yes,10,1.0,0.9359,03/01/2015,01/01/2015,03/01/2015,2,2
CLM-512894,SHOP-004,REPAIRED_AT,55710.0,12,55762.48,No,0.0,No,OEM Dealer,Yes,6,1.0,0.83,04/01/2015,05/01/2015,04/01/2015,3,2
CLM-633090,SHOP-006,REPAIRED_AT,5360.0,10,5825.25,Yes,0.0,Yes,Aftermarket,Yes,3,0.1787,0.1668,05/01/2015,04/01/2015,05/01/2015,1,3
CLM-464234,SHOP-005,REPAIRED_AT,4080.0,22,3461.36,Yes,0.0,Yes,OEM Dealer,Yes,6,0.136,0.117,03/01/2015,09/01/2015,03/01/2015,3,3
CLM-290162,SHOP-003,REPAIRED_AT,4080.0,24,3954.55,Yes,0.0,No,LKQ,Yes,6,0.136,0.131,07/01/2015,08/01/2015,07/01/2015,3,3
CLM-638155,SHOP-003,REPAIRED_AT,65160.0,6,47795.53,No,0.0,Yes,LKQ,Yes,7,1.0,0.8697,09/01/2015,09/01/2015,09/01/2015,2,1
CLM-911429,SHOP-006,REPAIRED_AT,56720.0,13,62119.33,Yes,0.0,Yes,LKQ,Yes,2,1.0,0.8208,04/01/2015,08/01/2015,04/01/2015,3,2
CLM-106186,SHOP-003,REPAIRED_AT,58590.0,2,60199.07,Yes,0.0,Yes,LKQ,Yes,6,1.0,0.9832,05/01/2015,06/01/2015,05/01/2015,2,2
CLM-311783,SHOP-004,REPAIRED_AT,64260.0,2,51288.78,No,0.0,Yes,Salvage Yard,Yes,6,1.0,0.9323,05/01/2015,04/01/2015,05/01/2015,2,1
CLM-528385,SHOP-007,REPAIRED_AT,72700.0,21,64764.28,No,0.0,Yes,OEM Dealer,Yes,3,1.0,0.9866,02/01/2015,06/01/2015,02/01/2015,2,3
CLM-228403,SHOP-007,REPAIRED_AT,50320.0,9,60656.42,No,0.0,No,OEM Dealer,Yes,4,1.0,0.9621,05/01/2015,08/01/2015,05/01/2015,3,1
CLM-209177,SHOP-002,REPAIRED_AT,76900.0,6,63054.74,Yes,0.0,Yes,Aftermarket,Yes,5,1.0,0.9423,08/01/2015,08/01/2015,08/01/2015,1,3
CLM-497929,SHOP-005,REPAIRED_AT,59360.0,18,52919.18,No,0.0,No,Aftermarket,Yes,4,1.0,0.8153,09/01/2015,09/01/2015,09/01/2015,3,2
