:START_ID,:END_ID,:TYPE,engagement_date,case_type,contingency_agreement,litigation_initiated,settlement_reached,settlement_amount,representation_side,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CLM-807369,LAW-007,REPRESENTED_BY,2/4/2015,Property,Yes,No,Yes,12950.57,Claimant,0.0648,0.0566,2/4/2015,2/4/2015,2/4/2015,4,4
CLM-735307,LAW-006,REPRESENTED_BY,2/23/2015,Property,Yes,No,Yes,11016.81,Claimant,0.0551,0.053,2/23/2015,2/23/2015,2/23/2015,10,3
CLM-789208,LAW-002,REPRESENTED_BY,2/8/2015,Property,Yes,Yes,No,11122.73,Claimant,0.0556,0.051,2/8/2015,2/8/2015,2/8/2015,9,2
CLM-585324,LAW-006,REPRESENTED_BY,2/21/2015,Bodily Injury,Yes,No,Yes,345.92,Claimant,0.0017,0.0016,2/21/2015,2/21/2015,2/21/2015,10,2
CLM-498759,LAW-006,REPRESENTED_BY,1/13/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/13/2015,1/13/2015,1/13/2015,1,4
CLM-795004,LAW-002,REPRESENTED_BY,1/17/2015,Property,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/17/2015,1/17/2015,1/17/2015,10,2
CLM-203250,LAW-006,REPRESENTED_BY,2/18/2015,Bodily Injury,Yes,No,No,10313.98,Claimant,0.0516,0.0457,2/18/2015,2/18/2015,2/18/2015,9,1
CLM-430794,LAW-006,REPRESENTED_BY,1/14/2015,Bodily Injury,Yes,No,Pending,13377.88,Claimant,0.0669,0.0668,1/14/2015,1/14/2015,1/14/2015,4,2
CLM-156636,LAW-001,REPRESENTED_BY,1/27/2015,Property,No,No,Yes,10712.5,Claimant,0.0536,0.0473,1/27/2015,1/27/2015,1/27/2015,8,5
CLM-284143,LAW-004,REPRESENTED_BY,2/12/2015,Bodily Injury,Yes,No,Pending,484.27,Claimant,0.0024,0.0019,2/12/2015,2/12/2015,2/12/2015,9,4
CLM-740518,LAW-002,REPRESENTED_BY,1/17/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,1/17/2015,1/17/2015,1/17/2015,1,3
CLM-445289,LAW-004,REPRESENTED_BY,1/13/2015,Property,Yes,No,Yes,5815.7,Claimant,0.0291,0.0246,1/13/2015,1/13/2015,1/13/2015,2,2
CLM-599262,LAW-002,REPRESENTED_BY,1/21/2015,Bodily Injury,Yes,No,No,11589.18,Claimant,0.0579,0.0499,1/21/2015,1/21/2015,1/21/2015,9,3
CLM-357949,LAW-005,REPRESENTED_BY,1/1/2015,Bodily Injury,Yes,No,Yes,9522.68,Claimant,0.0476,0.0389,1/1/2015,1/1/2015,1/1/2015,3,3
CLM-493161,LAW-007,REPRESENTED_BY,2/18/2015,Property,No,No,Pending,11895.16,Claimant,0.0595,0.0558,2/18/2015,2/18/2015,2/18/2015,1,1
CLM-320251,LAW-002,REPRESENTED_BY,2/4/2015,Bodily Injury,No,Yes,No,8244.07,Claimant,0.0412,0.0401,2/4/2015,2/4/2015,2/4/2015,5,5
CLM-231127,LAW-006,REPRESENTED_BY,1/9/2015,Bodily Injury,Yes,Yes,Yes,0.0,Claimant,0.0,0.0,1/9/2015,1/9/2015,1/9/2015,4,4
CLM-766193,LAW-005,REPRESENTED_BY,2/14/2015,Bodily Injury,No,No,Pending,0.0,Claimant,0.0,0.0,2/14/2015,2/14/2015,2/14/2015,4,3
CLM-555374,LAW-006,REPRESENTED_BY,1/3/2015,Bodily Injury,No,No,No,14060.82,Claimant,0.0703,0.0638,1/3/2015,1/3/2015,1/3/2015,10,1
CLM-491484,LAW-007,REPRESENTED_BY,2/4/2015,Bodily Injury,Yes,Yes,Pending,8469.53,Claimant,0.0423,0.0342,2/4/2015,2/4/2015,2/4/2015,8,2
CLM-925128,LAW-003,REPRESENTED_BY,1/30/2015,Bodily Injury,Yes,Yes,Yes,0.0,Claimant,0.0,0.0,1/30/2015,1/30/2015,1/30/2015,2,3
CLM-265093,LAW-006,REPRESENTED_BY,2/20/2015,Property,No,No,Pending,0.0,Claimant,0.0,0.0,2/20/2015,2/20/2015,2/20/2015,9,3
CLM-267808,LAW-005,REPRESENTED_BY,1/7/2015,Bodily Injury,No,No,Pending,5978.26,Claimant,0.0299,0.027,1/7/2015,1/7/2015,1/7/2015,10,2
CLM-116735,LAW-002,REPRESENTED_BY,1/31/2015,Bodily Injury,Yes,Yes,Yes,0.0,Claimant,0.0,0.0,1/31/2015,1/31/2015,1/31/2015,6,2
CLM-963680,LAW-006,REPRESENTED_BY,2/17/2015,Bodily Injury,No,No,Yes,0.0,Claimant,0.0,0.0,2/17/2015,2/17/2015,2/17/2015,7,5
CLM-445694,LAW-005,REPRESENTED_BY,1/24/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,1/24/2015,1/24/2015,1/24/2015,10,1
CLM-215534,LAW-002,REPRESENTED_BY,2/2/2015,Property,Yes,No,Yes,14779.05,Claimant,0.0739,0.0594,2/2/2015,2/2/2015,2/2/2015,1,2
CLM-232854,LAW-005,REPRESENTED_BY,1/9/2015,Property,Yes,No,No,5714.34,Claimant,0.0286,0.0247,1/9/2015,1/9/2015,1/9/2015,8,2
CLM-168260,LAW-004,REPRESENTED_BY,2/28/2015,Property,Yes,No,Pending,5571.69,Claimant,0.0279,0.0255,2/28/2015,2/28/2015,2/28/2015,1,5
CLM-538955,LAW-001,REPRESENTED_BY,1/17/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,1/17/2015,1/17/2015,1/17/2015,6,4
CLM-243226,LAW-001,REPRESENTED_BY,2/9/2015,Bodily Injury,No,No,Pending,0.0,Claimant,0.0,0.0,2/9/2015,2/9/2015,2/9/2015,7,5
CLM-246435,LAW-003,REPRESENTED_BY,1/14/2015,Bodily Injury,No,No,Pending,6908.66,Claimant,0.0345,0.031,1/14/2015,1/14/2015,1/14/2015,3,3
CLM-345539,LAW-006,REPRESENTED_BY,2/17/2015,Property,No,No,No,16730.29,Claimant,0.0837,0.0785,2/17/2015,2/17/2015,2/17/2015,7,2
CLM-924318,LAW-004,REPRESENTED_BY,1/25/2015,Bodily Injury,Yes,No,Yes,23392.47,Claimant,0.117,0.0984,1/25/2015,1/25/2015,1/25/2015,1,4
CLM-726880,LAW-001,REPRESENTED_BY,2/13/2015,Property,Yes,No,Yes,0.0,Claimant,0.0,0.0,2/13/2015,2/13/2015,2/13/2015,9,1
CLM-190588,LAW-007,REPRESENTED_BY,2/20/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/20/2015,2/20/2015,2/20/2015,6,1
CLM-246705,LAW-007,REPRESENTED_BY,1/8/2015,Bodily Injury,Yes,No,Pending,501.24,Claimant,0.0025,0.0023,1/8/2015,1/8/2015,1/8/2015,7,4
CLM-619589,LAW-001,REPRESENTED_BY,2/28/2015,Bodily Injury,Yes,No,Pending,709.12,Claimant,0.0035,0.0029,2/28/2015,2/28/2015,2/28/2015,5,1
CLM-164988,LAW-004,REPRESENTED_BY,2/12/2015,Bodily Injury,Yes,No,No,9908.98,Claimant,0.0495,0.0426,2/12/2015,2/12/2015,2/12/2015,2,2
CLM-729534,LAW-001,REPRESENTED_BY,1/6/2015,Bodily Injury,Yes,No,No,336.86,Claimant,0.0017,0.0017,1/6/2015,1/6/2015,1/6/2015,2,1
CLM-505014,LAW-004,REPRESENTED_BY,2/15/2015,Property,Yes,No,Yes,0.0,Claimant,0.0,0.0,2/15/2015,2/15/2015,2/15/2015,2,2
CLM-920826,LAW-004,REPRESENTED_BY,1/20/2015,Bodily Injury,No,No,Pending,10170.78,Claimant,0.0509,0.0472,1/20/2015,1/20/2015,1/20/2015,9,2
CLM-534982,LAW-006,REPRESENTED_BY,1/3/2015,Bodily Injury,Yes,No,Yes,14699.77,Claimant,0.0735,0.0731,1/3/2015,1/3/2015,1/3/2015,3,2
CLM-110408,LAW-005,REPRESENTED_BY,1/26/2015,Property,Yes,No,No,13001.84,Claimant,0.065,0.053,1/26/2015,1/26/2015,1/26/2015,5,1
CLM-283052,LAW-003,REPRESENTED_BY,1/25/2015,Bodily Injury,Yes,No,Yes,9793.88,Claimant,0.049,0.0475,1/25/2015,1/25/2015,1/25/2015,3,2
CLM-382394,LAW-001,REPRESENTED_BY,1/12/2015,Bodily Injury,Yes,Yes,Yes,5188.91,Claimant,0.0259,0.0218,1/12/2015,1/12/2015,1/12/2015,3,5
CLM-876699,LAW-003,REPRESENTED_BY,1/15/2015,Bodily Injury,No,No,Pending,7045.28,Claimant,0.0352,0.03,1/15/2015,1/15/2015,1/15/2015,5,5
CLM-871432,LAW-002,REPRESENTED_BY,1/10/2015,Bodily Injury,Yes,No,Yes,7447.88,Claimant,0.0372,0.032,1/10/2015,1/10/2015,1/10/2015,2,2
CLM-379882,LAW-002,REPRESENTED_BY,1/23/2015,Bodily Injury,Yes,Yes,Yes,0.0,Claimant,0.0,0.0,1/23/2015,1/23/2015,1/23/2015,3,2
CLM-852002,LAW-003,REPRESENTED_BY,2/21/2015,Bodily Injury,No,No,Pending,959.69,Claimant,0.0048,0.0046,2/21/2015,2/21/2015,2/21/2015,5,5
CLM-372891,LAW-002,REPRESENTED_BY,2/17/2015,Property,No,Yes,Pending,0.0,Claimant,0.0,0.0,2/17/2015,2/17/2015,2/17/2015,7,1
CLM-689034,LAW-004,REPRESENTED_BY,1/6/2015,Bodily Injury,Yes,No,Yes,6772.94,Claimant,0.0339,0.0336,1/6/2015,1/6/2015,1/6/2015,3,4
CLM-599174,LAW-004,REPRESENTED_BY,2/17/2015,Bodily Injury,Yes,No,No,7530.25,Claimant,0.0377,0.0356,2/17/2015,2/17/2015,2/17/2015,1,4
CLM-421092,LAW-006,REPRESENTED_BY,1/24/2015,Property,No,No,Pending,6311.98,Claimant,0.0316,0.0289,1/24/2015,1/24/2015,1/24/2015,10,3
CLM-349658,LAW-006,REPRESENTED_BY,1/21/2015,Property,Yes,No,Pending,0.0,Claimant,0.0,0.0,1/21/2015,1/21/2015,1/21/2015,6,2
CLM-811042,LAW-006,REPRESENTED_BY,2/3/2015,Bodily Injury,No,Yes,No,0.0,Claimant,0.0,0.0,2/3/2015,2/3/2015,2/3/2015,3,2
CLM-505316,LAW-005,REPRESENTED_BY,1/7/2015,Property,Yes,No,Pending,18194.59,Claimant,0.091,0.0831,1/7/2015,1/7/2015,1/7/2015,1,2
CLM-116645,LAW-004,REPRESENTED_BY,2/2/2015,Bodily Injury,No,No,No,0.0,Claimant,0.0,0.0,2/2/2015,2/2/2015,2/2/2015,1,4
CLM-950880,LAW-006,REPRESENTED_BY,1/13/2015,Bodily Injury,No,No,Pending,1970.13,Claimant,0.0099,0.0088,1/13/2015,1/13/2015,1/13/2015,5,2
CLM-788502,LAW-006,REPRESENTED_BY,2/28/2015,Bodily Injury,Yes,Yes,No,0.0,Claimant,0.0,0.0,2/28/2015,2/28/2015,2/28/2015,7,5
CLM-627486,LAW-004,REPRESENTED_BY,1/16/2015,Property,Yes,No,Yes,5567.0,Claimant,0.0278,0.0227,1/16/2015,1/16/2015,1/16/2015,2,2
CLM-498842,LAW-007,REPRESENTED_BY,2/1/2015,Property,Yes,No,No,18308.25,Claimant,0.0915,0.0883,2/1/2015,2/1/2015,2/1/2015,6,3
CLM-550294,LAW-004,REPRESENTED_BY,1/30/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,1/30/2015,1/30/2015,1/30/2015,3,3
CLM-328387,LAW-003,REPRESENTED_BY,2/16/2015,Bodily Injury,Yes,No,Yes,562.11,Claimant,0.0028,0.0024,2/16/2015,2/16/2015,2/16/2015,7,5
CLM-540152,LAW-007,REPRESENTED_BY,1/7/2015,Bodily Injury,Yes,Yes,No,6691.07,Claimant,0.0335,0.0312,1/7/2015,1/7/2015,1/7/2015,6,4
CLM-385932,LAW-006,REPRESENTED_BY,1/10/2015,Bodily Injury,Yes,No,Pending,13754.09,Claimant,0.0688,0.0594,1/10/2015,1/10/2015,1/10/2015,5,2
CLM-618682,LAW-003,REPRESENTED_BY,1/31/2015,Bodily Injury,Yes,No,Yes,1291.92,Claimant,0.0065,0.0057,1/31/2015,1/31/2015,1/31/2015,7,3
CLM-998192,LAW-006,REPRESENTED_BY,2/22/2015,Bodily Injury,Yes,No,No,3887.13,Claimant,0.0194,0.0165,2/22/2015,2/22/2015,2/22/2015,2,4
CLM-663938,LAW-003,REPRESENTED_BY,1/8/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,1/8/2015,1/8/2015,1/8/2015,1,1
CLM-756870,LAW-001,REPRESENTED_BY,2/4/2015,Bodily Injury,No,No,No,5516.15,Claimant,0.0276,0.0258,2/4/2015,2/4/2015,2/4/2015,4,3
CLM-337158,LAW-002,REPRESENTED_BY,2/4/2015,Property,No,No,Yes,23098.51,Claimant,0.1155,0.105,2/4/2015,2/4/2015,2/4/2015,4,4
CLM-919875,LAW-004,REPRESENTED_BY,2/26/2015,Bodily Injury,No,No,Yes,7197.55,Claimant,0.036,0.0351,2/26/2015,2/26/2015,2/26/2015,10,4
CLM-315631,LAW-005,REPRESENTED_BY,1/8/2015,Property,Yes,No,Yes,7422.1,Claimant,0.0371,0.0343,1/8/2015,1/8/2015,1/8/2015,10,2
CLM-113464,LAW-001,REPRESENTED_BY,2/15/2015,Bodily Injury,Yes,Yes,No,13237.1,Claimant,0.0662,0.0598,2/15/2015,2/15/2015,2/15/2015,4,4
CLM-556415,LAW-001,REPRESENTED_BY,1/14/2015,Bodily Injury,Yes,No,No,24736.2,Claimant,0.1237,0.1036,1/14/2015,1/14/2015,1/14/2015,8,4
CLM-250249,LAW-004,REPRESENTED_BY,1/12/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,1/12/2015,1/12/2015,1/12/2015,9,4
CLM-403776,LAW-002,REPRESENTED_BY,1/18/2015,Bodily Injury,Yes,No,Pending,7405.48,Claimant,0.037,0.0345,1/18/2015,1/18/2015,1/18/2015,9,5
CLM-396002,LAW-003,REPRESENTED_BY,1/15/2015,Bodily Injury,No,No,Pending,22632.34,Claimant,0.1132,0.1092,1/15/2015,1/15/2015,1/15/2015,7,5
CLM-976908,LAW-006,REPRESENTED_BY,2/24/2015,Bodily Injury,Yes,No,Yes,10154.07,Claimant,0.0508,0.0502,2/24/2015,2/24/2015,2/24/2015,2,4
CLM-509489,LAW-007,REPRESENTED_BY,2/7/2015,Property,Yes,No,Yes,3539.71,Claimant,0.0177,0.0151,2/7/2015,2/7/2015,2/7/2015,5,2
CLM-485295,LAW-002,REPRESENTED_BY,2/22/2015,Property,Yes,No,Yes,0.0,Claimant,0.0,0.0,2/22/2015,2/22/2015,2/22/2015,1,4
CLM-361829,LAW-005,REPRESENTED_BY,1/19/2015,Bodily Injury,Yes,No,Yes,13871.91,Claimant,0.0694,0.0667,1/19/2015,1/19/2015,1/19/2015,6,1
CLM-603632,LAW-002,REPRESENTED_BY,2/28/2015,Property,Yes,No,Pending,10741.07,Claimant,0.0537,0.0521,2/28/2015,2/28/2015,2/28/2015,8,4
CLM-783494,LAW-003,REPRESENTED_BY,2/4/2015,Bodily Injury,Yes,No,No,12146.41,Claimant,0.0607,0.0596,2/4/2015,2/4/2015,2/4/2015,9,4
CLM-439049,LAW-003,REPRESENTED_BY,2/17/2015,Property,Yes,Yes,Yes,8694.56,Claimant,0.0435,0.0429,2/17/2015,2/17/2015,2/17/2015,7,1
CLM-502634,LAW-004,REPRESENTED_BY,2/17/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,2/17/2015,2/17/2015,2/17/2015,2,3
CLM-378588,LAW-004,REPRESENTED_BY,1/17/2015,Bodily Injury,Yes,No,Pending,6701.99,Claimant,0.0335,0.0272,1/17/2015,1/17/2015,1/17/2015,8,5
CLM-794731,LAW-007,REPRESENTED_BY,2/2/2015,Bodily Injury,Yes,No,No,10164.19,Claimant,0.0508,0.0427,2/2/2015,2/2/2015,2/2/2015,1,5
CLM-641934,LAW-006,REPRESENTED_BY,2/12/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/12/2015,2/12/2015,2/12/2015,7,2
CLM-113516,LAW-002,REPRESENTED_BY,1/4/2015,Bodily Injury,Yes,Yes,No,13509.3,Claimant,0.0675,0.0572,1/4/2015,1/4/2015,1/4/2015,4,5
CLM-425631,LAW-006,REPRESENTED_BY,2/21/2015,Bodily Injury,Yes,No,No,8475.79,Claimant,0.0424,0.0402,2/21/2015,2/21/2015,2/21/2015,1,2
CLM-542245,LAW-006,REPRESENTED_BY,1/23/2015,Bodily Injury,No,No,Pending,11674.31,Claimant,0.0584,0.0557,1/23/2015,1/23/2015,1/23/2015,5,3
CLM-512894,LAW-004,REPRESENTED_BY,2/12/2015,Property,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/12/2015,2/12/2015,2/12/2015,9,4
CLM-633090,LAW-006,REPRESENTED_BY,1/23/2015,Bodily Injury,Yes,No,Pending,733.69,Claimant,0.0037,0.0033,1/23/2015,1/23/2015,1/23/2015,10,4
CLM-464234,LAW-005,REPRESENTED_BY,2/10/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/10/2015,2/10/2015,2/10/2015,2,3
CLM-290162,LAW-003,REPRESENTED_BY,1/10/2015,Bodily Injury,Yes,No,Pending,418.59,Claimant,0.0021,0.0021,1/10/2015,1/10/2015,1/10/2015,4,4
CLM-638155,LAW-003,REPRESENTED_BY,2/12/2015,Bodily Injury,Yes,No,Pending,6102.4,Claimant,0.0305,0.0283,2/12/2015,2/12/2015,2/12/2015,9,3
CLM-911429,LAW-006,REPRESENTED_BY,2/21/2015,Bodily Injury,Yes,Yes,No,0.0,Claimant,0.0,0.0,2/21/2015,2/21/2015,2/21/2015,3,4
CLM-106186,LAW-003,REPRESENTED_BY,1/18/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/18/2015,1/18/2015,1/18/2015,5,5
CLM-311783,LAW-004,REPRESENTED_BY,2/28/2015,Bodily Injury,No,No,No,0.0,Claimant,0.0,0.0,2/28/2015,2/28/2015,2/28/2015,10,5
CLM-528385,LAW-007,REPRESENTED_BY,1/19/2015,Bodily Injury,Yes,Yes,Pending,10317.34,Claimant,0.0516,0.0429,1/19/2015,1/19/2015,1/19/2015,7,4
CLM-228403,LAW-007,REPRESENTED_BY,1/11/2015,Bodily Injury,Yes,Yes,Yes,5126.66,Claimant,0.0256,0.024,1/11/2015,1/11/2015,1/11/2015,8,1
CLM-209177,LAW-002,REPRESENTED_BY,2/11/2015,Bodily Injury,Yes,No,Pending,6809.36,Claimant,0.034,0.0288,2/11/2015,2/11/2015,2/11/2015,2,3
CLM-497929,LAW-005,REPRESENTED_BY,1/9/2015,Bodily Injury,No,Yes,No,0.0,Claimant,0.0,0.0,1/9/2015,1/9/2015,1/9/2015,9,2
CLM-735844,LAW-004,REPRESENTED_BY,1/20/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/20/2015,1/20/2015,1/20/2015,4,4
CLM-710741,LAW-005,REPRESENTED_BY,2/26/2015,Bodily Injury,Yes,No,Pending,455.1,Claimant,0.0023,0.0019,2/26/2015,2/26/2015,2/26/2015,3,2
CLM-276804,LAW-004,REPRESENTED_BY,2/2/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,2/2/2015,2/2/2015,2/2/2015,6,2
CLM-507545,LAW-005,REPRESENTED_BY,1/4/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,1/4/2015,1/4/2015,1/4/2015,9,2
CLM-485642,LAW-006,REPRESENTED_BY,2/19/2015,Bodily Injury,Yes,Yes,Pending,8750.22,Claimant,0.0438,0.0393,2/19/2015,2/19/2015,2/19/2015,3,1
CLM-796375,LAW-005,REPRESENTED_BY,1/12/2015,Bodily Injury,Yes,No,Yes,4990.71,Claimant,0.025,0.025,1/12/2015,1/12/2015,1/12/2015,4,1
CLM-171183,LAW-007,REPRESENTED_BY,1/24/2015,Bodily Injury,Yes,Yes,Yes,0.0,Claimant,0.0,0.0,1/24/2015,1/24/2015,1/24/2015,9,5
CLM-110084,LAW-004,REPRESENTED_BY,2/17/2015,Bodily Injury,No,No,No,10856.24,Claimant,0.0543,0.0533,2/17/2015,2/17/2015,2/17/2015,7,3
CLM-714784,LAW-002,REPRESENTED_BY,1/13/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,1/13/2015,1/13/2015,1/13/2015,9,4
CLM-143924,LAW-004,REPRESENTED_BY,2/28/2015,Property,No,No,Yes,0.0,Claimant,0.0,0.0,2/28/2015,2/28/2015,2/28/2015,8,4
CLM-996850,LAW-002,REPRESENTED_BY,1/3/2015,Bodily Injury,Yes,No,Yes,9890.77,Claimant,0.0495,0.0399,1/3/2015,1/3/2015,1/3/2015,1,4
CLM-284834,LAW-006,REPRESENTED_BY,2/5/2015,Property,Yes,No,Yes,6424.31,Claimant,0.0321,0.0307,2/5/2015,2/5/2015,2/5/2015,1,4
CLM-270208,LAW-002,REPRESENTED_BY,1/6/2015,Bodily Injury,Yes,No,Yes,21153.7,Claimant,0.1058,0.0905,1/6/2015,1/6/2015,1/6/2015,8,3
CLM-407958,LAW-007,REPRESENTED_BY,2/3/2015,Bodily Injury,Yes,No,Pending,8243.45,Claimant,0.0412,0.0375,2/3/2015,2/3/2015,2/3/2015,10,4
CLM-832300,LAW-005,REPRESENTED_BY,2/12/2015,Bodily Injury,Yes,No,Pending,11908.57,Claimant,0.0595,0.0553,2/12/2015,2/12/2015,2/12/2015,5,4
CLM-927205,LAW-006,REPRESENTED_BY,2/16/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,2/16/2015,2/16/2015,2/16/2015,3,3
CLM-655356,LAW-005,REPRESENTED_BY,2/25/2015,Bodily Injury,Yes,No,Pending,11821.02,Claimant,0.0591,0.0558,2/25/2015,2/25/2015,2/25/2015,1,5
CLM-831053,LAW-003,REPRESENTED_BY,1/21/2015,Property,Yes,No,Yes,6629.32,Claimant,0.0331,0.0317,1/21/2015,1/21/2015,1/21/2015,1,1
CLM-893853,LAW-004,REPRESENTED_BY,2/27/2015,Bodily Injury,No,No,Yes,14022.71,Claimant,0.0701,0.0569,2/27/2015,2/27/2015,2/27/2015,8,4
CLM-594988,LAW-001,REPRESENTED_BY,2/10/2015,Bodily Injury,Yes,No,Pending,6530.61,Claimant,0.0327,0.032,2/10/2015,2/10/2015,2/10/2015,5,1
CLM-979544,LAW-001,REPRESENTED_BY,1/18/2015,Bodily Injury,Yes,No,Yes,3265.9,Claimant,0.0163,0.0141,1/18/2015,1/18/2015,1/18/2015,10,1
CLM-191891,LAW-004,REPRESENTED_BY,1/13/2015,Bodily Injury,Yes,No,No,8571.86,Claimant,0.0429,0.0369,1/13/2015,1/13/2015,1/13/2015,5,4
CLM-831479,LAW-004,REPRESENTED_BY,1/31/2015,Property,Yes,No,No,3467.89,Claimant,0.0173,0.0141,1/31/2015,1/31/2015,1/31/2015,7,5
CLM-714346,LAW-004,REPRESENTED_BY,1/15/2015,Property,Yes,Yes,Yes,0.0,Claimant,0.0,0.0,1/15/2015,1/15/2015,1/15/2015,6,2
CLM-326289,LAW-007,REPRESENTED_BY,2/13/2015,Bodily Injury,No,Yes,Yes,0.0,Claimant,0.0,0.0,2/13/2015,2/13/2015,2/13/2015,4,2
CLM-944537,LAW-006,REPRESENTED_BY,2/13/2015,Bodily Injury,No,No,Pending,0.0,Claimant,0.0,0.0,2/13/2015,2/13/2015,2/13/2015,10,4
CLM-779156,LAW-002,REPRESENTED_BY,1/3/2015,Bodily Injury,No,No,No,9343.04,Claimant,0.0467,0.0456,1/3/2015,1/3/2015,1/3/2015,9,3
CLM-856153,LAW-007,REPRESENTED_BY,1/13/2015,Bodily Injury,Yes,Yes,No,0.0,Claimant,0.0,0.0,1/13/2015,1/13/2015,1/13/2015,5,3
CLM-473338,LAW-005,REPRESENTED_BY,2/14/2015,Bodily Injury,No,No,Yes,21362.51,Claimant,0.1068,0.1034,2/14/2015,2/14/2015,2/14/2015,1,5
CLM-521694,LAW-004,REPRESENTED_BY,1/20/2015,Bodily Injury,Yes,No,No,11843.86,Claimant,0.0592,0.0573,1/20/2015,1/20/2015,1/20/2015,3,4
CLM-730819,LAW-003,REPRESENTED_BY,1/3/2015,Bodily Injury,No,Yes,No,15779.62,Claimant,0.0789,0.0668,1/3/2015,1/3/2015,1/3/2015,9,3
CLM-912665,LAW-007,REPRESENTED_BY,3/1/2015,Property,No,No,Pending,16401.94,Claimant,0.082,0.075,3/1/2015,3/1/2015,3/1/2015,10,1
CLM-469966,LAW-004,REPRESENTED_BY,1/1/2015,Bodily Injury,Yes,No,Yes,18303.37,Claimant,0.0915,0.0824,1/1/2015,1/1/2015,1/1/2015,2,4
CLM-952300,LAW-005,REPRESENTED_BY,1/29/2015,Bodily Injury,No,No,Yes,9037.5,Claimant,0.0452,0.0373,1/29/2015,1/29/2015,1/29/2015,5,4
CLM-322609,LAW-003,REPRESENTED_BY,1/10/2015,Property,No,No,Yes,0.0,Claimant,0.0,0.0,1/10/2015,1/10/2015,1/10/2015,2,2
CLM-890280,LAW-007,REPRESENTED_BY,1/29/2015,Bodily Injury,No,No,Pending,0.0,Claimant,0.0,0.0,1/29/2015,1/29/2015,1/29/2015,7,2
CLM-431583,LAW-003,REPRESENTED_BY,2/20/2015,Property,Yes,No,Yes,12977.35,Claimant,0.0649,0.062,2/20/2015,2/20/2015,2/20/2015,2,4
CLM-110143,LAW-003,REPRESENTED_BY,1/18/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/18/2015,1/18/2015,1/18/2015,3,1
CLM-409074,LAW-001,REPRESENTED_BY,1/13/2015,Bodily Injury,Yes,Yes,Yes,6620.52,Claimant,0.0331,0.0298,1/13/2015,1/13/2015,1/13/2015,9,3
CLM-824728,LAW-005,REPRESENTED_BY,2/13/2015,Bodily Injury,Yes,No,Yes,4841.48,Claimant,0.0242,0.0198,2/13/2015,2/13/2015,2/13/2015,5,1
CLM-606037,LAW-003,REPRESENTED_BY,1/8/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,1/8/2015,1/8/2015,1/8/2015,7,2
CLM-636843,LAW-007,REPRESENTED_BY,2/17/2015,Property,No,Yes,Yes,0.0,Claimant,0.0,0.0,2/17/2015,2/17/2015,2/17/2015,4,3
CLM-111874,LAW-006,REPRESENTED_BY,1/15/2015,Bodily Injury,No,Yes,Pending,0.0,Claimant,0.0,0.0,1/15/2015,1/15/2015,1/15/2015,10,5
CLM-439844,LAW-005,REPRESENTED_BY,1/24/2015,Property,No,Yes,Pending,0.0,Claimant,0.0,0.0,1/24/2015,1/24/2015,1/24/2015,9,4
CLM-463513,LAW-004,REPRESENTED_BY,2/28/2015,Bodily Injury,Yes,No,Pending,13948.1,Claimant,0.0697,0.066,2/28/2015,2/28/2015,2/28/2015,6,2
CLM-577858,LAW-007,REPRESENTED_BY,2/16/2015,Bodily Injury,No,No,Yes,5690.99,Claimant,0.0285,0.0274,2/16/2015,2/16/2015,2/16/2015,6,3
CLM-607351,LAW-005,REPRESENTED_BY,2/9/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/9/2015,2/9/2015,2/9/2015,5,2
CLM-682754,LAW-003,REPRESENTED_BY,1/24/2015,Bodily Injury,Yes,No,Yes,9140.65,Claimant,0.0457,0.0451,1/24/2015,1/24/2015,1/24/2015,8,5
CLM-307469,LAW-006,REPRESENTED_BY,1/27/2015,Property,No,No,Pending,5884.38,Claimant,0.0294,0.0248,1/27/2015,1/27/2015,1/27/2015,5,5
