:ID,:LABEL,entity_id,entity_type,degree_centrality,betweenness_centrality,pagerank_score,community_id,ring_suspicion_score,neighbor_fraud_rate,hop_2_fraud_count,shared_entity_count,claim_velocity_score,network_repeat_score,closed_loop_flag,cross_role_flag,computed_at
NF-CUST-OH-8042-3486,NetworkFeature,CUST-OH-8042-3486,Customer,0.4,0.1566,0.161,COMM-CUST-10,0.008,0.058,0,4,0.084,0.276,No,No,2015-03-01
NF-CUST-OH-4830-9430,NetworkFeature,CUST-OH-4830-9430,Customer,0.4,0.0283,0.3882,COMM-CUST-1,0.084,0.02,0,5,0.279,0.181,No,No,2015-03-01
NF-CUST-IL-1008-9157,NetworkFeature,CUST-IL-1008-9157,Customer,0.2,0.1357,0.1474,COMM-CUST-18,0.121,0.159,2,2,0.115,0.195,No,No,2015-03-01
NF-CUST-OH-9418-6080,NetworkFeature,CUST-OH-9418-6080,Customer,0.4667,0.2692,0.2973,COMM-CUST-43,0.262,0.011,1,3,0.098,0.005,No,No,2015-03-01
NF-CUST-OH-5934-8010,NetworkFeature,CUST-OH-5934-8010,Customer,0.9333,0.4543,0.886,COMM-CUST-39,0.498,0.729,2,2,0.767,0.745,No,No,2015-03-01
NF-CUST-IL-4374-2428,NetworkFeature,CUST-IL-4374-2428,Customer,0.3333,0.3637,0.8641,COMM-CUST-33,0.699,0.341,4,5,0.759,0.501,Yes,Yes,2015-03-01
NF-CUST-OH-9421-1667,NetworkFeature,CUST-OH-9421-1667,Customer,0.3333,0.0791,0.2738,COMM-CUST-2,0.108,0.239,2,1,0.167,0.273,No,No,2015-03-01
NF-CUST-IN-7949-5655,NetworkFeature,CUST-IN-7949-5655,Customer,0.7333,0.1096,0.0758,COMM-CUST-10,0.197,0.02,0,4,0.06,0.214,No,No,2015-03-01
NF-CUST-OH-1824-8333,NetworkFeature,CUST-OH-1824-8333,Customer,0.6,0.0427,0.0405,COMM-CUST-0,0.143,0.137,0,3,0.068,0.168,No,No,2015-03-01
NF-CUST-IN-7309-3103,NetworkFeature,CUST-IN-7309-3103,Customer,0.6,0.1196,0.1201,COMM-CUST-13,0.002,0.029,0,3,0.038,0.231,No,No,2015-03-01
NF-CUST-IL-6877-2802,NetworkFeature,CUST-IL-6877-2802,Customer,0.6667,0.1407,0.1292,COMM-CUST-2,0.026,0.237,0,4,0.161,0.129,No,No,2015-03-01
NF-CUST-IN-7576-9974,NetworkFeature,CUST-IN-7576-9974,Customer,0.7333,0.1413,0.3205,COMM-CUST-13,0.036,0.091,1,3,0.147,0.11,No,No,2015-03-01
NF-CUST-IL-9988-9170,NetworkFeature,CUST-IL-9988-9170,Customer,0.4,0.0993,0.3395,COMM-CUST-23,0.06,0.088,2,1,0.121,0.017,No,No,2015-03-01
NF-CUST-OH-9449-8584,NetworkFeature,CUST-OH-9449-8584,Customer,0.4667,0.1118,0.2255,COMM-CUST-26,0.148,0.068,1,3,0.096,0.193,No,No,2015-03-01
NF-CUST-IL-3864-5263,NetworkFeature,CUST-IL-3864-5263,Customer,0.4,0.0914,0.0124,COMM-CUST-22,0.209,0.069,2,4,0.031,0.002,No,No,2015-03-01
NF-CUST-OH-1082-7959,NetworkFeature,CUST-OH-1082-7959,Customer,0.5333,0.1701,0.1724,COMM-CUST-25,0.203,0.063,0,4,0.045,0.201,No,No,2015-03-01
NF-CUST-IN-2051-2050,NetworkFeature,CUST-IN-2051-2050,Customer,0.6,0.2438,0.0362,COMM-CUST-8,0.02,0.171,0,4,0.13,0.115,No,No,2015-03-01
NF-CUST-IL-7493-3885,NetworkFeature,CUST-IL-7493-3885,Customer,0.7333,0.0526,0.1145,COMM-CUST-11,0.26,0.068,2,3,0.044,0.018,No,No,2015-03-01
NF-CUST-OH-7743-2970,NetworkFeature,CUST-OH-7743-2970,Customer,0.7333,0.1867,0.2093,COMM-CUST-19,0.024,0.166,2,1,0.258,0.059,No,No,2015-03-01
NF-CUST-IN-6984-7207,NetworkFeature,CUST-IN-6984-7207,Customer,0.4,0.128,0.1033,COMM-CUST-0,0.196,0.11,1,4,0.267,0.275,No,No,2015-03-01
NF-CUST-IL-7199-2746,NetworkFeature,CUST-IL-7199-2746,Customer,0.7333,0.1764,0.2862,COMM-CUST-44,0.038,0.231,0,2,0.205,0.197,No,No,2015-03-01
NF-CUST-OH-3093-3806,NetworkFeature,CUST-OH-3093-3806,Customer,0.4,0.1581,0.2453,COMM-CUST-12,0.337,0.088,2,4,0.252,0.234,No,No,2015-03-01
NF-CUST-OH-4440-5780,NetworkFeature,CUST-OH-4440-5780,Customer,0.6,0.2555,0.7878,COMM-CUST-8,0.41,0.49,4,1,0.504,0.477,No,No,2015-03-01
NF-CUST-IN-4314-6257,NetworkFeature,CUST-IN-4314-6257,Customer,0.6667,0.7888,0.4668,COMM-CUST-47,0.681,0.439,7,5,0.891,0.466,No,Yes,2015-03-01
NF-CUST-OH-7976-2729,NetworkFeature,CUST-OH-7976-2729,Customer,0.6667,0.0754,0.0914,COMM-CUST-49,0.298,0.142,1,0,0.193,0.28,No,No,2015-03-01
NF-CUST-IN-2848-8693,NetworkFeature,CUST-IN-2848-8693,Customer,0.7333,0.1658,0.1819,COMM-CUST-19,0.204,0.102,0,5,0.128,0.264,No,No,2015-03-01
NF-CUST-IL-2381-2327,NetworkFeature,CUST-IL-2381-2327,Customer,0.6667,0.2579,0.11,COMM-CUST-30,0.141,0.073,0,0,0.202,0.092,No,No,2015-03-01
NF-CUST-IN-8857-2413,NetworkFeature,CUST-IN-8857-2413,Customer,0.5333,0.2402,0.3729,COMM-CUST-38,0.287,0.112,0,5,0.012,0.157,No,No,2015-03-01
NF-CUST-OH-2874-6371,NetworkFeature,CUST-OH-2874-6371,Customer,0.6667,0.1842,0.3397,COMM-CUST-24,0.1,0.16,1,1,0.293,0.015,No,No,2015-03-01
NF-CUST-IL-4960-1573,NetworkFeature,CUST-IL-4960-1573,Customer,0.9333,0.0864,0.3386,COMM-CUST-1,0.221,0.163,1,2,0.227,0.115,No,No,2015-03-01
NF-CUST-IL-2060-3065,NetworkFeature,CUST-IL-2060-3065,Customer,0.5333,0.2353,0.8665,COMM-CUST-37,0.539,0.371,3,5,0.554,0.607,No,No,2015-03-01
NF-CUST-IN-1530-8377,NetworkFeature,CUST-IN-1530-8377,Customer,0.2667,0.2924,0.2696,COMM-CUST-0,0.179,0.178,0,0,0.15,0.249,No,No,2015-03-01
NF-CUST-OH-4694-2656,NetworkFeature,CUST-OH-4694-2656,Customer,1.0,0.1797,0.2003,COMM-CUST-27,0.1,0.223,1,0,0.297,0.284,No,No,2015-03-01
NF-CUST-OH-6549-7091,NetworkFeature,CUST-OH-6549-7091,Customer,0.6,0.139,0.1185,COMM-CUST-4,0.338,0.224,2,0,0.011,0.205,No,No,2015-03-01
NF-CUST-OH-9434-7330,NetworkFeature,CUST-OH-9434-7330,Customer,0.8667,0.1743,0.0217,COMM-CUST-39,0.207,0.087,0,2,0.134,0.194,No,No,2015-03-01
NF-CUST-OH-6418-4569,NetworkFeature,CUST-OH-6418-4569,Customer,0.5333,0.287,0.3388,COMM-CUST-45,0.23,0.029,0,1,0.137,0.03,No,No,2015-03-01
NF-CUST-OH-7945-3166,NetworkFeature,CUST-OH-7945-3166,Customer,0.3333,0.1501,0.0905,COMM-CUST-33,0.29,0.106,1,3,0.188,0.239,No,No,2015-03-01
NF-CUST-IN-3578-1371,NetworkFeature,CUST-IN-3578-1371,Customer,0.3333,0.1841,0.37,COMM-CUST-44,0.239,0.025,1,0,0.178,0.101,No,No,2015-03-01
NF-CUST-OH-5360-4725,NetworkFeature,CUST-OH-5360-4725,Customer,0.4667,0.3122,0.5374,COMM-CUST-48,0.742,0.75,7,4,0.331,0.884,No,No,2015-03-01
NF-CUST-IL-8733-7991,NetworkFeature,CUST-IL-8733-7991,Customer,0.3333,0.4456,0.7222,COMM-CUST-34,0.766,0.747,3,5,0.801,0.735,Yes,No,2015-03-01
NF-CUST-OH-7902-7104,NetworkFeature,CUST-OH-7902-7104,Customer,0.5333,0.4746,0.7665,COMM-CUST-39,0.731,0.604,6,1,0.34,0.769,Yes,No,2015-03-01
NF-CUST-IL-5874-4804,NetworkFeature,CUST-IL-5874-4804,Customer,0.4,0.2194,0.1739,COMM-CUST-48,0.12,0.198,0,0,0.243,0.259,No,No,2015-03-01
NF-CUST-IL-6390-2456,NetworkFeature,CUST-IL-6390-2456,Customer,0.4667,0.2068,0.4873,COMM-CUST-25,0.878,0.432,4,2,0.694,0.672,Yes,Yes,2015-03-01
NF-CUST-IL-2178-7057,NetworkFeature,CUST-IL-2178-7057,Customer,0.2667,0.4643,0.7984,COMM-CUST-27,0.584,0.325,7,0,0.66,0.838,No,No,2015-03-01
NF-CUST-IN-5890-8877,NetworkFeature,CUST-IN-5890-8877,Customer,0.2667,0.7564,0.4812,COMM-CUST-34,0.446,0.79,2,2,0.41,0.409,No,No,2015-03-01
NF-CUST-IN-4588-5095,NetworkFeature,CUST-IN-4588-5095,Customer,0.6667,0.1314,0.1467,COMM-CUST-38,0.333,0.037,2,5,0.2,0.156,No,No,2015-03-01
NF-CUST-OH-6262-7395,NetworkFeature,CUST-OH-6262-7395,Customer,0.8,0.662,0.6699,COMM-CUST-13,0.721,0.444,3,4,0.753,0.323,No,No,2015-03-01
NF-CUST-OH-3150-8870,NetworkFeature,CUST-OH-3150-8870,Customer,0.4667,0.289,0.7352,COMM-CUST-41,0.544,0.417,4,0,0.793,0.489,No,No,2015-03-01
NF-CUST-OH-2832-7616,NetworkFeature,CUST-OH-2832-7616,Customer,0.6,0.2002,0.4961,COMM-CUST-42,0.506,0.534,5,3,0.874,0.806,No,No,2015-03-01
NF-CUST-IN-4424-7090,NetworkFeature,CUST-IN-4424-7090,Customer,0.6,0.7227,0.832,COMM-CUST-21,0.805,0.621,8,5,0.728,0.549,No,Yes,2015-03-01
NF-CUST-IL-1592-6605,NetworkFeature,CUST-IL-1592-6605,Customer,0.8,0.06,0.3365,COMM-CUST-5,0.175,0.023,1,5,0.281,0.207,No,No,2015-03-01
NF-CUST-OH-6698-5086,NetworkFeature,CUST-OH-6698-5086,Customer,0.4667,0.7202,0.7823,COMM-CUST-17,0.885,0.449,2,1,0.651,0.548,No,No,2015-03-01
NF-CUST-OH-5201-2021,NetworkFeature,CUST-OH-5201-2021,Customer,0.6667,0.2905,0.6151,COMM-CUST-25,0.678,0.361,7,5,0.534,0.321,No,No,2015-03-01
NF-CUST-IL-6079-4982,NetworkFeature,CUST-IL-6079-4982,Customer,1.0,0.2542,0.1618,COMM-CUST-27,0.005,0.249,2,4,0.024,0.237,No,No,2015-03-01
NF-CUST-IN-4650-8633,NetworkFeature,CUST-IN-4650-8633,Customer,0.2667,0.5673,0.7828,COMM-CUST-39,0.642,0.385,7,0,0.862,0.758,No,No,2015-03-01
NF-CUST-OH-3699-8627,NetworkFeature,CUST-OH-3699-8627,Customer,0.4,0.026,0.2905,COMM-CUST-30,0.333,0.039,1,5,0.05,0.217,No,No,2015-03-01
NF-CUST-OH-4472-5630,NetworkFeature,CUST-OH-4472-5630,Customer,0.5333,0.0778,0.1949,COMM-CUST-12,0.101,0.131,2,2,0.053,0.184,No,No,2015-03-01
NF-CUST-OH-8316-5289,NetworkFeature,CUST-OH-8316-5289,Customer,0.6667,0.0203,0.2859,COMM-CUST-15,0.09,0.021,0,2,0.026,0.228,No,No,2015-03-01
NF-CUST-IN-9229-6478,NetworkFeature,CUST-IN-9229-6478,Customer,0.1333,0.2812,0.2848,COMM-CUST-16,0.044,0.099,0,4,0.177,0.128,No,No,2015-03-01
NF-CUST-IN-6404-6762,NetworkFeature,CUST-IN-6404-6762,Customer,0.6667,0.0239,0.3953,COMM-CUST-37,0.187,0.062,1,0,0.134,0.186,No,No,2015-03-01
NF-CUST-OH-1532-4802,NetworkFeature,CUST-OH-1532-4802,Customer,0.8,0.065,0.2861,COMM-CUST-1,0.143,0.036,1,4,0.145,0.27,No,No,2015-03-01
NF-CUST-OH-3347-8729,NetworkFeature,CUST-OH-3347-8729,Customer,0.3333,0.5964,0.5615,COMM-CUST-32,0.884,0.562,3,1,0.443,0.794,No,No,2015-03-01
NF-CUST-OH-2212-3986,NetworkFeature,CUST-OH-2212-3986,Customer,0.4667,0.1282,0.0905,COMM-CUST-47,0.241,0.009,2,4,0.242,0.074,No,No,2015-03-01
NF-CUST-IL-9614-8328,NetworkFeature,CUST-IL-9614-8328,Customer,0.2,0.2626,0.0297,COMM-CUST-36,0.235,0.218,2,2,0.176,0.227,No,No,2015-03-01
NF-CUST-OH-8047-5192,NetworkFeature,CUST-OH-8047-5192,Customer,0.4,0.2213,0.3789,COMM-CUST-42,0.21,0.01,2,3,0.144,0.293,No,No,2015-03-01
NF-CUST-OH-3692-5870,NetworkFeature,CUST-OH-3692-5870,Customer,0.6667,0.1695,0.2016,COMM-CUST-34,0.194,0.201,2,5,0.104,0.176,No,No,2015-03-01
NF-CUST-IN-6911-7725,NetworkFeature,CUST-IN-6911-7725,Customer,0.4667,0.3066,0.5341,COMM-CUST-13,0.753,0.457,4,2,0.699,0.426,No,No,2015-03-01
NF-CUST-IL-7131-5446,NetworkFeature,CUST-IL-7131-5446,Customer,0.8,0.2006,0.7347,COMM-CUST-2,0.822,0.582,8,5,0.373,0.498,No,No,2015-03-01
NF-CUST-IN-6217-1455,NetworkFeature,CUST-IN-6217-1455,Customer,0.6667,0.5673,0.7401,COMM-CUST-14,0.679,0.359,5,2,0.639,0.833,No,Yes,2015-03-01
NF-CUST-IN-6151-3637,NetworkFeature,CUST-IN-6151-3637,Customer,0.6667,0.1959,0.1981,COMM-CUST-13,0.255,0.116,1,4,0.052,0.081,No,No,2015-03-01
NF-CUST-IN-9475-4076,NetworkFeature,CUST-IN-9475-4076,Customer,0.6667,0.0845,0.1419,COMM-CUST-17,0.252,0.046,1,2,0.298,0.089,No,No,2015-03-01
NF-CUST-OH-6580-7201,NetworkFeature,CUST-OH-6580-7201,Customer,0.8667,0.0064,0.0514,COMM-CUST-38,0.248,0.171,0,3,0.157,0.167,No,No,2015-03-01
NF-CUST-IN-3745-1028,NetworkFeature,CUST-IN-3745-1028,Customer,0.5333,0.0462,0.0175,COMM-CUST-28,0.159,0.177,1,0,0.037,0.043,No,No,2015-03-01
NF-CUST-IN-8058-9199,NetworkFeature,CUST-IN-8058-9199,Customer,0.8,0.1765,0.2298,COMM-CUST-2,0.31,0.006,2,5,0.095,0.194,No,No,2015-03-01
NF-CUST-IL-2350-4694,NetworkFeature,CUST-IL-2350-4694,Customer,0.1333,0.2282,0.3602,COMM-CUST-41,0.175,0.099,0,3,0.184,0.118,No,No,2015-03-01
NF-CUST-OH-2909-8929,NetworkFeature,CUST-OH-2909-8929,Customer,0.3333,0.2836,0.2061,COMM-CUST-47,0.274,0.208,0,2,0.068,0.259,No,No,2015-03-01
NF-CUST-IL-1802-2513,NetworkFeature,CUST-IL-1802-2513,Customer,0.7333,0.2633,0.3837,COMM-CUST-49,0.072,0.208,2,0,0.162,0.168,No,No,2015-03-01
NF-CUST-OH-6620-7819,NetworkFeature,CUST-OH-6620-7819,Customer,0.6,0.1199,0.3635,COMM-CUST-18,0.11,0.13,2,1,0.235,0.126,No,No,2015-03-01
NF-CUST-IN-8843-8783,NetworkFeature,CUST-IN-8843-8783,Customer,0.4667,0.0427,0.3359,COMM-CUST-38,0.081,0.116,1,4,0.297,0.279,No,No,2015-03-01
NF-CUST-IN-1780-6618,NetworkFeature,CUST-IN-1780-6618,Customer,0.6,0.2455,0.0826,COMM-CUST-49,0.279,0.05,2,5,0.193,0.124,No,No,2015-03-01
NF-CUST-OH-5074-1182,NetworkFeature,CUST-OH-5074-1182,Customer,0.8667,0.1278,0.1198,COMM-CUST-19,0.179,0.174,0,1,0.241,0.15,No,No,2015-03-01
NF-CUST-IN-9906-6088,NetworkFeature,CUST-IN-9906-6088,Customer,0.3333,0.6962,0.6833,COMM-CUST-42,0.537,0.789,5,5,0.759,0.774,No,No,2015-03-01
NF-CUST-IN-8921-3216,NetworkFeature,CUST-IN-8921-3216,Customer,0.8,0.2224,0.6419,COMM-CUST-22,0.532,0.405,4,1,0.787,0.809,No,No,2015-03-01
NF-CUST-IN-3986-5306,NetworkFeature,CUST-IN-3986-5306,Customer,0.4667,0.5592,0.8279,COMM-CUST-17,0.458,0.673,2,4,0.899,0.785,No,Yes,2015-03-01
NF-CUST-IL-6051-9898,NetworkFeature,CUST-IL-6051-9898,Customer,0.5333,0.4868,0.7994,COMM-CUST-34,0.883,0.647,3,3,0.631,0.33,No,No,2015-03-01
NF-CUST-OH-1431-4178,NetworkFeature,CUST-OH-1431-4178,Customer,0.4,0.2336,0.1249,COMM-CUST-23,0.256,0.071,1,0,0.097,0.026,No,No,2015-03-01
NF-CUST-IL-2302-1471,NetworkFeature,CUST-IL-2302-1471,Customer,0.6,0.293,0.2833,COMM-CUST-26,0.327,0.033,1,4,0.25,0.113,No,No,2015-03-01
NF-CUST-IL-7696-9665,NetworkFeature,CUST-IL-7696-9665,Customer,0.9333,0.0033,0.2197,COMM-CUST-10,0.271,0.079,2,1,0.038,0.061,No,No,2015-03-01
NF-CUST-IL-4208-7298,NetworkFeature,CUST-IL-4208-7298,Customer,0.4,0.0138,0.0356,COMM-CUST-37,0.055,0.182,0,1,0.069,0.033,No,No,2015-03-01
NF-CUST-OH-9735-5068,NetworkFeature,CUST-OH-9735-5068,Customer,0.6667,0.0546,0.3833,COMM-CUST-20,0.131,0.205,2,5,0.018,0.052,No,No,2015-03-01
NF-CUST-IL-6080-6489,NetworkFeature,CUST-IL-6080-6489,Customer,0.4,0.1341,0.0626,COMM-CUST-43,0.243,0.09,2,0,0.255,0.215,No,No,2015-03-01
NF-CUST-IL-2501-4459,NetworkFeature,CUST-IL-2501-4459,Customer,0.3333,0.102,0.0874,COMM-CUST-0,0.186,0.135,0,5,0.291,0.186,No,No,2015-03-01
NF-CUST-IN-7864-9605,NetworkFeature,CUST-IN-7864-9605,Customer,0.8667,0.0892,0.3388,COMM-CUST-46,0.268,0.133,1,4,0.202,0.196,No,No,2015-03-01
NF-CUST-IN-4451-7634,NetworkFeature,CUST-IN-4451-7634,Customer,0.2,0.2941,0.0401,COMM-CUST-2,0.236,0.007,0,0,0.189,0.221,No,No,2015-03-01
NF-CUST-IL-9386-9286,NetworkFeature,CUST-IL-9386-9286,Customer,0.8,0.2001,0.2751,COMM-CUST-34,0.285,0.157,2,5,0.243,0.214,No,No,2015-03-01
NF-CUST-IL-4824-1402,NetworkFeature,CUST-IL-4824-1402,Customer,0.6667,0.2332,0.3237,COMM-CUST-23,0.015,0.242,1,0,0.072,0.218,No,No,2015-03-01
NF-CUST-OH-7960-2152,NetworkFeature,CUST-OH-7960-2152,Customer,0.6667,0.2733,0.0316,COMM-CUST-24,0.306,0.071,1,3,0.262,0.012,No,No,2015-03-01
NF-CUST-IN-9106-4091,NetworkFeature,CUST-IN-9106-4091,Customer,0.7333,0.1814,0.1098,COMM-CUST-4,0.121,0.076,2,5,0.227,0.039,No,No,2015-03-01
NF-CUST-OH-3274-8848,NetworkFeature,CUST-OH-3274-8848,Customer,0.6,0.2157,0.3997,COMM-CUST-44,0.12,0.073,2,4,0.09,0.067,No,No,2015-03-01
NF-CUST-OH-7152-5443,NetworkFeature,CUST-OH-7152-5443,Customer,1.0,0.2581,0.3415,COMM-CUST-1,0.291,0.24,0,1,0.287,0.009,No,No,2015-03-01
NF-CUST-IL-6488-6659,NetworkFeature,CUST-IL-6488-6659,Customer,0.7333,0.2209,0.7043,COMM-CUST-42,0.448,0.633,4,5,0.894,0.487,No,No,2015-03-01
NF-CUST-IL-5169-9213,NetworkFeature,CUST-IL-5169-9213,Customer,0.3333,0.407,0.6302,COMM-CUST-36,0.61,0.324,6,4,0.603,0.462,No,No,2015-03-01
NF-CUST-IN-9844-1434,NetworkFeature,CUST-IN-9844-1434,Customer,0.8,0.7399,0.478,COMM-CUST-30,0.512,0.32,5,5,0.794,0.681,No,No,2015-03-01
NF-CUST-IN-8013-5833,NetworkFeature,CUST-IN-8013-5833,Customer,0.2667,0.1131,0.0722,COMM-CUST-18,0.31,0.114,1,0,0.1,0.223,No,No,2015-03-01
NF-CUST-OH-7861-1706,NetworkFeature,CUST-OH-7861-1706,Customer,0.4667,0.2305,0.1471,COMM-CUST-26,0.086,0.024,2,4,0.074,0.084,No,No,2015-03-01
NF-CUST-IL-6841-3634,NetworkFeature,CUST-IL-6841-3634,Customer,0.6,0.163,0.3485,COMM-CUST-16,0.194,0.173,0,4,0.055,0.227,No,No,2015-03-01
NF-CUST-IL-2475-3382,NetworkFeature,CUST-IL-2475-3382,Customer,0.6667,0.0852,0.3895,COMM-CUST-12,0.076,0.082,1,0,0.174,0.062,No,No,2015-03-01
NF-CUST-IL-2597-9090,NetworkFeature,CUST-IL-2597-9090,Customer,0.2667,0.2378,0.3376,COMM-CUST-25,0.033,0.166,2,5,0.262,0.019,No,No,2015-03-01
NF-CUST-IL-1851-4348,NetworkFeature,CUST-IL-1851-4348,Customer,0.7333,0.1224,0.0224,COMM-CUST-2,0.097,0.062,1,4,0.262,0.003,No,No,2015-03-01
NF-CUST-IL-7607-3793,NetworkFeature,CUST-IL-7607-3793,Customer,0.4,0.1522,0.1114,COMM-CUST-29,0.227,0.144,1,2,0.258,0.266,No,No,2015-03-01
NF-CUST-IN-3624-8195,NetworkFeature,CUST-IN-3624-8195,Customer,0.8667,0.269,0.3189,COMM-CUST-3,0.068,0.143,1,0,0.001,0.001,No,No,2015-03-01
NF-CUST-OH-3895-9476,NetworkFeature,CUST-OH-3895-9476,Customer,0.5333,0.1821,0.2362,COMM-CUST-14,0.004,0.243,1,1,0.007,0.087,No,No,2015-03-01
NF-CUST-IN-1795-1311,NetworkFeature,CUST-IN-1795-1311,Customer,0.6,0.2419,0.2036,COMM-CUST-32,0.129,0.211,0,3,0.166,0.018,No,No,2015-03-01
NF-CUST-IL-2654-3032,NetworkFeature,CUST-IL-2654-3032,Customer,0.6667,0.1658,0.0229,COMM-CUST-42,0.038,0.162,2,5,0.154,0.176,No,No,2015-03-01
NF-CUST-IN-2662-3271,NetworkFeature,CUST-IN-2662-3271,Customer,0.4,0.2498,0.3746,COMM-CUST-41,0.02,0.047,1,1,0.158,0.226,No,No,2015-03-01
NF-CUST-IN-9218-4891,NetworkFeature,CUST-IN-9218-4891,Customer,0.4,0.0006,0.2314,COMM-CUST-7,0.048,0.224,2,0,0.169,0.296,No,No,2015-03-01
NF-CUST-IN-4887-2718,NetworkFeature,CUST-IN-4887-2718,Customer,0.8,0.1767,0.2503,COMM-CUST-38,0.083,0.248,1,5,0.011,0.22,No,No,2015-03-01
NF-CUST-IL-1925-5761,NetworkFeature,CUST-IL-1925-5761,Customer,0.0667,0.201,0.2216,COMM-CUST-7,0.345,0.055,1,3,0.296,0.143,No,No,2015-03-01
NF-CUST-IN-3380-8493,NetworkFeature,CUST-IN-3380-8493,Customer,0.9333,0.2731,0.188,COMM-CUST-33,0.284,0.17,2,5,0.222,0.111,No,No,2015-03-01
NF-CUST-IN-8656-1092,NetworkFeature,CUST-IN-8656-1092,Customer,0.8667,0.0975,0.0303,COMM-CUST-28,0.191,0.035,1,0,0.04,0.165,No,No,2015-03-01
NF-CUST-IN-9632-1753,NetworkFeature,CUST-IN-9632-1753,Customer,0.3333,0.0748,0.3328,COMM-CUST-4,0.253,0.055,1,5,0.16,0.151,No,No,2015-03-01
NF-CUST-OH-7284-9138,NetworkFeature,CUST-OH-7284-9138,Customer,0.8667,0.2225,0.1392,COMM-CUST-7,0.132,0.219,2,3,0.09,0.282,No,No,2015-03-01
NF-CUST-IL-5534-1760,NetworkFeature,CUST-IL-5534-1760,Customer,0.4667,0.0566,0.2269,COMM-CUST-17,0.236,0.113,0,4,0.134,0.098,No,No,2015-03-01
NF-CUST-IL-4406-7477,NetworkFeature,CUST-IL-4406-7477,Customer,0.4667,0.6391,0.4177,COMM-CUST-7,0.749,0.378,3,4,0.862,0.379,No,No,2015-03-01
NF-CUST-IN-4632-4367,NetworkFeature,CUST-IN-4632-4367,Customer,0.6,0.6364,0.4546,COMM-CUST-38,0.879,0.761,7,5,0.884,0.848,No,No,2015-03-01
NF-CUST-IL-7534-3133,NetworkFeature,CUST-IL-7534-3133,Customer,0.5333,0.2006,0.2538,COMM-CUST-5,0.022,0.051,0,2,0.226,0.243,No,No,2015-03-01
NF-CUST-IN-9205-3443,NetworkFeature,CUST-IN-9205-3443,Customer,0.4667,0.2528,0.1108,COMM-CUST-49,0.249,0.248,2,4,0.103,0.037,No,No,2015-03-01
NF-CUST-IL-5947-7919,NetworkFeature,CUST-IL-5947-7919,Customer,0.2,0.2726,0.6259,COMM-CUST-26,0.675,0.517,8,3,0.398,0.737,No,No,2015-03-01
NF-CUST-IN-7253-6234,NetworkFeature,CUST-IN-7253-6234,Customer,0.5333,0.2887,0.0777,COMM-CUST-3,0.186,0.139,2,2,0.059,0.275,No,No,2015-03-01
NF-CUST-OH-6072-5985,NetworkFeature,CUST-OH-6072-5985,Customer,0.1333,0.1162,0.2455,COMM-CUST-27,0.093,0.136,2,4,0.01,0.253,No,No,2015-03-01
NF-CUST-IL-9793-4706,NetworkFeature,CUST-IL-9793-4706,Customer,0.2667,0.7543,0.5006,COMM-CUST-14,0.565,0.61,2,4,0.427,0.637,No,No,2015-03-01
NF-CUST-OH-8652-9260,NetworkFeature,CUST-OH-8652-9260,Customer,0.4667,0.2665,0.3507,COMM-CUST-0,0.315,0.089,1,1,0.09,0.159,No,No,2015-03-01
NF-CUST-IN-1409-2313,NetworkFeature,CUST-IN-1409-2313,Customer,0.9333,0.2887,0.3755,COMM-CUST-39,0.21,0.164,0,0,0.148,0.187,No,No,2015-03-01
NF-CUST-IL-7873-6009,NetworkFeature,CUST-IL-7873-6009,Customer,0.4,0.2455,0.3786,COMM-CUST-34,0.045,0.147,1,5,0.241,0.059,No,No,2015-03-01
NF-CUST-IN-2723-4374,NetworkFeature,CUST-IN-2723-4374,Customer,0.2667,0.1927,0.0493,COMM-CUST-15,0.071,0.238,2,2,0.024,0.178,No,No,2015-03-01
NF-CUST-IN-7280-5035,NetworkFeature,CUST-IN-7280-5035,Customer,0.4667,0.5977,0.5979,COMM-CUST-13,0.494,0.324,6,4,0.728,0.606,No,No,2015-03-01
NF-CUST-OH-8046-6239,NetworkFeature,CUST-OH-8046-6239,Customer,0.5333,0.2671,0.28,COMM-CUST-3,0.228,0.052,2,2,0.012,0.172,No,No,2015-03-01
NF-CUST-OH-7188-9949,NetworkFeature,CUST-OH-7188-9949,Customer,0.5333,0.2302,0.2779,COMM-CUST-37,0.249,0.03,1,5,0.27,0.202,No,No,2015-03-01
NF-CUST-IN-4824-1428,NetworkFeature,CUST-IN-4824-1428,Customer,0.3333,0.2021,0.2938,COMM-CUST-31,0.026,0.156,0,1,0.163,0.03,No,No,2015-03-01
NF-CUST-IL-3311-3981,NetworkFeature,CUST-IL-3311-3981,Customer,0.4667,0.2331,0.1,COMM-CUST-47,0.059,0.215,1,0,0.098,0.221,No,No,2015-03-01
NF-CUST-IN-7530-4506,NetworkFeature,CUST-IN-7530-4506,Customer,0.6,0.2949,0.1954,COMM-CUST-39,0.288,0.165,2,4,0.242,0.223,No,No,2015-03-01
NF-CUST-IN-9103-4589,NetworkFeature,CUST-IN-9103-4589,Customer,0.5333,0.2113,0.3769,COMM-CUST-2,0.134,0.099,0,5,0.112,0.166,No,No,2015-03-01
NF-CUST-IN-3792-5609,NetworkFeature,CUST-IN-3792-5609,Customer,0.6667,0.3054,0.7432,COMM-CUST-35,0.429,0.708,5,4,0.655,0.408,No,No,2015-03-01
