:START_ID,:END_ID,:TYPE,relationship_type,relationship_detail,shared_last_name,confidence_score,connection_strength,age_gap_years,fraud_signal,both_fraud_flagged,first_seen_date,last_seen_date,interaction_count,shared_claims_count,data_source
CUST-OH-6911-5096,CUST-OH-7143-7671,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.67,,NONE,No,01/01/2010,01/01/2015,19,1,CustomerRecord+LastNameMatch
CUST-OH-6911-5096,CUST-OH-5560-6240,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.572,,NONE,No,01/01/2010,01/01/2015,2,1,CustomerRecord+LastNameMatch
CUST-OH-4388-1496,CUST-OH-8766-8159,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.611,,NONE,No,01/01/2010,01/01/2015,2,1,CustomerRecord+LastNameMatch
CUST-OH-4388-1496,CUST-OH-7143-7671,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.649,,NONE,No,01/01/2010,01/01/2015,9,1,CustomerRecord+LastNameMatch
CUST-OH-4388-1496,CUST-OH-5560-6240,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.654,,NONE,No,01/01/2010,01/01/2015,11,1,CustomerRecord+LastNameMatch
CUST-OH-8766-8159,CUST-OH-7143-7671,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.647,,NONE,No,01/01/2010,01/01/2015,13,1,CustomerRecord+LastNameMatch
CUST-OH-8766-8159,CUST-OH-5560-6240,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.667,,NONE,No,01/01/2010,01/01/2015,20,1,CustomerRecord+LastNameMatch
CUST-OH-7143-7671,CUST-OH-5560-6240,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.637,,NONE,No,01/01/2010,01/01/2015,11,1,CustomerRecord+LastNameMatch
CUST-IL-5375-7959,CUST-IL-7560-7397,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.617,,NONE,No,01/01/2010,01/01/2015,18,1,CustomerRecord+LastNameMatch
CUST-IL-5375-7959,CUST-IL-6296-6796,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.68,,NONE,No,01/01/2010,01/01/2015,5,1,CustomerRecord+LastNameMatch
CUST-IL-5375-7959,CUST-IL-5003-3555,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.641,,NONE,No,01/01/2010,01/01/2015,12,1,CustomerRecord+LastNameMatch
CUST-IL-5375-7959,CUST-IL-3202-4624,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.697,,NONE,No,01/01/2010,01/01/2015,2,1,CustomerRecord+LastNameMatch
CUST-IL-5375-7959,CUST-IL-1014-3348,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.597,,NONE,No,01/01/2010,01/01/2015,4,1,CustomerRecord+LastNameMatch
CUST-IL-5375-7959,CUST-IL-4209-6347,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.571,,NONE,No,01/01/2010,01/01/2015,14,1,CustomerRecord+LastNameMatch
CUST-IL-7560-7397,CUST-IL-6296-6796,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.581,,NONE,No,01/01/2010,01/01/2015,20,1,CustomerRecord+LastNameMatch
CUST-IL-7560-7397,CUST-IL-5003-3555,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.663,,NONE,No,01/01/2010,01/01/2015,4,1,CustomerRecord+LastNameMatch
CUST-IL-7560-7397,CUST-IL-3202-4624,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.67,,NONE,No,01/01/2010,01/01/2015,16,1,CustomerRecord+LastNameMatch
CUST-IL-7560-7397,CUST-IL-1014-3348,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.595,,NONE,No,01/01/2010,01/01/2015,16,1,CustomerRecord+LastNameMatch
CUST-IL-7560-7397,CUST-IL-4209-6347,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.571,,NONE,No,01/01/2010,01/01/2015,12,1,CustomerRecord+LastNameMatch
CUST-IL-6296-6796,CUST-IL-5003-3555,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.603,,NONE,No,01/01/2010,01/01/2015,8,1,CustomerRecord+LastNameMatch
CUST-IL-6296-6796,CUST-IL-3202-4624,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.565,,NONE,No,01/01/2010,01/01/2015,9,1,CustomerRecord+LastNameMatch
CUST-IL-6296-6796,CUST-IL-1014-3348,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.615,,NONE,No,01/01/2010,01/01/2015,19,1,CustomerRecord+LastNameMatch
CUST-IL-6296-6796,CUST-IL-4209-6347,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.698,,NONE,No,01/01/2010,01/01/2015,1,1,CustomerRecord+LastNameMatch
CUST-IL-5003-3555,CUST-IL-3202-4624,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.651,,NONE,No,01/01/2010,01/01/2015,16,1,CustomerRecord+LastNameMatch
CUST-IL-5003-3555,CUST-IL-1014-3348,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.671,,NONE,No,01/01/2010,01/01/2015,13,1,CustomerRecord+LastNameMatch
CUST-IL-5003-3555,CUST-IL-4209-6347,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.563,,NONE,No,01/01/2010,01/01/2015,18,1,CustomerRecord+LastNameMatch
CUST-IL-3202-4624,CUST-IL-1014-3348,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.7,,NONE,No,01/01/2010,01/01/2015,11,1,CustomerRecord+LastNameMatch
CUST-IL-3202-4624,CUST-IL-4209-6347,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.599,,NONE,No,01/01/2010,01/01/2015,2,1,CustomerRecord+LastNameMatch
CUST-IL-1014-3348,CUST-IL-4209-6347,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.6,,NONE,No,01/01/2010,01/01/2015,15,1,CustomerRecord+LastNameMatch
CUST-IN-3949-8643,CUST-IN-5252-8806,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.572,,NONE,No,01/01/2010,01/01/2015,14,1,CustomerRecord+LastNameMatch
CUST-IN-3949-8643,CUST-IN-9844-1434,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.679,,NONE,No,01/01/2010,01/01/2015,14,1,CustomerRecord+LastNameMatch
CUST-IN-3949-8643,CUST-IN-1409-2313,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.649,,NONE,No,01/01/2010,01/01/2015,2,1,CustomerRecord+LastNameMatch
CUST-IN-3949-8643,CUST-IN-2508-7304,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.621,,NONE,No,01/01/2010,01/01/2015,10,1,CustomerRecord+LastNameMatch
CUST-IN-3949-8643,CUST-IN-6762-1160,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.569,,NONE,No,01/01/2010,01/01/2015,3,1,CustomerRecord+LastNameMatch
CUST-IN-5252-8806,CUST-IN-9844-1434,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.688,,NONE,No,01/01/2010,01/01/2015,11,1,CustomerRecord+LastNameMatch
CUST-IN-5252-8806,CUST-IN-1409-2313,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.581,,NONE,No,01/01/2010,01/01/2015,15,1,CustomerRecord+LastNameMatch
CUST-IN-5252-8806,CUST-IN-2508-7304,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.643,,NONE,No,01/01/2010,01/01/2015,8,1,CustomerRecord+LastNameMatch
CUST-IN-5252-8806,CUST-IN-6762-1160,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.611,,NONE,No,01/01/2010,01/01/2015,11,1,CustomerRecord+LastNameMatch
CUST-IN-9844-1434,CUST-IN-1409-2313,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.696,,NONE,No,01/01/2010,01/01/2015,6,1,CustomerRecord+LastNameMatch
CUST-IN-9844-1434,CUST-IN-2508-7304,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.605,,NONE,No,01/01/2010,01/01/2015,13,1,CustomerRecord+LastNameMatch
CUST-IN-9844-1434,CUST-IN-6762-1160,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.618,,NONE,No,01/01/2010,01/01/2015,8,1,CustomerRecord+LastNameMatch
CUST-IN-1409-2313,CUST-IN-2508-7304,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.663,,NONE,No,01/01/2010,01/01/2015,11,1,CustomerRecord+LastNameMatch
CUST-IN-1409-2313,CUST-IN-6762-1160,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.606,,NONE,No,01/01/2010,01/01/2015,13,1,CustomerRecord+LastNameMatch
CUST-IN-2508-7304,CUST-IN-6762-1160,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.622,,NONE,No,01/01/2010,01/01/2015,4,1,CustomerRecord+LastNameMatch
CUST-OH-4208-3967,CUST-OH-7768-6927,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.64,,NONE,No,01/01/2010,01/01/2015,13,1,CustomerRecord+LastNameMatch
CUST-OH-4208-3967,CUST-OH-3469-1044,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.596,,NONE,No,01/01/2010,01/01/2015,16,1,CustomerRecord+LastNameMatch
CUST-OH-4208-3967,CUST-OH-3800-1140,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.616,,NONE,No,01/01/2010,01/01/2015,10,1,CustomerRecord+LastNameMatch
CUST-OH-4208-3967,CUST-OH-7834-3212,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.63,,NONE,No,01/01/2010,01/01/2015,2,1,CustomerRecord+LastNameMatch
CUST-OH-4208-3967,CUST-OH-5422-9695,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.627,,NONE,No,01/01/2010,01/01/2015,2,1,CustomerRecord+LastNameMatch
CUST-OH-4208-3967,CUST-OH-5074-1182,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.684,,NONE,No,01/01/2010,01/01/2015,2,1,CustomerRecord+LastNameMatch
CUST-OH-7768-6927,CUST-OH-3469-1044,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.616,,NONE,No,01/01/2010,01/01/2015,9,1,CustomerRecord+LastNameMatch
CUST-OH-7768-6927,CUST-OH-3800-1140,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.696,,NONE,No,01/01/2010,01/01/2015,6,1,CustomerRecord+LastNameMatch
CUST-OH-7768-6927,CUST-OH-7834-3212,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.679,,NONE,No,01/01/2010,01/01/2015,15,1,CustomerRecord+LastNameMatch
CUST-OH-7768-6927,CUST-OH-5422-9695,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.615,,NONE,No,01/01/2010,01/01/2015,19,1,CustomerRecord+LastNameMatch
CUST-OH-7768-6927,CUST-OH-5074-1182,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.608,,NONE,No,01/01/2010,01/01/2015,16,1,CustomerRecord+LastNameMatch
CUST-OH-3469-1044,CUST-OH-3800-1140,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.591,,NONE,No,01/01/2010,01/01/2015,12,1,CustomerRecord+LastNameMatch
CUST-OH-3469-1044,CUST-OH-7834-3212,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.689,,NONE,No,01/01/2010,01/01/2015,11,1,CustomerRecord+LastNameMatch
CUST-OH-3469-1044,CUST-OH-5422-9695,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.638,,NONE,No,01/01/2010,01/01/2015,12,1,CustomerRecord+LastNameMatch
CUST-OH-3469-1044,CUST-OH-5074-1182,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.652,,NONE,No,01/01/2010,01/01/2015,5,1,CustomerRecord+LastNameMatch
CUST-OH-3800-1140,CUST-OH-7834-3212,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.579,,NONE,No,01/01/2010,01/01/2015,9,1,CustomerRecord+LastNameMatch
CUST-OH-3800-1140,CUST-OH-5422-9695,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.676,,NONE,No,01/01/2010,01/01/2015,7,1,CustomerRecord+LastNameMatch
CUST-OH-3800-1140,CUST-OH-5074-1182,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.639,,NONE,No,01/01/2010,01/01/2015,5,1,CustomerRecord+LastNameMatch
CUST-OH-7834-3212,CUST-OH-5422-9695,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.648,,NONE,No,01/01/2010,01/01/2015,5,1,CustomerRecord+LastNameMatch
CUST-OH-7834-3212,CUST-OH-5074-1182,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.685,,NONE,No,01/01/2010,01/01/2015,8,1,CustomerRecord+LastNameMatch
CUST-OH-5422-9695,CUST-OH-5074-1182,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.573,,NONE,No,01/01/2010,01/01/2015,16,1,CustomerRecord+LastNameMatch
CUST-IN-3071-3298,CUST-IN-8308-7545,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.68,,NONE,No,01/01/2010,01/01/2015,19,1,CustomerRecord+LastNameMatch
CUST-IN-3071-3298,CUST-IN-6911-7725,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.619,,NONE,No,01/01/2010,01/01/2015,13,1,CustomerRecord+LastNameMatch
CUST-IN-3071-3298,CUST-IN-6151-3637,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.594,,NONE,No,01/01/2010,01/01/2015,4,1,CustomerRecord+LastNameMatch
CUST-IN-3071-3298,CUST-IN-7629-8083,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.681,,NONE,No,01/01/2010,01/01/2015,16,1,CustomerRecord+LastNameMatch
CUST-IN-8308-7545,CUST-IN-6911-7725,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.612,,NONE,No,01/01/2010,01/01/2015,2,1,CustomerRecord+LastNameMatch
CUST-IN-8308-7545,CUST-IN-6151-3637,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.689,,NONE,No,01/01/2010,01/01/2015,9,1,CustomerRecord+LastNameMatch
CUST-IN-8308-7545,CUST-IN-7629-8083,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.693,,NONE,No,01/01/2010,01/01/2015,12,1,CustomerRecord+LastNameMatch
CUST-IN-6911-7725,CUST-IN-6151-3637,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.62,,NONE,No,01/01/2010,01/01/2015,1,1,CustomerRecord+LastNameMatch
CUST-IN-6911-7725,CUST-IN-7629-8083,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.67,,NONE,No,01/01/2010,01/01/2015,15,1,CustomerRecord+LastNameMatch
CUST-IN-6151-3637,CUST-IN-7629-8083,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.618,,NONE,No,01/01/2010,01/01/2015,10,1,CustomerRecord+LastNameMatch
CUST-OH-4853-1424,CUST-OH-3965-5436,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.7,,NONE,No,01/01/2010,01/01/2015,19,1,CustomerRecord+LastNameMatch
CUST-OH-4853-1424,CUST-OH-8362-1597,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.641,,NONE,No,01/01/2010,01/01/2015,4,1,CustomerRecord+LastNameMatch
CUST-OH-3965-5436,CUST-OH-8362-1597,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.574,,NONE,No,01/01/2010,01/01/2015,11,1,CustomerRecord+LastNameMatch
CUST-IL-3039-4475,CUST-IL-1328-4778,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.577,,NONE,No,01/01/2010,01/01/2015,14,1,CustomerRecord+LastNameMatch
CUST-IL-3039-4475,CUST-IL-7149-5644,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.659,,NONE,No,01/01/2010,01/01/2015,8,1,CustomerRecord+LastNameMatch
CUST-IL-3039-4475,CUST-IL-8767-3284,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.578,,NONE,No,01/01/2010,01/01/2015,18,1,CustomerRecord+LastNameMatch
CUST-IL-3039-4475,CUST-IL-2184-6524,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.691,,NONE,No,01/01/2010,01/01/2015,14,1,CustomerRecord+LastNameMatch
CUST-IL-3039-4475,CUST-IL-9614-8328,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.631,,NONE,No,01/01/2010,01/01/2015,6,1,CustomerRecord+LastNameMatch
CUST-IL-1328-4778,CUST-IL-7149-5644,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.674,,NONE,No,01/01/2010,01/01/2015,13,1,CustomerRecord+LastNameMatch
CUST-IL-1328-4778,CUST-IL-8767-3284,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.67,,NONE,No,01/01/2010,01/01/2015,18,1,CustomerRecord+LastNameMatch
CUST-IL-1328-4778,CUST-IL-2184-6524,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.686,,NONE,No,01/01/2010,01/01/2015,10,1,CustomerRecord+LastNameMatch
CUST-IL-1328-4778,CUST-IL-9614-8328,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.627,,NONE,No,01/01/2010,01/01/2015,2,1,CustomerRecord+LastNameMatch
CUST-IL-7149-5644,CUST-IL-8767-3284,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.619,,NONE,No,01/01/2010,01/01/2015,8,1,CustomerRecord+LastNameMatch
CUST-IL-7149-5644,CUST-IL-2184-6524,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.621,,NONE,No,01/01/2010,01/01/2015,10,1,CustomerRecord+LastNameMatch
CUST-IL-7149-5644,CUST-IL-9614-8328,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.567,,NONE,No,01/01/2010,01/01/2015,20,1,CustomerRecord+LastNameMatch
CUST-IL-8767-3284,CUST-IL-2184-6524,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.596,,NONE,No,01/01/2010,01/01/2015,18,1,CustomerRecord+LastNameMatch
CUST-IL-8767-3284,CUST-IL-9614-8328,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.592,,NONE,No,01/01/2010,01/01/2015,10,1,CustomerRecord+LastNameMatch
CUST-IL-2184-6524,CUST-IL-9614-8328,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.689,,NONE,No,01/01/2010,01/01/2015,2,1,CustomerRecord+LastNameMatch
CUST-IL-3431-7644,CUST-IL-9187-1596,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.564,,NONE,No,01/01/2010,01/01/2015,13,1,CustomerRecord+LastNameMatch
CUST-IL-3431-7644,CUST-IL-5746-1853,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.649,,NONE,No,01/01/2010,01/01/2015,15,1,CustomerRecord+LastNameMatch
CUST-IL-3431-7644,CUST-IL-3798-4030,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.592,,NONE,No,01/01/2010,01/01/2015,5,1,CustomerRecord+LastNameMatch
CUST-IL-3431-7644,CUST-IL-5339-4749,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.648,,NONE,No,01/01/2010,01/01/2015,14,1,CustomerRecord+LastNameMatch
CUST-IL-9187-1596,CUST-IL-5746-1853,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.619,,NONE,No,01/01/2010,01/01/2015,11,1,CustomerRecord+LastNameMatch
CUST-IL-9187-1596,CUST-IL-3798-4030,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.604,,NONE,No,01/01/2010,01/01/2015,4,1,CustomerRecord+LastNameMatch
CUST-IL-9187-1596,CUST-IL-5339-4749,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.575,,NONE,No,01/01/2010,01/01/2015,1,1,CustomerRecord+LastNameMatch
CUST-IL-5746-1853,CUST-IL-3798-4030,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.69,,NONE,No,01/01/2010,01/01/2015,1,1,CustomerRecord+LastNameMatch
CUST-IL-5746-1853,CUST-IL-5339-4749,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.681,,NONE,No,01/01/2010,01/01/2015,11,1,CustomerRecord+LastNameMatch
CUST-IL-3798-4030,CUST-IL-5339-4749,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.623,,NONE,No,01/01/2010,01/01/2015,19,1,CustomerRecord+LastNameMatch
CUST-OH-5193-9664,CUST-OH-6698-5086,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.676,,NONE,No,01/01/2010,01/01/2015,14,1,CustomerRecord+LastNameMatch
CUST-OH-5193-9664,CUST-OH-1644-4530,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.639,,NONE,No,01/01/2010,01/01/2015,20,1,CustomerRecord+LastNameMatch
CUST-OH-6698-5086,CUST-OH-1644-4530,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.689,,NONE,No,01/01/2010,01/01/2015,17,1,CustomerRecord+LastNameMatch
CUST-IN-3328-7266,CUST-IN-8551-7891,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.608,,NONE,No,01/01/2010,01/01/2015,3,1,CustomerRecord+LastNameMatch
CUST-IN-3328-7266,CUST-IN-8110-6846,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.641,,NONE,No,01/01/2010,01/01/2015,20,1,CustomerRecord+LastNameMatch
CUST-IN-8551-7891,CUST-IN-8110-6846,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.578,,NONE,No,01/01/2010,01/01/2015,8,1,CustomerRecord+LastNameMatch
CUST-IN-3565-8194,CUST-IN-1672-1401,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.599,,NONE,No,01/01/2010,01/01/2015,18,1,CustomerRecord+LastNameMatch
CUST-IN-3565-8194,CUST-IN-9914-4101,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.656,,NONE,No,01/01/2010,01/01/2015,9,1,CustomerRecord+LastNameMatch
CUST-IN-3565-8194,CUST-IN-7445-3522,SHARED_CLAIM_EXPOSURE,SHARED_CLAIM_EXPOSURE,Shared Claim Family,,0.7,0.57,,NONE,No,01/01/2010,01/01/2015,10,1,CustomerRecord+LastNameMatch
