:START_ID,:END_ID,:TYPE,statement_date,statement_strength,corroborated_by_evidence,deposition_provided,credibility_score,professional_witness,coached_flag,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CLM-620855,WS-620855-W3,HAS_WITNESS,1/21/2015,Strong,No,No,76,Yes,No,0.76,0.6224,1/21/2015,1/21/2015,1/21/2015,1,1
CLM-583169,WS-583169-W1,HAS_WITNESS,3/1/2015,Strong,No,Yes,90,Yes,No,0.9,0.7904,3/1/2015,3/1/2015,3/1/2015,1,1
CLM-583169,WS-583169-W2,HAS_WITNESS,3/1/2015,Strong,Partial,No,48,Yes,No,0.48,0.3984,3/1/2015,3/1/2015,3/1/2015,1,1
CLM-337677,WS-337677-W1,HAS_WITNESS,2/24/2015,Moderate,No,Yes,94,Yes,Yes,0.94,0.8154,2/24/2015,2/24/2015,2/24/2015,1,1
CLM-337677,WS-337677-W2,HAS_WITNESS,2/24/2015,Strong,No,No,58,Yes,No,0.58,0.4665,2/24/2015,2/24/2015,2/24/2015,1,1
CLM-337677,WS-337677-W3,HAS_WITNESS,2/24/2015,Strong,Yes,Yes,80,Yes,Yes,0.8,0.7028,2/24/2015,2/24/2015,2/24/2015,1,1
CLM-445973,WS-445973-W1,HAS_WITNESS,2/2/2015,Strong,No,Yes,99,No,No,0.99,0.8521,2/2/2015,2/2/2015,2/2/2015,1,1
CLM-445973,WS-445973-W2,HAS_WITNESS,2/2/2015,Moderate,Yes,Yes,85,Yes,Yes,0.85,0.8424,2/2/2015,2/2/2015,2/2/2015,1,1
CLM-156694,WS-156694-W1,HAS_WITNESS,1/31/2015,Weak,Yes,Yes,91,Yes,No,0.91,0.828,1/31/2015,1/31/2015,1/31/2015,1,1
CLM-156694,WS-156694-W2,HAS_WITNESS,1/31/2015,Weak,Yes,No,69,Yes,No,0.69,0.5834,1/31/2015,1/31/2015,1/31/2015,1,1
CLM-156694,WS-156694-W3,HAS_WITNESS,1/31/2015,Moderate,Yes,Yes,95,Yes,Yes,0.95,0.8524,1/31/2015,1/31/2015,1/31/2015,1,1
CLM-421940,WS-421940-W1,HAS_WITNESS,1/9/2015,Strong,Partial,No,90,No,No,0.9,0.8503,1/9/2015,1/9/2015,1/9/2015,1,1
CLM-421940,WS-421940-W2,HAS_WITNESS,1/9/2015,Moderate,Yes,Yes,80,Yes,No,0.8,0.7093,1/9/2015,1/9/2015,1/9/2015,1,1
CLM-421940,WS-421940-W3,HAS_WITNESS,1/9/2015,Strong,No,Unknown,98,Yes,No,0.98,0.9697,1/9/2015,1/9/2015,1/9/2015,1,1
CLM-613226,WS-613226-W1,HAS_WITNESS,2/23/2015,Moderate,Yes,Unknown,62,Yes,No,0.62,0.5158,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-613226,WS-613226-W2,HAS_WITNESS,2/23/2015,Moderate,No,Yes,75,Yes,No,0.75,0.7454,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-553565,WS-553565-W1,HAS_WITNESS,1/14/2015,Strong,No,No,54,Yes,Yes,0.54,0.4385,1/14/2015,1/14/2015,1/14/2015,1,1
CLM-553565,WS-553565-W2,HAS_WITNESS,1/14/2015,Moderate,No,Unknown,76,Yes,No,0.76,0.7541,1/14/2015,1/14/2015,1/14/2015,1,1
CLM-331595,WS-331595-W1,HAS_WITNESS,2/17/2015,Moderate,No,Yes,97,Yes,No,0.97,0.789,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-331595,WS-331595-W2,HAS_WITNESS,2/17/2015,Strong,Partial,Yes,53,Yes,No,0.53,0.4583,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-331595,WS-331595-W3,HAS_WITNESS,2/17/2015,Moderate,Yes,Unknown,45,No,No,0.45,0.4029,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-380067,WS-380067-W1,HAS_WITNESS,1/30/2015,Strong,No,Yes,96,Yes,No,0.96,0.8235,1/30/2015,1/30/2015,1/30/2015,1,1
CLM-380067,WS-380067-W2,HAS_WITNESS,1/30/2015,Weak,Yes,Yes,53,Yes,No,0.53,0.4489,1/30/2015,1/30/2015,1/30/2015,1,1
CLM-380067,WS-380067-W3,HAS_WITNESS,1/30/2015,Moderate,Yes,Yes,62,No,No,0.62,0.613,1/30/2015,1/30/2015,1/30/2015,1,1
CLM-360770,WS-360770-W1,HAS_WITNESS,2/3/2015,Weak,No,Yes,60,No,No,0.6,0.5764,2/3/2015,2/3/2015,2/3/2015,1,1
CLM-360770,WS-360770-W2,HAS_WITNESS,2/3/2015,Strong,Partial,No,97,Yes,No,0.97,0.8568,2/3/2015,2/3/2015,2/3/2015,1,1
CLM-360770,WS-360770-W3,HAS_WITNESS,2/3/2015,Weak,Yes,Yes,99,Yes,Yes,0.99,0.7946,2/3/2015,2/3/2015,2/3/2015,1,1
CLM-958785,WS-958785-W1,HAS_WITNESS,1/31/2015,Weak,Partial,No,88,No,No,0.88,0.7582,1/31/2015,1/31/2015,1/31/2015,1,1
CLM-958785,WS-958785-W2,HAS_WITNESS,1/31/2015,Strong,Yes,Yes,46,Yes,Yes,0.46,0.3826,1/31/2015,1/31/2015,1/31/2015,1,1
CLM-340614,WS-340614-W1,HAS_WITNESS,1/29/2015,Moderate,Partial,No,68,No,No,0.68,0.6297,1/29/2015,1/29/2015,1/29/2015,1,1
CLM-435784,WS-435784-W1,HAS_WITNESS,1/7/2015,Strong,No,No,93,Yes,No,0.93,0.8712,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-435784,WS-435784-W2,HAS_WITNESS,1/7/2015,Weak,No,No,49,No,No,0.49,0.434,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-563837,WS-563837-W1,HAS_WITNESS,1/20/2015,Strong,No,Yes,49,Yes,No,0.49,0.4039,1/20/2015,1/20/2015,1/20/2015,1,1
CLM-563837,WS-563837-W2,HAS_WITNESS,1/20/2015,Moderate,No,Yes,81,No,No,0.81,0.669,1/20/2015,1/20/2015,1/20/2015,1,1
CLM-563837,WS-563837-W3,HAS_WITNESS,1/20/2015,Strong,Partial,Yes,72,Yes,No,0.72,0.6166,1/20/2015,1/20/2015,1/20/2015,1,1
CLM-533941,WS-533941-W1,HAS_WITNESS,2/4/2015,Moderate,No,Unknown,62,Yes,No,0.62,0.5859,2/4/2015,2/4/2015,2/4/2015,1,1
CLM-265026,WS-265026-W1,HAS_WITNESS,1/12/2015,Moderate,Yes,Yes,66,Yes,No,0.66,0.6345,1/12/2015,1/12/2015,1/12/2015,1,1
CLM-354481,WS-354481-W1,HAS_WITNESS,2/28/2015,Moderate,Partial,Yes,84,Yes,No,0.84,0.8172,2/28/2015,2/28/2015,2/28/2015,1,1
CLM-354481,WS-354481-W2,HAS_WITNESS,2/28/2015,Moderate,Partial,Yes,45,Yes,No,0.45,0.3933,2/28/2015,2/28/2015,2/28/2015,1,1
CLM-566720,WS-566720-W1,HAS_WITNESS,1/8/2015,Strong,Yes,Yes,77,Yes,Yes,0.77,0.7654,1/8/2015,1/8/2015,1/8/2015,1,1
CLM-566720,WS-566720-W2,HAS_WITNESS,1/8/2015,Moderate,Yes,No,82,No,No,0.82,0.6664,1/8/2015,1/8/2015,1/8/2015,1,1
CLM-832746,WS-832746-W1,HAS_WITNESS,1/25/2015,Moderate,No,Unknown,57,Yes,No,0.57,0.507,1/25/2015,1/25/2015,1/25/2015,1,1
CLM-832746,WS-832746-W2,HAS_WITNESS,1/25/2015,Strong,No,Yes,80,No,No,0.8,0.7067,1/25/2015,1/25/2015,1/25/2015,1,1
CLM-216738,WS-216738-W1,HAS_WITNESS,2/1/2015,Strong,No,No,91,Yes,Yes,0.91,0.7661,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-216738,WS-216738-W2,HAS_WITNESS,2/1/2015,Moderate,Yes,No,54,No,No,0.54,0.4672,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-369048,WS-369048-W1,HAS_WITNESS,2/21/2015,Strong,No,No,95,No,No,0.95,0.8044,2/21/2015,2/21/2015,2/21/2015,1,1
CLM-514424,WS-514424-W1,HAS_WITNESS,1/30/2015,Moderate,No,Unknown,94,Yes,Yes,0.94,0.9159,1/30/2015,1/30/2015,1/30/2015,1,1
CLM-954191,WS-954191-W1,HAS_WITNESS,1/31/2015,Weak,Yes,Yes,85,Yes,No,0.85,0.7331,1/31/2015,1/31/2015,1/31/2015,1,1
CLM-954191,WS-954191-W2,HAS_WITNESS,1/31/2015,Moderate,Partial,Yes,96,Yes,Yes,0.96,0.9438,1/31/2015,1/31/2015,1/31/2015,1,1
CLM-150181,WS-150181-W1,HAS_WITNESS,1/13/2015,Weak,No,No,90,No,No,0.9,0.8951,1/13/2015,1/13/2015,1/13/2015,1,1
CLM-150181,WS-150181-W2,HAS_WITNESS,1/13/2015,Moderate,Yes,Yes,54,Yes,No,0.54,0.517,1/13/2015,1/13/2015,1/13/2015,1,1
CLM-150181,WS-150181-W3,HAS_WITNESS,1/13/2015,Weak,No,Yes,100,Yes,Yes,1.0,0.911,1/13/2015,1/13/2015,1/13/2015,1,1
CLM-388671,WS-388671-W1,HAS_WITNESS,2/16/2015,Moderate,Partial,Unknown,81,No,No,0.81,0.7415,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-388671,WS-388671-W2,HAS_WITNESS,2/16/2015,Strong,No,No,84,No,No,0.84,0.7276,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-412703,WS-412703-W1,HAS_WITNESS,2/28/2015,Weak,No,No,69,Yes,No,0.69,0.5788,2/28/2015,2/28/2015,2/28/2015,1,1
CLM-412703,WS-412703-W2,HAS_WITNESS,2/28/2015,Weak,No,Yes,65,No,No,0.65,0.5365,2/28/2015,2/28/2015,2/28/2015,1,1
CLM-347984,WS-347984-W1,HAS_WITNESS,1/2/2015,Moderate,No,No,52,Yes,No,0.52,0.4495,1/2/2015,1/2/2015,1/2/2015,1,1
CLM-347984,WS-347984-W2,HAS_WITNESS,1/2/2015,Moderate,No,Yes,77,Yes,Yes,0.77,0.7134,1/2/2015,1/2/2015,1/2/2015,1,1
CLM-626074,WS-626074-W1,HAS_WITNESS,1/13/2015,Strong,No,Unknown,46,Yes,Yes,0.46,0.4573,1/13/2015,1/13/2015,1/13/2015,1,1
CLM-626074,WS-626074-W2,HAS_WITNESS,1/13/2015,Strong,No,Yes,82,No,No,0.82,0.6935,1/13/2015,1/13/2015,1/13/2015,1,1
CLM-626074,WS-626074-W3,HAS_WITNESS,1/13/2015,Moderate,Yes,Unknown,45,Yes,Yes,0.45,0.4134,1/13/2015,1/13/2015,1/13/2015,1,1
CLM-218109,WS-218109-W1,HAS_WITNESS,1/7/2015,Moderate,No,Unknown,91,No,No,0.91,0.7711,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-218109,WS-218109-W2,HAS_WITNESS,1/7/2015,Moderate,Yes,Yes,82,No,No,0.82,0.7904,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-218109,WS-218109-W3,HAS_WITNESS,1/7/2015,Moderate,No,Unknown,52,No,No,0.52,0.4668,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-999435,WS-999435-W1,HAS_WITNESS,1/5/2015,Moderate,No,Yes,83,Yes,Yes,0.83,0.742,1/5/2015,1/5/2015,1/5/2015,1,1
CLM-999435,WS-999435-W2,HAS_WITNESS,1/5/2015,Weak,Yes,Unknown,82,Yes,Yes,0.82,0.6592,1/5/2015,1/5/2015,1/5/2015,1,1
CLM-858060,WS-858060-W1,HAS_WITNESS,2/28/2015,Moderate,Yes,Yes,77,No,No,0.77,0.6947,2/28/2015,2/28/2015,2/28/2015,1,1
CLM-500384,WS-500384-W1,HAS_WITNESS,1/4/2015,Weak,Partial,No,82,Yes,No,0.82,0.6717,1/4/2015,1/4/2015,1/4/2015,1,1
CLM-500384,WS-500384-W2,HAS_WITNESS,1/4/2015,Moderate,No,No,74,Yes,No,0.74,0.703,1/4/2015,1/4/2015,1/4/2015,1,1
CLM-873859,WS-873859-W1,HAS_WITNESS,2/23/2015,Moderate,Partial,Yes,87,Yes,No,0.87,0.8045,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-204294,WS-204294-W1,HAS_WITNESS,2/10/2015,Moderate,No,Yes,98,Yes,Yes,0.98,0.7999,2/10/2015,2/10/2015,2/10/2015,1,1
CLM-204294,WS-204294-W2,HAS_WITNESS,2/10/2015,Weak,Yes,Yes,56,No,No,0.56,0.503,2/10/2015,2/10/2015,2/10/2015,1,1
CLM-467106,WS-467106-W1,HAS_WITNESS,2/16/2015,Moderate,Yes,Yes,47,Yes,Yes,0.47,0.4326,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-357713,WS-357713-W1,HAS_WITNESS,1/4/2015,Moderate,No,No,40,No,No,0.4,0.3913,1/4/2015,1/4/2015,1/4/2015,1,1
CLM-357713,WS-357713-W2,HAS_WITNESS,1/4/2015,Strong,Partial,Unknown,91,Yes,Yes,0.91,0.9024,1/4/2015,1/4/2015,1/4/2015,1,1
CLM-890026,WS-890026-W1,HAS_WITNESS,1/30/2015,Weak,No,Yes,84,No,No,0.84,0.7167,1/30/2015,1/30/2015,1/30/2015,1,1
CLM-890026,WS-890026-W2,HAS_WITNESS,1/30/2015,Strong,Yes,Unknown,97,Yes,No,0.97,0.8632,1/30/2015,1/30/2015,1/30/2015,1,1
CLM-876680,WS-876680-W1,HAS_WITNESS,1/22/2015,Strong,No,No,87,No,No,0.87,0.8313,1/22/2015,1/22/2015,1/22/2015,1,1
CLM-756981,WS-756981-W1,HAS_WITNESS,1/1/2015,Strong,Partial,Unknown,100,Yes,Yes,1.0,0.9583,1/1/2015,1/1/2015,1/1/2015,1,1
CLM-756981,WS-756981-W2,HAS_WITNESS,1/1/2015,Strong,Partial,No,51,Yes,Yes,0.51,0.4362,1/1/2015,1/1/2015,1/1/2015,1,1
CLM-121439,WS-121439-W1,HAS_WITNESS,2/14/2015,Moderate,Yes,Yes,87,Yes,Yes,0.87,0.7209,2/14/2015,2/14/2015,2/14/2015,1,1
CLM-121439,WS-121439-W2,HAS_WITNESS,2/14/2015,Weak,Partial,Yes,95,No,No,0.95,0.9211,2/14/2015,2/14/2015,2/14/2015,1,1
CLM-932097,WS-932097-W1,HAS_WITNESS,2/8/2015,Strong,Partial,Unknown,44,Yes,Yes,0.44,0.3572,2/8/2015,2/8/2015,2/8/2015,1,1
CLM-932097,WS-932097-W2,HAS_WITNESS,2/8/2015,Strong,Partial,Yes,51,No,No,0.51,0.4332,2/8/2015,2/8/2015,2/8/2015,1,1
CLM-463727,WS-463727-W1,HAS_WITNESS,2/17/2015,Moderate,Yes,No,47,Yes,No,0.47,0.4355,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-936638,WS-936638-W1,HAS_WITNESS,2/9/2015,Moderate,Partial,No,53,Yes,No,0.53,0.4587,2/9/2015,2/9/2015,2/9/2015,1,1
CLM-936638,WS-936638-W2,HAS_WITNESS,2/9/2015,Moderate,Yes,Yes,51,Yes,Yes,0.51,0.4921,2/9/2015,2/9/2015,2/9/2015,1,1
CLM-936638,WS-936638-W3,HAS_WITNESS,2/9/2015,Weak,Yes,Yes,71,No,No,0.71,0.6365,2/9/2015,2/9/2015,2/9/2015,1,1
CLM-689901,WS-689901-W1,HAS_WITNESS,2/2/2015,Strong,No,Yes,75,Yes,No,0.75,0.6219,2/2/2015,2/2/2015,2/2/2015,1,1
CLM-689901,WS-689901-W2,HAS_WITNESS,2/2/2015,Strong,No,Unknown,71,No,No,0.71,0.6067,2/2/2015,2/2/2015,2/2/2015,1,1
CLM-901083,WS-901083-W1,HAS_WITNESS,2/14/2015,Strong,No,Unknown,53,Yes,Yes,0.53,0.4579,2/14/2015,2/14/2015,2/14/2015,1,1
CLM-901083,WS-901083-W2,HAS_WITNESS,2/14/2015,Weak,Partial,Yes,72,No,No,0.72,0.7179,2/14/2015,2/14/2015,2/14/2015,1,1
CLM-901083,WS-901083-W3,HAS_WITNESS,2/14/2015,Weak,No,Yes,87,Yes,No,0.87,0.8012,2/14/2015,2/14/2015,2/14/2015,1,1
CLM-396224,WS-396224-W1,HAS_WITNESS,2/15/2015,Weak,No,No,77,Yes,No,0.77,0.6986,2/15/2015,2/15/2015,2/15/2015,1,1
CLM-396224,WS-396224-W2,HAS_WITNESS,2/15/2015,Moderate,Partial,Unknown,59,No,No,0.59,0.5692,2/15/2015,2/15/2015,2/15/2015,1,1
CLM-396224,WS-396224-W3,HAS_WITNESS,2/15/2015,Moderate,No,No,51,Yes,No,0.51,0.4739,2/15/2015,2/15/2015,2/15/2015,1,1
CLM-682178,WS-682178-W1,HAS_WITNESS,2/28/2015,Weak,No,Yes,76,Yes,No,0.76,0.7536,2/28/2015,2/28/2015,2/28/2015,1,1
CLM-682178,WS-682178-W2,HAS_WITNESS,2/28/2015,Moderate,No,Unknown,70,No,No,0.7,0.6437,2/28/2015,2/28/2015,2/28/2015,1,1
CLM-682178,WS-682178-W3,HAS_WITNESS,2/28/2015,Weak,No,Yes,84,No,No,0.84,0.6922,2/28/2015,2/28/2015,2/28/2015,1,1
CLM-253005,WS-253005-W1,HAS_WITNESS,1/6/2015,Strong,No,Unknown,98,No,No,0.98,0.9278,1/6/2015,1/6/2015,1/6/2015,1,1
CLM-253005,WS-253005-W2,HAS_WITNESS,1/6/2015,Moderate,Partial,Yes,58,Yes,No,0.58,0.5493,1/6/2015,1/6/2015,1/6/2015,1,1
CLM-253005,WS-253005-W3,HAS_WITNESS,1/6/2015,Strong,No,Yes,85,Yes,No,0.85,0.7131,1/6/2015,1/6/2015,1/6/2015,1,1
CLM-985924,WS-985924-W1,HAS_WITNESS,1/19/2015,Moderate,No,Yes,57,Yes,Yes,0.57,0.5471,1/19/2015,1/19/2015,1/19/2015,1,1
CLM-985924,WS-985924-W2,HAS_WITNESS,1/19/2015,Strong,No,No,56,No,No,0.56,0.4796,1/19/2015,1/19/2015,1/19/2015,1,1
CLM-985924,WS-985924-W3,HAS_WITNESS,1/19/2015,Strong,Partial,Unknown,45,No,No,0.45,0.4312,1/19/2015,1/19/2015,1/19/2015,1,1
CLM-631565,WS-631565-W1,HAS_WITNESS,1/17/2015,Strong,No,No,87,Yes,No,0.87,0.7696,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-631565,WS-631565-W2,HAS_WITNESS,1/17/2015,Strong,No,Yes,59,No,No,0.59,0.5686,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-631565,WS-631565-W3,HAS_WITNESS,1/17/2015,Moderate,Partial,Yes,46,No,No,0.46,0.369,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-926665,WS-926665-W1,HAS_WITNESS,2/11/2015,Weak,Yes,No,86,Yes,Yes,0.86,0.7329,2/11/2015,2/11/2015,2/11/2015,1,1
CLM-926665,WS-926665-W2,HAS_WITNESS,2/11/2015,Weak,Yes,No,53,No,No,0.53,0.4393,2/11/2015,2/11/2015,2/11/2015,1,1
CLM-302669,WS-302669-W1,HAS_WITNESS,2/21/2015,Strong,No,Yes,73,Yes,No,0.73,0.5877,2/21/2015,2/21/2015,2/21/2015,1,1
CLM-302669,WS-302669-W2,HAS_WITNESS,2/21/2015,Moderate,No,No,92,No,No,0.92,0.8559,2/21/2015,2/21/2015,2/21/2015,1,1
CLM-620020,WS-620020-W1,HAS_WITNESS,1/2/2015,Strong,No,Yes,78,Yes,Yes,0.78,0.7429,1/2/2015,1/2/2015,1/2/2015,1,1
CLM-620020,WS-620020-W2,HAS_WITNESS,1/2/2015,Strong,Partial,Yes,80,Yes,No,0.8,0.6526,1/2/2015,1/2/2015,1/2/2015,1,1
CLM-439828,WS-439828-W1,HAS_WITNESS,1/11/2015,Moderate,No,Yes,60,Yes,Yes,0.6,0.5358,1/11/2015,1/11/2015,1/11/2015,1,1
CLM-439828,WS-439828-W2,HAS_WITNESS,1/11/2015,Moderate,Partial,Yes,72,Yes,Yes,0.72,0.707,1/11/2015,1/11/2015,1/11/2015,1,1
CLM-439828,WS-439828-W3,HAS_WITNESS,1/11/2015,Strong,Yes,Yes,98,Yes,Yes,0.98,0.8129,1/11/2015,1/11/2015,1/11/2015,1,1
CLM-971295,WS-971295-W1,HAS_WITNESS,2/23/2015,Moderate,No,Yes,51,Yes,No,0.51,0.4718,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-971295,WS-971295-W2,HAS_WITNESS,2/23/2015,Strong,Partial,No,67,No,No,0.67,0.6104,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-165565,WS-165565-W1,HAS_WITNESS,1/28/2015,Strong,No,Yes,90,No,No,0.9,0.8269,1/28/2015,1/28/2015,1/28/2015,1,1
CLM-165565,WS-165565-W2,HAS_WITNESS,1/28/2015,Strong,Partial,Yes,85,Yes,No,0.85,0.8089,1/28/2015,1/28/2015,1/28/2015,1,1
CLM-936543,WS-936543-W1,HAS_WITNESS,2/1/2015,Weak,No,No,91,Yes,No,0.91,0.7476,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-936543,WS-936543-W2,HAS_WITNESS,2/1/2015,Strong,No,Yes,47,Yes,No,0.47,0.4017,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-936543,WS-936543-W3,HAS_WITNESS,2/1/2015,Moderate,Yes,No,89,Yes,Yes,0.89,0.7611,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-501692,WS-501692-W1,HAS_WITNESS,1/20/2015,Strong,Yes,Unknown,66,Yes,Yes,0.66,0.6212,1/20/2015,1/20/2015,1/20/2015,1,1
CLM-501692,WS-501692-W2,HAS_WITNESS,1/20/2015,Weak,Yes,Yes,47,No,No,0.47,0.4186,1/20/2015,1/20/2015,1/20/2015,1,1
CLM-651948,WS-651948-W1,HAS_WITNESS,1/2/2015,Moderate,No,Yes,62,No,No,0.62,0.5162,1/2/2015,1/2/2015,1/2/2015,1,1
CLM-651948,WS-651948-W2,HAS_WITNESS,1/2/2015,Strong,No,Yes,96,No,No,0.96,0.7927,1/2/2015,1/2/2015,1/2/2015,1,1
CLM-651948,WS-651948-W3,HAS_WITNESS,1/2/2015,Moderate,No,Yes,75,Yes,Yes,0.75,0.7434,1/2/2015,1/2/2015,1/2/2015,1,1
CLM-131478,WS-131478-W1,HAS_WITNESS,1/3/2015,Strong,Yes,Yes,75,Yes,No,0.75,0.6186,1/3/2015,1/3/2015,1/3/2015,1,1
CLM-131478,WS-131478-W2,HAS_WITNESS,1/3/2015,Moderate,Yes,Yes,43,Yes,No,0.43,0.4186,1/3/2015,1/3/2015,1/3/2015,1,1
CLM-808153,WS-808153-W1,HAS_WITNESS,1/3/2015,Strong,Partial,Yes,49,Yes,Yes,0.49,0.4462,1/3/2015,1/3/2015,1/3/2015,1,1
CLM-808153,WS-808153-W2,HAS_WITNESS,1/3/2015,Weak,Yes,Unknown,55,Yes,No,0.55,0.4806,1/3/2015,1/3/2015,1/3/2015,1,1
CLM-808153,WS-808153-W3,HAS_WITNESS,1/3/2015,Moderate,Yes,Yes,69,Yes,Yes,0.69,0.5955,1/3/2015,1/3/2015,1/3/2015,1,1
CLM-687639,WS-687639-W1,HAS_WITNESS,2/12/2015,Moderate,Partial,No,95,Yes,No,0.95,0.8969,2/12/2015,2/12/2015,2/12/2015,1,1
CLM-687639,WS-687639-W2,HAS_WITNESS,2/12/2015,Strong,Partial,Unknown,67,No,No,0.67,0.6097,2/12/2015,2/12/2015,2/12/2015,1,1
CLM-847123,WS-847123-W1,HAS_WITNESS,2/17/2015,Moderate,Yes,Yes,77,Yes,Yes,0.77,0.7128,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-847123,WS-847123-W2,HAS_WITNESS,2/17/2015,Strong,Yes,Yes,91,Yes,No,0.91,0.8456,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-847123,WS-847123-W3,HAS_WITNESS,2/17/2015,Moderate,Partial,Yes,81,Yes,Yes,0.81,0.7121,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-172307,WS-172307-W1,HAS_WITNESS,2/9/2015,Strong,Partial,Yes,50,Yes,No,0.5,0.4327,2/9/2015,2/9/2015,2/9/2015,1,1
CLM-172307,WS-172307-W2,HAS_WITNESS,2/9/2015,Moderate,No,Unknown,71,Yes,No,0.71,0.6867,2/9/2015,2/9/2015,2/9/2015,1,1
CLM-172307,WS-172307-W3,HAS_WITNESS,2/9/2015,Moderate,Partial,Unknown,45,No,No,0.45,0.3631,2/9/2015,2/9/2015,2/9/2015,1,1
CLM-432068,WS-432068-W1,HAS_WITNESS,2/25/2015,Strong,Yes,Yes,98,No,No,0.98,0.8395,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-432068,WS-432068-W2,HAS_WITNESS,2/25/2015,Strong,Yes,Yes,88,Yes,Yes,0.88,0.8035,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-903203,WS-903203-W1,HAS_WITNESS,2/5/2015,Strong,Yes,Unknown,54,Yes,No,0.54,0.4934,2/5/2015,2/5/2015,2/5/2015,1,1
CLM-903203,WS-903203-W2,HAS_WITNESS,2/5/2015,Moderate,Yes,No,46,Yes,Yes,0.46,0.4493,2/5/2015,2/5/2015,2/5/2015,1,1
CLM-253085,WS-253085-W1,HAS_WITNESS,1/12/2015,Moderate,Partial,Yes,50,Yes,No,0.5,0.4056,1/12/2015,1/12/2015,1/12/2015,1,1
CLM-180720,WS-180720-W1,HAS_WITNESS,1/1/2015,Moderate,Yes,Unknown,88,No,No,0.88,0.8302,1/1/2015,1/1/2015,1/1/2015,1,1
CLM-492224,WS-492224-W1,HAS_WITNESS,2/19/2015,Moderate,Yes,Yes,81,No,No,0.81,0.6694,2/19/2015,2/19/2015,2/19/2015,1,1
CLM-492224,WS-492224-W2,HAS_WITNESS,2/19/2015,Moderate,Yes,No,42,No,No,0.42,0.3414,2/19/2015,2/19/2015,2/19/2015,1,1
CLM-411477,WS-411477-W1,HAS_WITNESS,1/14/2015,Moderate,Yes,Unknown,95,Yes,Yes,0.95,0.7729,1/14/2015,1/14/2015,1/14/2015,1,1
CLM-411477,WS-411477-W2,HAS_WITNESS,1/14/2015,Moderate,No,Yes,93,Yes,Yes,0.93,0.7722,1/14/2015,1/14/2015,1/14/2015,1,1
CLM-411477,WS-411477-W3,HAS_WITNESS,1/14/2015,Moderate,No,Yes,42,No,No,0.42,0.3799,1/14/2015,1/14/2015,1/14/2015,1,1
CLM-312940,WS-312940-W1,HAS_WITNESS,1/20/2015,Weak,No,Yes,58,No,No,0.58,0.5731,1/20/2015,1/20/2015,1/20/2015,1,1
CLM-373935,WS-373935-W1,HAS_WITNESS,1/7/2015,Strong,No,Unknown,55,Yes,Yes,0.55,0.4659,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-812989,WS-812989-W1,HAS_WITNESS,1/16/2015,Moderate,Yes,Yes,66,Yes,No,0.66,0.6276,1/16/2015,1/16/2015,1/16/2015,1,1
CLM-812989,WS-812989-W2,HAS_WITNESS,1/16/2015,Weak,Partial,Yes,57,No,No,0.57,0.5668,1/16/2015,1/16/2015,1/16/2015,1,1
CLM-812989,WS-812989-W3,HAS_WITNESS,1/16/2015,Strong,Yes,Yes,100,Yes,No,1.0,0.8676,1/16/2015,1/16/2015,1/16/2015,1,1
CLM-993840,WS-993840-W1,HAS_WITNESS,1/15/2015,Moderate,No,No,83,No,No,0.83,0.7325,1/15/2015,1/15/2015,1/15/2015,1,1
CLM-993840,WS-993840-W2,HAS_WITNESS,1/15/2015,Strong,Yes,No,62,Yes,No,0.62,0.5891,1/15/2015,1/15/2015,1/15/2015,1,1
CLM-506333,WS-506333-W1,HAS_WITNESS,1/6/2015,Moderate,Yes,Unknown,45,Yes,No,0.45,0.4043,1/6/2015,1/6/2015,1/6/2015,1,1
